"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"인천","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","3624","5239","4869","5142","4328","4205","4632","5521","5576","7578","7916",
"인천","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","2896489","4463823","4662858","5215391","5344430","5794758","6607272","7980146","9180021","12373035","15441046",
"인천","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","2894","3012","3127","3216","3432","3476","3634","3959","4101","4351","4080",
"인천","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","2903","3023","3140","3232","3441","3487","3651","3993","4199","4486","4242",
"인천","계","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","26357","26662","24688","25938","25062","24315","26157","29720","29178","30012","26176",
"인천","계","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","10743960","10652228","11405658","12997272","14296578","14846478","17896998","20525689","21832188","23509389","22548950",
"인천","계","내시경 및 경피적 담도수술","수술인원수[명]","명","1245","1218","1581","1693","2059","2294","2265","2448","2465","2890","2819",
"인천","계","내시경 및 경피적 담도수술","수술건수[건]","건","1355","1318","1752","1929","2414","2791","2837","3078","3180","3737","3637",
"인천","계","내시경 및 경피적 담도수술","입원일수[일]","일","15217","14376","18275","19991","23154","25628","26205","26946","26558","33686","29306",
"인천","계","내시경 및 경피적 담도수술","진료비[천원]","천원","6232617","5757636","7772096","9303934","11367569","13965776","15463681","18210652","19427183","25661116","24334331",
"인천","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","1487","1523","1489","1513","1485","1501","1476","1485","1301","1385","1360",
"인천","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","1507","1537","1513","1605","1774","1962","1634","1516","1329","1407","1386",
"인천","계","서혜 및 대퇴 허니아 수술","입원일수[일]","일","6791","6512","5954","6474","6244","6508","5739","5355","4921","5398","4732",
"인천","계","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","1869638","1928511","2163142","2455551","2471958","2693608","3121558","3485748","3392727","3971168","3743728",
"인천","계","경요도 전립선 절제술","수술인원수[명]","명","410","415","465","428","551","669","1015","620","671","636","584",
"인천","계","경요도 전립선 절제술","수술건수[건]","건","416","425","470","439","560","681","1039","630","681","644","595",
"인천","계","경요도 전립선 절제술","입원일수[일]","일","2909","3284","3386","3275","4167","4360","4210","3585","3932","3855","3106",
"인천","계","경요도 전립선 절제술","진료비[천원]","천원","687778","820956","983038","1055610","1469560","1733098","2114552","1982737","2439033","2354687","2273675",
"인천","계","전립선 절제술","수술인원수[명]","명","59","71","69","54","81","66","53","51","56","33","26",
"인천","계","전립선 절제술","수술건수[건]","건","59","71","70","54","81","67","53","51","56","34","27",
"인천","계","전립선 절제술","입원일수[일]","일","1018","1199","1144","847","1177","910","730","727","813","429","292",
"인천","계","전립선 절제술","진료비[천원]","천원","278083","345030","391504","332802","538386","474808","401892","468422","541728","306355","231248",
"인천","계","자궁절제술","수술인원수[명]","명","3288","2896","2806","2647","2619","2616","2579","2606","2517","2566","2394",
"인천","계","자궁절제술","수술건수[건]","건","3290","2898","2812","2650","2667","2693","2601","2617","2537","2570","2426",
"인천","계","자궁절제술","입원일수[일]","일","24882","20609","18987","18423","17940","17600","16932","16594","15656","15290","14011",
"인천","계","자궁절제술","진료비[천원]","천원","8161858","7853950","8337161","8919384","9044981","9358700","10502221","11367060","12690742","12872363","12171654",
"인천","계","제왕절개수술","수술인원수[명]","명","8526","7751","8087","8357","8221","7447","7442","7452","7040","6911","7092",
"인천","계","제왕절개수술","수술건수[건]","건","8532","7752","8099","8359","8232","7457","7448","7457","7046","6919","7098",
"인천","계","제왕절개수술","입원일수[일]","일","55590","49340","51448","53505","52555","47591","47677","47636","44403","42199","42825",
"인천","계","제왕절개수술","진료비[천원]","천원","11796062","12209236","13424978","14718711","15602500","15121544","16161687","17135025","16547513","16916608","18003939",
"인천","계","고관절 치환술","수술인원수[명]","명","439","510","1398","1498","1451","1465","1616","1656","1616","1584","1523",
"인천","계","고관절 치환술","수술건수[건]","건","448","534","1441","1551","1495","1527","1660","1718","1777","1802","1740",
"인천","계","고관절 치환술","입원일수[일]","일","8557","10836","33588","34153","31841","31396","36311","37325","37175","37752","30414",
"인천","계","고관절 치환술","진료비[천원]","천원","3473806","4207555","10318880","11409314","11794850","12871140","15428390","17277782","18206222","18862091","16581552",
"인천","계","슬관절 치환술","수술인원수[명]","명","3275","3177","3051","3387","3890","3649","3825","4377","3480","3562","3608",
"인천","계","슬관절 치환술","수술건수[건]","건","3356","3261","3175","3571","4121","3795","3933","4503","3662","3736","3871",
"인천","계","슬관절 치환술","입원일수[일]","일","70216","71478","69575","75898","88257","84265","88777","100729","78750","77636","75161",
"인천","계","슬관절 치환술","진료비[천원]","천원","26103887","25526526","23355897","26814891","32581449","32336575","36283122","44013624","36502316","38000361","38455840",
"인천","계","유방 부분 절제술","수술인원수[명]","명","781","840","892","878","838","1181","1382","1381","1521","1744","1721",
"인천","계","유방 부분 절제술","수술건수[건]","건","801","861","916","911","859","1233","1447","1442","1618","1861","1825",
"인천","계","유방 부분 절제술","입원일수[일]","일","3254","3515","3464","3922","3255","5440","7632","6757","7087","7868","7612",
"인천","계","유방 부분 절제술","진료비[천원]","천원","813949","970918","1101432","1301525","1263211","2641782","4753206","4815338","5630921","7050926","7051626",
"인천","계","유방 전 절제술","수술인원수[명]","명","779","759","816","877","693","790","434","509","654","672","730",
"인천","계","유방 전 절제술","수술건수[건]","건","788","766","824","882","696","796","435","514","662","679","746",
"인천","계","유방 전 절제술","입원일수[일]","일","8409","7963","7637","8481","6698","7806","5172","4504","4393","3669","4074",
"인천","계","유방 전 절제술","진료비[천원]","천원","2485116","2484072","2938412","3568766","2850711","3504605","2474227","2610352","2936195","2848506","3219566",
"인천","계","뇌기저부 수술","수술인원수[명]","명","18","9","18","16","15","17","16","19","20","14","21",
"인천","계","뇌기저부 수술","수술건수[건]","건","18","9","18","16","15","17","16","19","21","14","21",
"인천","계","뇌기저부 수술","입원일수[일]","일","457","257","406","318","307","305","279","342","416","265","499",
"인천","계","뇌기저부 수술","진료비[천원]","천원","219027","140523","209442","224618","197008","259379","287584","362439","421176","319561","527412",
"인천","계","뇌종양 수술","수술인원수[명]","명","189","216","183","224","235","225","193","198","184","251","277",
"인천","계","뇌종양 수술","수술건수[건]","건","190","222","184","231","240","232","194","204","194","264","299",
"인천","계","뇌종양 수술","입원일수[일]","일","4344","5340","3966","5189","4517","4385","4241","4552","3803","4517","5005",
"인천","계","뇌종양 수술","진료비[천원]","천원","1908058","2421348","1937102","3106387","3074029","3071218","3367563","3649122","3579879","4285905","5123317",
"인천","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","852","676","724","720","742","745","669","637","595","673","634",
"인천","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","860","685","727","730","747","756","675","647","621","695","656",
"인천","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","12766","10456","10315","10607","9356","9379","9609","9148","8964","9669","8332",
"인천","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","5666371","4661462","5127677","6111098","6267387","7194643","7541791","7700255","8056982","9280922","8549374",
"인천","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","317","272","317","297","291","280","314","267","328","332","293",
"인천","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","318","274","321","301","292","285","317","271","333","336","296",
"인천","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","6244","4875","5364","4718","4018","3215","4668","4351","4809","4811","3704",
"인천","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","2962884","2483523","2997004","3011070","3030153","2926027","4177502","4126267","4867043","4970820","4257318",
"인천","계","간색전술","수술인원수[명]","명","700","814","744","812","922","947","1022","1097","1115","1195","1105",
"인천","계","간색전술","수술건수[건]","건","1038","1156","1043","1164","1396","1368","1419","1433","1436","1559","1434",
"인천","계","간색전술","입원일수[일]","일","9968","11368","9425","9495","11952","11558","12253","12773","13405","13924","12135",
"인천","계","간색전술","진료비[천원]","천원","5353275","6080039","5877965","6422836","9232042","9147678","10380394","12204049","13777413","15024668","14572011",
"인천","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","2061","1985","1549","1271","1327","1324","1452","1469","1151","1303","1232",
"인천","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","2082","2010","1571","1290","1334","1348","1471","1536","1186","1333","1282",
"인천","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","12694","12344","9866","7999","8035","7912","9032","8899","7240","7623","7170",
"인천","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","4234351","4164411","3645598","3461246","3812690","3677320","4985290","5593766","4645122","5216757","5325342",
"인천","계","선천성 심장기형 수술","수술인원수[명]","명","175","159","142","","","","","","","","",
"인천","계","선천성 심장기형 수술","수술건수[건]","건","176","159","148","","","","","","","","",
"인천","계","선천성 심장기형 수술","입원일수[일]","일","3686","3182","3247","","","","","","","","",
"인천","계","선천성 심장기형 수술","진료비[천원]","천원","3411756","3610236","3697999","","","","","","","","",
"인천","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","134","123","131","157","172","342","371","319",
"인천","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","136","123","134","160","173","351","390","334",
"인천","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","2463","2116","2289","2595","3431","6287","6597","5481",
"인천","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","3425577","3194920","3936359","5162026","6692232","10938577","11139378","10697032",
"인천","계","순열 및 구개열 수술","수술인원수[명]","명","14","12","10","11","10","10","9","10","5","3","3",
"인천","계","순열 및 구개열 수술","수술건수[건]","건","14","16","10","11","11","10","9","10","5","3","3",
"인천","계","순열 및 구개열 수술","입원일수[일]","일","132","152","82","73","76","69","72","84","43","32","25",
"인천","계","순열 및 구개열 수술","진료비[천원]","천원","36489","24984","14791","19112","19475","18612","29398","40450","17782","15484","14293",
"인천","계","치핵 수술","수술인원수[명]","명","12088","11597","10846","10816","10275","10769","11019","10686","11233","10653","10231",
"인천","계","치핵 수술","수술건수[건]","건","12207","11680","10942","10972","10504","11118","11256","10855","11416","10814","10351",
"인천","계","치핵 수술","입원일수[일]","일","39758","36683","32534","31665","28038","27684","27146","25277","26587","24328","21924",
"인천","계","치핵 수술","진료비[천원]","천원","10023857","9829263","9310146","9778825","9437452","9981786","10993078","11395857","12662346","12093774","11831085",
"인천","계","내시경하 척추수술","수술인원수[명]","명","15","16","83","73","160","310","686","683","549","1020","1222",
"인천","계","내시경하 척추수술","수술건수[건]","건","15","16","84","75","162","315","707","695","564","1067","1268",
"인천","계","내시경하 척추수술","입원일수[일]","일","70","110","501","542","910","1887","5261","4991","4121","7899","10160",
"인천","계","내시경하 척추수술","진료비[천원]","천원","11741","22600","117805","102764","184642","382931","934246","1090880","1241644","2570704","3503729",
"인천","계","일반 척추수술","수술인원수[명]","명","9124","9404","9233","9269","10232","10419","10898","10942","10863","10702","10776",
"인천","계","일반 척추수술","수술건수[건]","건","9452","9819","9647","9669","10675","10869","11417","11442","11569","11372","11525",
"인천","계","일반 척추수술","입원일수[일]","일","113425","124824","128737","124380","138486","139837","144891","148108","147701","142613","134834",
"인천","계","일반 척추수술","진료비[천원]","천원","22834913","25541122","26883555","27956354","33897619","36195850","40657052","48802433","60253445","60835212","58778620",
"인천","계","내시경하 부비동 수술","수술인원수[명]","명","3506","3868","3886","3696","3709","3667","3845","3442","1901","1897","1819",
"인천","계","내시경하 부비동 수술","수술건수[건]","건","3639","3990","3994","3776","3873","3835","3980","3528","1944","1929","1857",
"인천","계","내시경하 부비동 수술","입원일수[일]","일","11731","13306","13059","12737","12900","12764","12984","11686","6429","6024","5718",
"인천","계","내시경하 부비동 수술","진료비[천원]","천원","3252594","3579376","3758775","4118064","4519945","4810585","5617696","6138949","4289938","4138675","4189809",
"인천","계","일반 부비동 수술","수술인원수[명]","명","547","705","514","400","390","507","562","179","157","116","94",
"인천","계","일반 부비동 수술","수술건수[건]","건","586","748","560","428","432","540","581","193","170","127","100",
"인천","계","일반 부비동 수술","입원일수[일]","일","2429","3323","2235","1851","1848","2809","3205","679","619","313","319",
"인천","계","일반 부비동 수술","진료비[천원]","천원","639034","798242","704012","733842","661916","1028705","1099265","330621","374007","216769","216490",
"인천","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","73",
"인천","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","73",
"인천","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","2167",
"인천","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","2576905",
"광주","계","계","수술인원수[명]","명","59388","59041","59408","59202","60221","59113","59567","62653","59345","61736","62301",
"광주","계","계","수술건수[건]","건","66159","66145","67061","67673","69125","67881","69234","74658","71384","75634","76880",
"광주","계","계","입원일수[일]","일","454935","433224","441600","441631","459510","446299","452649","458619","435296","451340","449780",
"광주","계","계","진료비[천원]","천원","140900590","142945311","155394339","166503116","181829131","188323803","210622991","237608638","244994668","272811032","280645416",
"광주","계","백내장 수술","수술인원수[명]","명","10657","11211","12189","13591","14046","14085","14903","17684","16307","18807","19360",
"광주","계","백내장 수술","수술건수[건]","건","14859","15669","17202","19376","19891","20022","21700","26411","25513","29677","30685",
"광주","계","백내장 수술","입원일수[일]","일","19857","20358","21808","24439","25138","25199","27045","32472","31830","35539","35705",
"광주","계","백내장 수술","진료비[천원]","천원","13864684","13647056","15689604","18529472","19784514","20649876","22994480","28701127","31279584","36572882","38584876",
"광주","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술인원수[명]","명","2371","2229","2074","1897","1906","1999","1742","1810","1530","995","797",
"광주","계","편도절제술(아데노이드 적출술 유무에 상관없이)","수술건수[건]","건","2408","2267","2102","1937","1949","2055","1766","1844","1573","1035","808",
"광주","계","편도절제술(아데노이드 적출술 유무에 상관없이)","입원일수[일]","일","9383","8398","7389","7284","7273","7562","6187","6415","5677","3906","3131",
"광주","계","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","1861356","1820135","1785630","1894554","1987923","2128848","1955368","2159891","2161623","1456916","1268632",
"광주","계","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","363","408","449","446","444","362","425","406","361","413","523",
"광주","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","371","421","462","457","459","376","434","417","368","421","539",
"광주","계","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","2798","3009","3365","3332","3389","2625","3133","2931","2565","2846","3413",
"광주","계","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","2166678","2508021","2860792","3177027","3457531","2891923","3856375","3971882","4183804","4838036","6285207",
"광주","계","스텐트삽입술","수술인원수[명]","명","2387","2379","2697","2655","2803","2791","3309","3616","3619","3668","3590",
"광주","계","스텐트삽입술","수술건수[건]","건","2429","2429","2761","2712","2891","2871","3391","3721","3725","3749","3696",
"광주","계","스텐트삽입술","입원일수[일]","일","16217","16317","17503","16881","18242","17525","19903","21351","20474","20626","19293",
"광주","계","스텐트삽입술","진료비[천원]","천원","18552142","18893601","20908314","21608405","23946577","26207287","31785314","37832307","39358741","43554586","42775736",
"광주","계","관상동맥 우회수술","수술인원수[명]","명","68","76","127","144","160","148","150","155","179","215","189",
"광주","계","관상동맥 우회수술","수술건수[건]","건","68","76","128","144","161","148","150","155","179","215","189",
"광주","계","관상동맥 우회수술","입원일수[일]","일","1142","1195","1863","2172","2535","2279","2485","2543","2793","3417","3041",
"광주","계","관상동맥 우회수술","진료비[천원]","천원","1418989","1538138","2836699","3934617","4654388","4351716","4641006","5149912","5741854","7208193","6483306",
"광주","계","심장 카테터 삽입술","수술인원수[명]","명","17","25","23","18","20","31","23","37","22","47","101",
"광주","계","심장 카테터 삽입술","수술건수[건]","건","17","25","24","18","20","31","23","37","22","50","102",
"광주","계","심장 카테터 삽입술","입원일수[일]","일","126","305","233","150","175","237","315","376","302","734","1097",
"광주","계","심장 카테터 삽입술","진료비[천원]","천원","94667","168332","135968","63754","68108","160401","211443","331167","364590","596869","1343578",
"광주","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","992","1008","992","678","654","565","506","453","459","338","245",
"광주","계","정맥류 결찰 및 제거수술","수술건수[건]","건","1000","1029","1008","707","683","569","512","456","465","343","249",
"광주","계","정맥류 결찰 및 제거수술","입원일수[일]","일","3714","3608","3553","2255","2423","2405","1929","1892","1670","1412","1083",
"광주","계","정맥류 결찰 및 제거수술","진료비[천원]","천원","1032476","1040934","1047150","708654","790191","786363","715825","718463","740816","590609","430757",
"광주","계","충수절제술","수술인원수[명]","명","4518","4327","4230","4121","3979","3741","3423","3441","3186","2978","2774",
"광주","계","충수절제술","수술건수[건]","건","4520","4331","4235","4161","4065","3816","3443","3452","3192","3000","2787",
"광주","계","충수절제술","입원일수[일]","일","31462","27554","25622","25367","24544","23140","21098","20894","19265","18301","17044",
"광주","계","충수절제술","진료비[천원]","천원","8983305","9269804","9825714","10103136","10109730","9989951","9823068","10413855","10451941","9930036","9441644",
"광주","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","253","297","331","299","367","409","445","454","527","736","775",
"광주","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","259","305","336","313","377","423","465","471","536","764","801",
"광주","계","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","2670","3272","3386","3515","4185","4781","5170","5525","5789","8920","7830",
"광주","계","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","2313704","2960476","2874466","3179613","4120306","5492929","6431766","6780912","8072668","14316737","14479857",
"광주","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","2379","2292","2295","2238","2731","2738","2935","3213","3129","3444","3321",
"광주","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","2380","2295","2297","2240","2737","2742","2938","3221","3135","3445","3324",
"광주","계","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","22866","19990","20802","21148","25512","25059","24939","25139","24024","26002","24970",
"광주","계","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","7655845","7129721","7884630","8952281","11270580","11421533","12619796","13827744","13940738","15985018","15589259",
"광주","계","내시경 및 경피적 담도수술","수술인원수[명]","명","1435","1476","1542","1603","1688","1731","1903","2139","2211","2382","2362",
"광주","계","내시경 및 경피적 담도수술","수술건수[건]","건","1651","1727","1777","1845","1943","2008","2209","2668","2654","2821","2849",
"광주","계","내시경 및 경피적 담도수술","입원일수[일]","일","15107","16276","16612","18686","20202","19768","21692","22770","22329","25614","25575",
"광주","계","내시경 및 경피적 담도수술","진료비[천원]","천원","5242091","5624406","5984441","7003417","8409591","9243659","11113429","14085365","14416973","17133253","17488291",
"광주","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","1216","1349","1274","1301","1286","1160","1169","1112","1002","1099","1120",
"광주","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","1234","1371","1291","1332","1319","1188","1187","1133","1010","1108","1141",
"광주","계","서혜 및 대퇴 허니아 수술","입원일수[일]","일","6730","7197","6023","6377","6327","5675","5638","5444","4783","4974","5653",
"광주","계","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","1679073","2043281","1944012","2147802","2357667","2176301","2468581","2730496","2772690","3125138","3674007",
"광주","계","경요도 전립선 절제술","수술인원수[명]","명","304","285","308","324","461","526","610","586","666","626","655",
"광주","계","경요도 전립선 절제술","수술건수[건]","건","304","288","309","327","465","528","611","593","671","628","658",
"광주","계","경요도 전립선 절제술","입원일수[일]","일","1702","2099","2578","2350","3940","3858","4430","4644","5807","5503","5524",
"광주","계","경요도 전립선 절제술","진료비[천원]","천원","399256","468362","578912","681337","1070254","1173126","1580667","1855375","2427938","2352823","2560657",
"광주","계","전립선 절제술","수술인원수[명]","명","16","19","19","20","24","32","59","67","123","118","156",
"광주","계","전립선 절제술","수술건수[건]","건","16","19","19","20","24","32","59","68","123","118","175",
"광주","계","전립선 절제술","입원일수[일]","일","195","243","233","245","317","413","835","840","1563","1552","2327",
"광주","계","전립선 절제술","진료비[천원]","천원","60394","76231","80876","102386","126935","168995","369071","451512","930385","970789","1485316",
"광주","계","자궁절제술","수술인원수[명]","명","1340","1184","1179","1151","1201","1135","1198","1084","1031","1057","1094",
"광주","계","자궁절제술","수술건수[건]","건","1344","1185","1179","1153","1203","1135","1198","1086","1032","1059","1097",
"광주","계","자궁절제술","입원일수[일]","일","10749","8943","8610","8579","8964","8414","9110","8275","7582","7892","8092",
"광주","계","자궁절제술","진료비[천원]","천원","2723553","2739439","2967847","3202058","3499783","3296818","3974967","3933700","4276745","4533446","4829882",
"광주","계","제왕절개수술","수술인원수[명]","명","5783","5415","5438","5474","5463","5052","5068","4798","4702","4675","4801",
"광주","계","제왕절개수술","수술건수[건]","건","5795","5427","5442","5475","5465","5054","5072","4801","4702","4681","4811",
"광주","계","제왕절개수술","입원일수[일]","일","44129","39382","38236","37826","37232","34924","35783","33993","34214","34381","34889",
"광주","계","제왕절개수술","진료비[천원]","천원","8257561","9139851","9474216","9930046","10479709","10369545","10947701","10988587","11363122","11537669","12088575",
"광주","계","고관절 치환술","수술인원수[명]","명","200","192","1210","1322","1319","1427","1345","1231","1139","1223","1164",
"광주","계","고관절 치환술","수술건수[건]","건","205","202","1238","1351","1351","1464","1378","1256","1159","1242","1200",
"광주","계","고관절 치환술","입원일수[일]","일","5364","5065","27243","29369","28705","31498","29757","28196","25343","25693","24878",
"광주","계","고관절 치환술","진료비[천원]","천원","1503733","1475661","8156703","9244941","9609647","11021961","10873353","11035876","10516311","11431116","11387095",
"광주","계","슬관절 치환술","수술인원수[명]","명","2061","2143","2381","2735","2932","2968","3222","3343","2894","2911","3207",
"광주","계","슬관절 치환술","수술건수[건]","건","2133","2222","2455","2810","3050","3065","3299","3434","2965","2981","3365",
"광주","계","슬관절 치환술","입원일수[일]","일","50386","49354","54721","63219","66477","66812","71342","74158","62711","64637","69800",
"광주","계","슬관절 치환술","진료비[천원]","천원","14871582","15190872","16342320","18867440","21254037","22261291","24555710","27557394","24316234","25993422","29550339",
"광주","계","유방 부분 절제술","수술인원수[명]","명","513","588","448","383","448","528","515","586","607","689","728",
"광주","계","유방 부분 절제술","수술건수[건]","건","524","601","453","386","452","534","525","607","622","701","747",
"광주","계","유방 부분 절제술","입원일수[일]","일","2750","2468","2139","1730","2053","2562","3008","2934","2911","3398","4352",
"광주","계","유방 부분 절제술","진료비[천원]","천원","530709","513027","460610","428267","521661","783282","1154285","1256449","1329937","1739874","2225907",
"광주","계","유방 전 절제술","수술인원수[명]","명","213","225","203","175","115","212","129","200","305","344","453",
"광주","계","유방 전 절제술","수술건수[건]","건","214","226","204","175","115","213","129","201","305","344","454",
"광주","계","유방 전 절제술","입원일수[일]","일","2793","3092","2751","2162","1266","2388","1709","1424","1620","1644","2572",
"광주","계","유방 전 절제술","진료비[천원]","천원","636414","690119","691466","608904","403050","773739","592844","600474","787694","878049","1232620",
"광주","계","뇌기저부 수술","수술인원수[명]","명","1","","","","-","-","-","-","","-","-",
"광주","계","뇌기저부 수술","수술건수[건]","건","1","","","","-","-","-","-","","-","-",
"광주","계","뇌기저부 수술","입원일수[일]","일","57","","","","-","-","-","-","","-","-",
"광주","계","뇌기저부 수술","진료비[천원]","천원","27455","","","","-","-","-","-","","-","-",
"광주","계","뇌종양 수술","수술인원수[명]","명","55","45","34","24","21","16","14","5","8","17","25",
"광주","계","뇌종양 수술","수술건수[건]","건","55","46","35","26","22","16","14","5","8","17","26",
"광주","계","뇌종양 수술","입원일수[일]","일","972","700","533","379","331","196","222","63","135","283","388",
"광주","계","뇌종양 수술","진료비[천원]","천원","463858","315328","263501","269880","244959","147005","185220","73296","116584","244901","433135",
"광주","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","286","275","300","243","204","200","181","200","206","254","273",
"광주","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","287","276","305","243","205","200","181","200","206","254","273",
"광주","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","3690","3238","4063","3081","2846","2597","2490","2711","2765","2947","2955",
"광주","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","1545624","1447055","1959251","1589645","1579915","1606614","1616065","1907376","2072230","2618176","2759886",
"광주","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","50","30","58","77","100","70","91","68","62","72","70",
"광주","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","50","30","58","77","102","70","92","68","62","72","70",
"광주","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","1024","526","1112","1439","1893","1209","1524","1151","1135","1177","1187",
"광주","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","478093","259488","632133","856017","1186213","851962","1216981","920806","961701","1081295","1063388",
"광주","계","간색전술","수술인원수[명]","명","691","685","622","661","746","734","831","721","637","602","568",
"광주","계","간색전술","수술건수[건]","건","931","930","853","856","978","926","1063","874","768","678","628",
"광주","계","간색전술","입원일수[일]","일","8394","8701","7353","8396","9317","9309","10506","8476","7338","6191","4936",
"광주","계","간색전술","진료비[천원]","천원","4595787","4906529","4323248","5434123","6269327","6889342","8407219","9057637","7865564","7421221","6294229",
"광주","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","1520","1597","1090","713","673","592","581","592","612","779","816",
"광주","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","1529","1608","1095","715","677","592","585","598","614","781","822",
"광주","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","12617","12612","8436","5464","4927","4406","4358","4121","4145","5006","5297",
"광주","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","3243097","3264682","2335811","1754628","1625563","1485185","1674013","1870503","1907929","2458735","2850130",
"광주","계","선천성 심장기형 수술","수술인원수[명]","명","269","246","223","","","","","","","","",
"광주","계","선천성 심장기형 수술","수술건수[건]","건","271","248","225","","","","","","","","",
"광주","계","선천성 심장기형 수술","입원일수[일]","일","4417","4163","3960","","","","","","","","",
"광주","계","선천성 심장기형 수술","진료비[천원]","천원","4764886","4815939","4923854","","","","","","","","",
"광주","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","183","188","168","166","188","384","418","384",
"광주","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","184","192","169","171","191","393","435","397",
"광주","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","3408","3622","3262","3256","3835","6250","6880","6216",
"광주","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","4813449","5322384","4890284","5473553","6880270","10224385","12570199","11000008",
"광주","계","순열 및 구개열 수술","수술인원수[명]","명","34","23","26","26","27","26","19","35","22","14","25",
"광주","계","순열 및 구개열 수술","수술건수[건]","건","38","26","27","29","29","29","20","39","22","16","26",
"광주","계","순열 및 구개열 수술","입원일수[일]","일","378","259","273","261","492","266","110","292","181","163","116",
"광주","계","순열 및 구개열 수술","진료비[천원]","천원","59405","45143","49004","57134","249284","128463","50212","172689","168330","121946","96901",
"광주","계","치핵 수술","수술인원수[명]","명","10251","9573","9118","8371","7737","7780","7062","6709","6267","5462","5651",
