"월별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"3월","편도절제술(아데노이드 적출술 유무에 상관없이)","요양급여일수[일]","일","28264","30061","26760","28484","29822","32133","32580","31439","22811","24504","24725","25195","23716","23330","20441","16131","10021",
"3월","편도절제술(아데노이드 적출술 유무에 상관없이)","진료비[천원]","천원","2066672","2304013","2013579","2351473","2566281","2782402","2738267","2720986","2511416","3136002","3264526","3395970","3355723","3763195","3708271","2975700","1920465",
"3월","편도절제술(아데노이드 적출술 유무에 상관없이)","급여비[천원]","천원","1785964","1967245","1650250","1933201","2103539","2292183","2254645","2247363","2097788","2628041","2743995","2846725","2925876","3263083","3167261","2476784","1584658",
"3월","경피적 관상동맥확장술 및 절제술","수술인원수[명]","명","369","358","452","528","572","608","552","599","684","700","675","741","703","741","606","888","792",
"3월","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","369","359","454","529","573","613","555","603","688","704","676","744","709","748","614","912","838",
"3월","경피적 관상동맥확장술 및 절제술","입원일수[일]","일","2473","2762","3106","3838","3799","4264","3616","3656","4448","4546","4169","4325","4225","4469","3773","5279","4287",
"3월","경피적 관상동맥확장술 및 절제술","요양급여일수[일]","일","7515","7296","9575","10944","10748","12241","10599","10531","12824","13418","12330","12789","12859","14342","12293","16338","14592",
"3월","경피적 관상동맥확장술 및 절제술","진료비[천원]","천원","1616957","1922458","2156406","2771827","2967026","3644009","3210572","3511555","4239161","4366307","4536877","5265175","6065434","6347926","6020078","8686846","7768968",
"3월","경피적 관상동맥확장술 및 절제술","급여비[천원]","천원","1465559","1741126","1946964","2507727","2815943","3454766","3047099","3334744","4031506","4144984","4316024","5015540","5766067","6008613","5712769","8263948","7382983",
"3월","스텐트삽입술","수술인원수[명]","명","2869","3390","3438","3906","4545","4667","4536","4584","4997","5162","5592","5940","5822","5890","5031","6650","5632",
"3월","스텐트삽입술","수술건수[건]","건","2872","3397","3446","3916","4548","4685","4557","4602","5014","5189","5624","5982","5851","5928","5074","6905","5958",
"3월","스텐트삽입술","입원일수[일]","일","19294","23131","22426","25341","27950","27858","27792","27532","28793","29400","31765","32876","31309","33003","27683","35866","28930",
"3월","스텐트삽입술","요양급여일수[일]","일","59389","69022","72632","81730","88187","92122","86153","85298","91422","93395","102738","105696","104513","110745","98338","124878","108348",
"3월","스텐트삽입술","진료비[천원]","천원","20609374","25724567","24946415","27884528","33923186","34870977","33836220","35556340","38035096","39407998","45805954","53303814","55089412","59600657","53263581","73310599","61449259",
"3월","스텐트삽입술","급여비[천원]","천원","18677269","23289809","22515045","25186079","32219606","33120788","32136658","33766243","36164970","37461255","43569430","50714019","52395096","56524352","50547158","69627954","58358160",
"3월","관상동맥 우회수술","수술인원수[명]","명","281","326","320","358","372","332","298","291","325","365","409","353","423","360","358","471","404",
"3월","관상동맥 우회수술","수술건수[건]","건","282","326","320","358","372","332","298","291","325","365","409","353","427","360","361","480","452",
"3월","관상동맥 우회수술","입원일수[일]","일","5231","6133","6057","6412","6710","6026","5309","4774","4992","5383","5963","5158","6251","6027","5539","7620","6443",
"3월","관상동맥 우회수술","요양급여일수[일]","일","7893","9414","8767","9585","10309","9013","7914","7265","8091","8269","9183","8231","10208","9227","9083","12063","10474",
"3월","관상동맥 우회수술","진료비[천원]","천원","3610149","4577553","4754405","5718079","7519892","6953618","6317455","6394870","6909609","8588881","10619315","9311695","12512468","12124819","11867857","16952483","14503351",
"3월","관상동맥 우회수술","급여비[천원]","천원","3281071","4139558","4282805","5146398","7145676","6596719","5986449","6076560","6573901","8173052","10111150","8849833","11903338","11506645","11235302","16097536","13753089",
"3월","심장 카테터 삽입술","수술인원수[명]","명","210","182","190","196","230","223","211","196","178","191","207","224","206","207","213","310","287",
"3월","심장 카테터 삽입술","수술건수[건]","건","211","182","190","196","232","223","211","196","178","191","208","224","209","207","214","313","300",
"3월","심장 카테터 삽입술","입원일수[일]","일","2069","2124","2142","2016","2282","2111","2234","1868","1499","1468","2022","2186","2367","1960","2257","3128","2863",
"3월","심장 카테터 삽입술","요양급여일수[일]","일","3636","3787","4209","3732","4363","4121","4188","4054","3672","3450","4523","4612","5113","5384","5567","7653","7351",
"3월","심장 카테터 삽입술","진료비[천원]","천원","961828","1018165","1012162","1047205","1849169","1494934","1288664","1428998","931866","1207064","1683293","1951579","2316898","2429078","3142051","4578403","4681112",
"3월","심장 카테터 삽입술","급여비[천원]","천원","896825","929332","895299","932204","1727296","1387478","1207854","1342488","865738","1121026","1576134","1802804","2150092","2212252","2906570","4264766","4356280",
"3월","정맥류 결찰 및 제거수술","수술인원수[명]","명","1255","1690","263","1613","1953","2187","1905","2281","1895","1645","1570","1476","1451","1455","1019","1364","1087",
"3월","정맥류 결찰 및 제거수술","수술건수[건]","건","1269","1718","270","1641","1984","2215","1948","2317","1932","1694","1604","1528","1468","1492","1037","1378","1121",
"3월","정맥류 결찰 및 제거수술","입원일수[일]","일","3932","4825","1085","4138","5153","5490","4850","5381","4657","4091","3572","3590","3382","3286","2297","3012","2344",
"3월","정맥류 결찰 및 제거수술","요양급여일수[일]","일","10797","12349","2089","10461","12650","13983","12930","15861","13619","12535","11871","12743","11273","12065","8232","12049","9069",
"3월","정맥류 결찰 및 제거수술","진료비[천원]","천원","1012129","1348021","167709","1300748","1804558","2041336","1822587","2189517","1905480","1731857","1642244","1822870","1711871","1915553","1437852","1958137","1605313",
"3월","정맥류 결찰 및 제거수술","급여비[천원]","천원","813663","1082651","133531","1043925","1443140","1630934","1460721","1751988","1527376","1387982","1317081","1463653","1372771","1543980","1147659","1567291","1289144",
"3월","충수절제술","수술인원수[명]","명","8463","8934","8304","8933","8991","8403","8544","8285","7815","7785","7477","7033","6672","6812","5926","6415","5886",
"3월","충수절제술","수술건수[건]","건","8463","8938","8308","8938","9003","8433","8554","8289","7822","7832","7730","7617","7288","6845","6001","6802","6355",
"3월","충수절제술","입원일수[일]","일","55332","58470","53130","58596","57295","53952","54180","50326","42221","41976","40500","39512","38131","35164","31150","34009","31084",
"3월","충수절제술","요양급여일수[일]","일","85465","90073","82569","92522","91552","87380","88750","82990","67830","67798","66244","64388","63018","60213","54176","59219","55955",
"3월","충수절제술","진료비[천원]","천원","9525484","11812719","11675254","14190592","16552849","16793093","17757844","18600395","18980985","20023244","19838416","19559543","20077030","22017255","20555756","22755921","21348825",
"3월","충수절제술","급여비[천원]","천원","7659719","9426224","9203630","11215438","13106358","13297943","14039471","14789729","15400590","16246309","16108096","15884962","16732092","18269495","16929589","18790572","17611650",
"3월","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","491","573","448","488","405","410","671","748","870","879","1072","1090","1069","1051","1066","1545","1478",
"3월","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","493","579","449","494","407","412","684","761","889","896","1111","1119","1098","1065","1093","1619","1586",
"3월","심박조율장치의 삽입,교체,제거 및 교정","입원일수[일]","일","7315","8642","6817","6663","4038","4418","7595","8719","10002","9893","11498","11322","11255","11910","11713","16168","15404",
"3월","심박조율장치의 삽입,교체,제거 및 교정","요양급여일수[일]","일","12046","13999","10895","11318","7520","8145","13739","15306","17601","18050","20812","21036","21602","23011","22430","32401","31042",
"3월","심박조율장치의 삽입,교체,제거 및 교정","진료비[천원]","천원","5008357","6682808","5411568","6228094","3539183","3575520","7288853","8605008","10269322","11752625","15282837","15801504","17507706","18511746","19693124","30142660","28715442",
"3월","심박조율장치의 삽입,교체,제거 및 교정","급여비[천원]","천원","4586965","6059648","4892766","5695965","3335774","3387090","6864529","8145408","9718120","11136597","14485601","14991825","16591451","17454409","18599610","28531315","27092360",
"3월","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","2575","2830","2995","3974","4410","4684","4637","4693","4833","5492","5948","5762","6372","6547","6030","7594","6617",
"3월","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","2576","2832","2996","3976","4414","4686","4653","4703","4839","5504","5958","5773","6382","6570","6088","7849","7009",
"3월","담낭절제술(복강경적 담낭절제술 포함)","입원일수[일]","일","26673","28448","28450","40280","42268","42075","40414","41069","39987","44719","47246","42896","47082","47177","44151","51367","43909",
"3월","담낭절제술(복강경적 담낭절제술 포함)","요양급여일수[일]","일","46953","52325","54804","77113","84405","87903","82748","80371","81375","93254","102667","100421","108506","111109","103387","127225","112078",
"3월","담낭절제술(복강경적 담낭절제술 포함)","진료비[천원]","천원","5869606","8484922","8771440","13714674","15945187","16516452","16207134","16800985","16986522","21988715","24825156","24704253","29539681","32266322","32719258","39268292","35169763",
"3월","담낭절제술(복강경적 담낭절제술 포함)","급여비[천원]","천원","4731562","6848916","7009932","11235239","13216784","13628628","13468816","13928347","14130851","18243814","20615110","20413958","24455293","26498917","26939145","32075178","28837984",
"3월","내시경 및 경피적 담도수술","수술인원수[명]","명","1406","1603","1732","2155","2461","2637","2610","2863","3054","3342","3588","3760","4111","4332","4306","6168","5550",
"3월","내시경 및 경피적 담도수술","수술건수[건]","건","1422","1622","1753","2182","2486","2682","2668","2922","3120","3430","3677","3864","4227","4443","4449","6735","6078",
"3월","내시경 및 경피적 담도수술","입원일수[일]","일","20244","22431","23784","26665","30324","30670","30239","31925","33033","34610","38107","36959","41640","43138","42402","66686","55439",
"3월","내시경 및 경피적 담도수술","요양급여일수[일]","일","35086","40344","44450","52302","60235","61189","58303","62167","66584","72683","76972","78924","87553","94767","97725","144178","124061",
"3월","내시경 및 경피적 담도수술","진료비[천원]","천원","5142932","6468157","7251250","8912175","11041428","11720094","11341841","12497239","13245493","15111207","17521014","19752431","23057635","27470443","30135386","47636110","41292179",
"3월","내시경 및 경피적 담도수술","급여비[천원]","천원","4285534","5384940","6039906","7410729","9491224","10009832","9656099","10661883","11409334","13001421","15040368","17000633","19884455","23491025","25876933","41207549","35768151",
"3월","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","2787","2869","2796","2867","3036","3005","2824","2845","2802","3149","3140","2824","2941","2867","2133","3003","2446",
"3월","서혜 및 대퇴 허니아 수술","수술건수[건]","건","2792","2875","2801","2868","3037","3007","2841","2850","2814","3172","3228","3171","3306","2873","2153","3042","2501",
"3월","서혜 및 대퇴 허니아 수술","입원일수[일]","일","14548","15947","14361","15261","14373","13711","12846","12606","10956","11933","12147","11232","11354","10012","8270","10014","8823",
"3월","서혜 및 대퇴 허니아 수술","요양급여일수[일]","일","25672","28085","26252","27976","27594","26758","24740","24908","20782","23553","24436","22275","23420","21641","16829","22260","19142",
"3월","서혜 및 대퇴 허니아 수술","진료비[천원]","천원","2648008","3098383","3093500","3460383","3678633","3836779","3778450","4102070","4224722","5157122","5723471","5398430","6004246","6290076","6197058","7689989","7212738",
"3월","서혜 및 대퇴 허니아 수술","급여비[천원]","천원","2290778","2635461","2550499","2888135","3047485","3182792","3158284","3452935","3576747","4347745","4867888","4592686","5150177","5368144","5328344","6491866","6180895",
"3월","경요도 전립선 절제술","수술인원수[명]","명","464","467","512","566","709","690","891","951","1019","952","1032","1005","1033","1094","873","1149","968",
"3월","경요도 전립선 절제술","수술건수[건]","건","465","467","513","566","709","690","894","956","1023","959","1037","1009","1036","1099","875","1159","1008",
"3월","경요도 전립선 절제술","입원일수[일]","일","4549","4024","4297","4578","5503","4676","5258","6030","6155","5852","6479","6323","6087","6852","5536","6850","4930",
"3월","경요도 전립선 절제술","요양급여일수[일]","일","8790","8216","8735","8784","11187","10083","11928","13343","13691","13284","13716","13794","13334","15421","12395","15983","11841",
"3월","경요도 전립선 절제술","진료비[천원]","천원","782291","786904","893823","974203","1189181","1103319","1335998","1528617","1617916","1838376","2227573","2208432","2565166","3188511","3094458","3889150","3289116",
"3월","경요도 전립선 절제술","급여비[천원]","천원","646690","642191","721094","797776","979976","906395","1088751","1256069","1339394","1513697","1828605","1829456","2122162","2631961","2599720","3215992","2715440",
"3월","전립선 절제술","수술인원수[명]","명","208","236","236","294","332","302","211","235","240","199","205","201","178","189","211","150","86",
"3월","전립선 절제술","수술건수[건]","건","208","236","236","295","332","302","212","235","242","199","205","201","178","191","212","152","98",
"3월","전립선 절제술","입원일수[일]","일","2300","2685","2517","2937","2819","2877","2656","3018","2891","2226","2428","2234","2147","2152","2499","1639","938",
"3월","전립선 절제술","요양급여일수[일]","일","4228","5035","4241","5007","5678","5583","4619","5057","5014","3939","4040","3961","3652","3672","4265","2958","1639",
"3월","전립선 절제술","진료비[천원]","천원","519290","708301","688795","871677","923349","910805","891432","1014579","981643","912755","982380","1035094","1113258","1213892","1721821","1202784","724381",
"3월","전립선 절제술","급여비[천원]","천원","456710","622650","602084","766907","849302","843174","835209","948688","917702","856126","918061","972328","1046763","1135451","1612769","1122807","677854",
"3월","자궁절제술","수술인원수[명]","명","8025","8030","8088","8517","9175","4680","3920","3839","3522","3904","4005","3398","3405","3431","2996","3703","2981",
"3월","자궁절제술","수술건수[건]","건","8032","8041","8097","8522","9183","4681","3927","3840","3531","3910","4097","3600","3607","3436","3017","3816","3069",
"3월","자궁절제술","입원일수[일]","일","62343","62110","61712","64743","68330","40156","33446","32312","27303","30275","30958","26102","25876","24118","21714","25303","20474",
"3월","자궁절제술","요양급여일수[일]","일","112832","111581","112002","116590","124671","75708","62174","59732","45212","50982","53856","45348","45964","45640","42594","48634","40707",
"3월","자궁절제술","진료비[천원]","천원","11627216","14035404","14738492","16305799","18175445","11257803","9976724","10577556","10887506","13388136","14408691","13126014","14158253","15300006","16302054","19614907","16254466",
"3월","자궁절제술","급여비[천원]","천원","9469790","11395404","11907843","13200126","14871128","9437608","8388562","8928925","9243312","11409963","12343575","11298190","12177482","13019370","13984629","16730369","13878559",
"3월","제왕절개수술","수술인원수[명]","명","12389","14207","14010","13969","14432","15388","15460","13937","14223","15567","15910","14346","13682","13349","12785","13379","13988",
"3월","제왕절개수술","수술건수[건]","건","12394","14229","14016","13973","14439","15391","15465","13941","14233","15577","15950","14600","14011","13354","12803","13448","14217",
"3월","제왕절개수술","입원일수[일]","일","87528","99956","98624","97678","100723","106066","106196","94208","91946","100180","101533","92791","88645","83878","79522","83552","85073",
"3월","제왕절개수술","요양급여일수[일]","일","137641","157071","158116","158614","164483","177635","171745","133280","121530","134969","135522","124455","118043","115357","109723","117365","127383",
"3월","제왕절개수술","진료비[천원]","천원","12178196","15377584","15363747","16062425","17128602","18795779","19746066","22166920","23913273","27544924","29152298","28782491","28771568","30145128","29813468","32262327","35434169",
"3월","제왕절개수술","급여비[천원]","천원","10009758","12583839","12297334","12863822","13733336","15018616","15701466","17555896","19025462","21921503","23165922","26877866","26891869","28082261","27657729","29953078","33010461",
"3월","고관절 치환술","수술인원수[명]","명","613","743","689","795","850","847","823","874","2312","2514","2543","2501","2434","2502","2473","2817","2749",
"3월","고관절 치환술","수술건수[건]","건","616","745","690","795","851","850","825","875","2318","2521","2553","2539","2438","2533","2542","2979","2957",
"3월","고관절 치환술","입원일수[일]","일","14516","17377","14930","15896","17440","16710","15575","16340","52233","54367","54533","49365","46700","50770","48776","54946","50030",
"3월","고관절 치환술","요양급여일수[일]","일","23537","29604","26499","29648","32971","32163","30994","31201","86894","90474","92982","86085","85648","92455","91835","107960","97591",
"3월","고관절 치환술","진료비[천원]","천원","4466419","5700653","5198792","5809003","6597926","6433723","5959969","6541637","16403709","17754372","19030172","19151182","19204050","22459249","23883516","28436879","26186875",
"3월","고관절 치환술","급여비[천원]","천원","3710991","4718550","4239922","4713546","5439363","5276482","4888368","5333365","13435665","14466190","15654874","15743541","15722021","18343660","19472482","23284670","21307584",
"3월","슬관절 치환술","수술인원수[명]","명","2822","3696","3975","4557","5539","5309","5219","5464","5364","6239","6948","6530","6639","7135","4187","8082","6464",
"3월","슬관절 치환술","수술건수[건]","건","2829","3702","3986","4577","5562","5338","5262","5515","5417","6333","7021","6663","6712","7202","4254","8293","6857",
"3월","슬관절 치환술","입원일수[일]","일","66433","86669","90848","104763","122356","121806","120509","125868","122899","140200","153217","141665","134428","156188","88168","172230","130033",
"3월","슬관절 치환술","요양급여일수[일]","일","113704","144447","153403","175756","207988","203283","201206","210880","210981","241925","266585","245818","230730","280688","166322","320941","244971",
"3월","슬관절 치환술","진료비[천원]","천원","18984411","26488650","28256764","32697000","42567646","40895576","38814133","41788476","39769052","45228242","53164516","52539724","54461543","65244114","39856616","79558505","62912424",
"3월","슬관절 치환술","급여비[천원]","천원","15692550","21674961","22864369","26524521","34453517","33099617","31384085","33726518","32163973","36557987","42965833","42449572","44068741","52643552","32066580","64008774","50685427",
"3월","유방 부분 절제술","수술인원수[명]","명","831","900","1034","543","1607","1705","1585","1608","1602","1709","1896","1673","2907","2914","3135","3613","3489",
"3월","유방 부분 절제술","수술건수[건]","건","832","900","1036","548","1626","1712","1592","1621","1617","1732","1946","1685","2953","2957","3196","3695","3582",
"3월","유방 부분 절제술","입원일수[일]","일","11475","11658","12193","3402","7326","8139","7158","6761","6636","7270","8599","6305","14823","14255","14425","16426","14842",
"3월","유방 부분 절제술","요양급여일수[일]","일","17199","17790","18869","6337","15213","16665","14336","14389","14092","15457","17412","13989","30830","30647","33180","37575","33415",
"3월","유방 부분 절제술","진료비[천원]","천원","2203712","2562193","2885994","879413","1881105","2140947","1919012","1976788","2046864","2493682","2984418","2451156","8893763","9603862","11544381","13469661","13755367",
"3월","유방 부분 절제술","급여비[천원]","천원","1987463","2291564","2552090","761098","1631834","1872028","1675373","1724998","1803727","2200333","2651454","2146498","8218879","8721176","10542569","12285739","12610562",
"3월","유방 전 절제술","수술인원수[명]","명","1385","1447","1513","2144","1194","1324","1364","1493","1748","1900","2237","2279","1066","1281","1636","1709","1789",
"3월","유방 전 절제술","수술건수[건]","건","1392","1459","1520","2170","1195","1325","1372","1498","1752","1909","2240","2288","1067","1285","1642","1724","1802",
"3월","유방 전 절제술","입원일수[일]","일","7099","7629","7705","17635","13737","14437","14111","14089","15681","16127","18782","18692","9247","10433","10455","11479","9597",
"3월","유방 전 절제술","요양급여일수[일]","일","14081","14699","15175","29727","21285","22790","22697","23627","27059","28489","33072","34876","16830","19886","19187","22105","17395",
"3월","유방 전 절제술","진료비[천원]","천원","1227784","1483319","1610989","4235072","3891294","4360311","4409863","4699389","5619856","6939974","7712972","9243228","4909354","6184455","7045248","8064217","7496691",
"3월","유방 전 절제술","급여비[천원]","천원","1043893","1262709","1364320","3706891","3630052","4076988","4115836","4381949","5251256","6505482","7215032","8672980","4569798","5628873","6370956","7333092","6776814",
"3월","뇌기저부 수술","수술인원수[명]","명","49","27","31","46","40","36","36","23","37","29","39","34","23","34","48","39","40",
"3월","뇌기저부 수술","수술건수[건]","건","49","27","31","46","40","36","36","23","37","29","39","34","23","34","48","39","41",
"3월","뇌기저부 수술","입원일수[일]","일","1206","605","791","1123","865","810","676","435","805","727","861","708","333","665","1012","766","583",
"3월","뇌기저부 수술","요양급여일수[일]","일","2196","949","1538","2202","1495","1356","1237","640","1359","1304","1419","1253","880","1272","2145","1579","1450",
"3월","뇌기저부 수술","진료비[천원]","천원","509122","272109","386833","549106","462071","421835","377439","267758","416451","476273","637364","591559","313583","639883","1085366","904785","758248",
"3월","뇌기저부 수술","급여비[천원]","천원","468287","245360","346029","493697","434503","394208","356494","252203","390442","448684","602348","557294","296020","593005","1009635","835022","704523",
"3월","뇌종양 수술","수술인원수[명]","명","412","437","440","489","517","586","548","532","593","661","710","685","445","500","494","735","653",
"3월","뇌종양 수술","수술건수[건]","건","413","437","441","491","519","591","549","533","594","661","713","688","445","503","495","749","673",
"3월","뇌종양 수술","입원일수[일]","일","8248","9825","8561","9540","9792","10680","9725","9392","10898","11145","11979","11030","8046","9260","8526","11528","9523",
"3월","뇌종양 수술","요양급여일수[일]","일","14285","16417","16076","17333","17618","19340","17608","17728","20029","21294","22277","21331","15103","18425","17738","25645","21037",
"3월","뇌종양 수술","진료비[천원]","천원","2764569","3670982","3340251","4092764","4616605","5127653","4991799","4801162","5651217","7146268","8354624","8227785","6618428","8426315","8399959","12134250","10798703",
"3월","뇌종양 수술","급여비[천원]","천원","2434987","3251396","2882159","3564251","4293520","4773595","4643774","4477607","5265945","6680765","7824483","7686823","6250280","7844325","7817595","11238827","10023313",
"3월","위 절제술","수술인원수[명]","명","1497","1554","1540","1737","1770","1817","1693","1582","1584","1566","1719","1548","1527","1563","1511","1534","1336",
"3월","위 절제술","수술건수[건]","건","1497","1557","1554","1738","1772","1819","1697","1587","1585","1567","1719","1562","1528","1567","1523","1557","1373",
"3월","위 절제술","입원일수[일]","일","25980","27439","25035","27645","27422","26325","23975","22004","21326","21028","22193","19924","19289","19390","18664","18777","14835",
"3월","위 절제술","요양급여일수[일]","일","42592","42053","41024","45698","46743","47213","42854","41029","39119","38207","41777","37008","37075","37616","38164","38004","31776",
"3월","위 절제술","진료비[천원]","천원","6455520","8653038","8436649","9793122","10751134","11061177","10049977","9707481","9908249","11696466","13799860","13778519","14652431","16047643","17029470","17850625","15178244",
"3월","위 절제술","급여비[천원]","천원","5815259","7768321","7551565","8735282","10068673","10364773","9407237","9097115","9297637","10944959","12953874","12920222","13761183","14843787","15757434","16542133","14105799",
"3월","간 부분 절제술","수술인원수[명]","명","340","394","504","493","545","600","599","583","652","664","707","668","660","722","737","761","637",
"3월","간 부분 절제술","수술건수[건]","건","342","394","504","493","545","600","599","583","653","664","707","669","661","727","740","783","663",
"3월","간 부분 절제술","입원일수[일]","일","7518","9140","10403","10427","10794","11643","10595","10343","11232","10950","11910","10058","9900","11457","10946","10906","8573",
"3월","간 부분 절제술","요양급여일수[일]","일","11912","13687","17099","16879","18695","20268","18673","17834","20529","20734","21748","19551","21071","21922","22343","23245","18462",
"3월","간 부분 절제술","진료비[천원]","천원","2265116","3183291","3788001","4081041","4783457","5370352","5058061","5191954","5609451","6693408","7647627","7116786","7714549","10172193","10757032","11040827","9226512",
"3월","간 부분 절제술","급여비[천원]","천원","2000547","2816151","3320288","3592348","4416584","4973273","4688542","4814362","5208087","6228646","7151843","6637103","7194968","9341352","9965181","10214166","8527982",
"3월","간색전술","수술인원수[명]","명","2631","2733","2882","3081","3120","3337","3130","3156","3175","3330","3503","3383","3268","3334","3132","3444","2912",
"3월","간색전술","수술건수[건]","건","2639","2747","2890","3095","3135","3350","3142","3168","3199","3359","3538","3409","3296","3350","3165","3567","3020",
"3월","간색전술","입원일수[일]","일","23241","23781","24983","26696","26922","28591","27688","26962","26653","27238","28979","28219","27010","27862","27715","31016","24174",
"3월","간색전술","요양급여일수[일]","일","69492","74619","78414","82511","85282","90041","84973","81395","78297","82455","88034","82055","84168","83474","79959","84672","72719",
"3월","간색전술","진료비[천원]","천원","7549934","8769988","10292237","13097967","13516743","14804648","14924715","15634195","15860807","18298820","20560629","24229250","23508133","27627004","28597584","33349179","28195507",
"3월","간색전술","급여비[천원]","천원","6670140","7769555","9053604","11588658","12372060","13526414","13667395","14256498","14510347","16744277","18827715","22191064","21554088","25074253","26058153","30320546","25598049",
"3월","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","1913","2307","2766","3612","3449","4164","4126","4123","3931","2678","2807","2370","2419","2798","2911","3481","2947",
"3월","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","1921","2311","2771","3621","3466","4176","4140","4137","3945","2688","2816","2378","2424","2818","2934","3545","3021",
"3월","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","14815","18346","20333","25427","24185","27332","27017","27056","25102","16675","16972","14030","14115","15967","15962","18963","15062",
"3월","갑상선 수술(기타 질환에 의한 수술 포함)","요양급여일수[일]","일","37646","44698","55279","67807","66932","79164","79664","81395","76640","51609","51072","40856","41885","49781","49718","58598","50672",
"3월","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","2942759","4001794","4815772","6523031","6954709","8255789","8292826","8568811","8172605","6877983","7139544","6378153","7260600","9338774","10442086","12570856","10894092",
"3월","갑상선 수술(기타 질환에 의한 수술 포함)","급여비[천원]","천원","2567951","3488670","4159059","5684304","6358694","7569039","7619759","7888698","7542511","6375495","6607359","5902782","6754960","8493342","9491692","11458612","9959428",
"3월","선천성 심장기형 수술","수술인원수[명]","명","576","583","591","640","713","1047","724","751","","","","","","","","","",
"3월","선천성 심장기형 수술","수술건수[건]","건","579","584","593","643","716","1057","728","752","","","","","","","","","",
"3월","선천성 심장기형 수술","입원일수[일]","일","10030","10583","11292","11633","13371","16484","12284","12751","","","","","","","","","",
"3월","선천성 심장기형 수술","요양급여일수[일]","일","14831","15909","16758","17031","18994","25141","18597","18226","","","","","","","","","",
"3월","선천성 심장기형 수술","진료비[천원]","천원","6543619","7311022","8139649","9124998","13180551","16788321","13621242","15304441","","","","","","","","","",
"3월","선천성 심장기형 수술","급여비[천원]","천원","6122515","6812476","7426710","8309386","12554854","16000440","12994395","14659212","","","","","","","","","",
"3월","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","629","671","712","670","672","655","806","892","791",
"3월","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","629","675","713","672","674","656","816","918","865",
"3월","심장수술(관상동맥 우회수술 제외)","입원일수[일]","일","","","","","","","","","10766","10774","11894","10305","11461","11085","13725","14971","12888",
"3월","심장수술(관상동맥 우회수술 제외)","요양급여일수[일]","일","","","","","","","","","15274","15757","17327","15077","16594","16832","21195","22919","20758",
"3월","심장수술(관상동맥 우회수술 제외)","진료비[천원]","천원","","","","","","","","","13032311","16340928","19599016","18817244","21370190","23271961","27434777","32295319","28791832",
"3월","심장수술(관상동맥 우회수술 제외)","급여비[천원]","천원","","","","","","","","","12485853","15654810","18767936","18039144","20465254","22161402","26145944","30795667","27382667",
"3월","순열 및 구개열 수술","수술인원수[명]","명","36","29","32","98","100","89","86","74","99","102","95","108","75","76","70","99","89",
"3월","순열 및 구개열 수술","수술건수[건]","건","36","29","32","98","100","90","86","74","99","102","95","108","76","76","72","100","89",
"3월","순열 및 구개열 수술","입원일수[일]","일","253","184","194","751","624","591","546","456","590","577","578","606","388","399","364","505","374",
"3월","순열 및 구개열 수술","요양급여일수[일]","일","409","333","344","1244","1108","1087","974","826","1108","1091","1021","1097","776","801","751","987","716",
"3월","순열 및 구개열 수술","진료비[천원]","천원","35749","29396","33609","126230","118283","121514","122460","97717","134783","172863","195979","207438","169237","249671","256829","497531","318792",
"3월","순열 및 구개열 수술","급여비[천원]","천원","35082","28736","30364","112581","104470","106667","111059","87361","119963","154020","177951","184319","157864","222427","232778","464767","290851",
"3월","치핵 수술","수술인원수[명]","명","23802","24769","23045","23981","24579","21103","20724","18810","17215","17168","17207","16482","15366","14046","13362","14117","12349",
"3월","치핵 수술","수술건수[건]","건","23906","24882","23138","24050","24642","21146","20766","18850","17244","17228","17922","17398","16165","14093","13382","14169","12406",
"3월","치핵 수술","입원일수[일]","일","84320","87012","81434","84012","85540","73707","70199","59788","51913","50979","51565","48260","44254","37480","34776","35909","29560",
"3월","치핵 수술","요양급여일수[일]","일","125069","131442","122421","127502","131001","113577","108425","94603","82771","80707","81627","76480","70677","61208","57148","61272","52965",
"3월","치핵 수술","진료비[천원]","천원","15402512","16933559","15897956","16868878","19382686","17435934","17547769","16467742","15263690","16043700","16431444","16324078","15939609","15675904","15385157","16446892","14537802",
"3월","치핵 수술","급여비[천원]","천원","12548680","13752393","12785210","13600088","15642090","14092896","14217985","13410139","12442604","13085163","13429543","13355921","13058099","12830941","12276700","13153029","11648494",
"3월","내시경하 척추수술","수술인원수[명]","명","507","334","211","136","119","138","118","109","123","136","134","328","597","591","637","963","1173",
"3월","내시경하 척추수술","수술건수[건]","건","508","334","211","136","119","139","119","109","123","138","138","329","599","594","644","972","1183",
