Gender,Monthly,Donation Source,Category,Unit,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,month
Men+Women,August,Gyeongnam,Donation Count,Unit,7549.0,7540.0,6363.0,8310.0,9024.0,9913,8388.0,9595.0,10769.0,12862.0,10511.0,10551.0,10208.0,11310.0,12704.0,11458.0,9803.0,10150.0,11026.0,8
Men+Women,August,Gyeongnam,Composition Rate[%],%,7.5,7.3,6.9,8.1,7.9,8.3,7.3,8.0,8.0,9.0,7.7,8.3,7.8,8.4,9.6,8.7,7.9,8.2,8.5,8
Men+Women,August,Jeju,Donation Count,Unit,2842.0,3532.0,2679.0,2914.0,3227.0,3270,3165.0,2483.0,3331.0,3363.0,3324.0,2729.0,3316.0,2824.0,2940.0,3352.0,3259.0,3572.0,4056.0,8
Men+Women,August,Jeju,Composition Rate[%],%,9.0,11.9,9.7,9.0,8.7,8.5,9.2,7.8,9.7,9.0,8.2,7.6,8.8,8.2,8.2,8.0,7.8,8.6,8.6,8
Men+Women,August,Outside of Korean Red Cross,Donation Count,Unit,3080.0,4056.0,3915.0,5223.0,7771.0,11637,13130.0,13592.0,16488.0,17448.0,17274.0,17866.0,18433.0,15782.0,16271.0,14588.0,15062.0,15496.0,19124.0,8
Men+Women,August,Outside of Korean Red Cross,Composition Rate[%],%,6.1,7.8,6.6,6.4,7.2,7.8,7.8,7.5,8.0,8.4,8.2,8.1,8.6,7.8,9.2,8.3,8.5,7.6,8.1,8
Men+Women,September,Total,Donation Count,Unit,190581.0,184017.0,140649.0,200401.0,209699.0,211664,210710.0,211913.0,217687.0,238356.0,249808.0,218522.0,246422.0,228858.0,212622.0,215954.0,206859.0,231658.0,221477.0,9
Men+Women,September,Total,Composition Rate[%],%,8.4,8.0,6.7,8.5,8.2,7.9,8.1,7.8,7.5,7.8,8.1,7.6,8.4,7.9,7.6,8.3,7.9,8.7,8.0,9
Men+Women,September,Korean Red Cross,Donation Count,Unit,186179.0,178004.0,134096.0,193013.0,200633.0,198668,197882.0,198655.0,203084.0,223733.0,232675.0,202890.0,228882.0,212804.0,199670.0,202770.0,193734.0,215164.0,204219.0,9
Men+Women,September,Korean Red Cross,Composition Rate[%],%,8.4,7.9,6.6,8.5,8.1,7.9,8.1,7.8,7.5,7.9,8.1,7.7,8.4,7.9,7.6,8.3,8.0,8.8,8.0,9
Men+Women,September,Central Seoul,Donation Count,Unit,16137.0,16191.0,11818.0,17019.0,17272.0,22194,,,,,,,,20296.0,17480.0,17119.0,17517.0,18876.0,18155.0,9
Men+Women,September,Central Seoul,Composition Rate[%],%,7.7,7.3,6.3,8.2,8.3,8.8,,,,,,,,7.6,7.0,7.7,8.1,8.4,7.7,9
Men+Women,September,Western Seoul,Donation Count,Unit,11320.0,9743.0,9921.0,15335.0,16848.0,-,20978.0,19903.0,21906.0,24905.0,25199.0,19758.0,21456.0,,,,,,,9
Men+Women,September,Western Seoul,Composition Rate[%],%,8.5,7.0,6.4,9.0,8.1,-,7.7,7.0,7.2,7.4,7.6,6.8,7.7,,,,,,,9
Men+Women,September,Southern Seoul,Donation Count,Unit,13078.0,13989.0,10018.0,13837.0,16964.0,16496,17319.0,17877.0,18307.0,16713.0,17654.0,17989.0,19080.0,17833.0,15224.0,14458.0,13364.0,15759.0,15529.0,9
Men+Women,September,Southern Seoul,Composition Rate[%],%,7.2,7.4,5.8,7.4,8.0,7.5,7.9,7.8,7.8,7.3,7.9,7.9,7.7,7.7,7.1,7.6,7.6,8.7,7.9,9
Men+Women,September,Eastern Seoul,Donation Count,Unit,15791.0,16512.0,11790.0,15772.0,15955.0,20569,20638.0,20177.0,21928.0,25301.0,24913.0,19111.0,22008.0,21509.0,18848.0,18038.0,17852.0,20659.0,20510.0,9
Men+Women,September,Eastern Seoul,Composition Rate[%],%,8.1,8.2,6.5,8.0,8.3,8.3,7.8,7.3,7.4,8.0,8.3,7.0,7.9,7.7,7.3,7.8,7.7,8.7,8.0,9
Men+Women,September,Busan,Donation Count,Unit,18117.0,17539.0,14327.0,17873.0,19130.0,18820,18233.0,17138.0,16224.0,18991.0,19120.0,15355.0,18991.0,17877.0,16299.0,15982.0,15153.0,17947.0,16622.0,9
Men+Women,September,Busan,Composition Rate[%],%,8.5,8.3,7.6,8.5,8.8,8.1,8.4,7.8,7.0,8.1,8.0,7.5,8.8,8.0,7.6,8.1,7.8,8.8,8.1,9
Men+Women,September,Daegu/Gyeongbuk,Donation Count,Unit,16896.0,14554.0,9823.0,16253.0,17224.0,16970,16133.0,18725.0,20089.0,21139.0,20717.0,19486.0,21324.0,19282.0,17517.0,17387.0,18859.0,19595.0,18581.0,9
Men+Women,September,Daegu/Gyeongbuk,Composition Rate[%],%,8.7,7.7,6.2,8.6,8.0,8,7.6,8.3,8.2,8.0,8.0,8.2,8.9,7.8,7.5,8.9,8.4,8.7,8.1,9
Men+Women,September,Incheon,Donation Count,Unit,10752.0,9326.0,6188.0,10799.0,9979.0,13188,13816.0,13828.0,12533.0,13978.0,14669.0,12600.0,13273.0,12560.0,12537.0,13917.0,13321.0,13787.0,13885.0,9
Men+Women,September,Incheon,Composition Rate[%],%,8.3,7.7,5.6,8.9,7.6,8.5,7.9,8.0,7.0,7.5,8.1,7.8,8.1,8.0,7.9,8.4,8.0,8.1,7.9,9
Men+Women,September,Ulsan,Donation Count,Unit,6813.0,6705.0,4417.0,5829.0,6030.0,6247,5988.0,6407.0,5264.0,6863.0,7529.0,7065.0,7650.0,7368.0,7156.0,7000.0,6569.0,7578.0,8169.0,9
Men+Women,September,Ulsan,Composition Rate[%],%,8.7,8.2,6.8,8.2,8.2,8.4,8.1,8.1,6.5,7.7,8.0,8.1,8.9,8.5,7.8,8.5,7.9,8.7,8.2,9
Men+Women,September,Gyeonggi,Donation Count,Unit,11783.0,10431.0,8027.0,12118.0,12569.0,13530,13736.0,12490.0,13747.0,17274.0,17843.0,16640.0,17689.0,15584.0,15362.0,19236.0,17717.0,18259.0,17561.0,9
Men+Women,September,Gyeonggi,Composition Rate[%],%,8.5,7.4,6.2,8.6,7.6,7.9,7.8,7.1,7.2,8.4,8.2,8.1,8.4,7.6,7.3,8.5,7.8,8.4,7.8,9
Men+Women,September,Gangwon,Donation Count,Unit,6940.0,5983.0,4089.0,6428.0,6380.0,7292,8271.0,9161.0,8465.0,10218.0,12537.0,11748.0,14334.0,12521.0,12661.0,11969.0,11230.0,11728.0,11130.0,9
Men+Women,September,Gangwon,Composition Rate[%],%,8.3,7.8,6.3,8.8,8.0,8.7,9.0,8.5,7.0,8.0,8.4,7.8,9.2,7.8,8.2,8.5,8.4,9.4,8.4,9
Men+Women,September,Chungbuk,Donation Count,Unit,6232.0,7123.0,5324.0,7992.0,8604.0,7842,7377.0,9042.0,7975.0,7550.0,8660.0,7233.0,8559.0,7175.0,7583.0,7328.0,6954.0,8008.0,7135.0,9
Men+Women,September,Chungbuk,Composition Rate[%],%,8.1,9.0,7.3,9.4,8.7,7.7,8.1,9.0,8.1,7.5,8.7,8.1,8.9,7.6,8.0,8.5,8.2,9.6,8.4,9
Men+Women,September,Daejeon/Chungnam,Donation Count,Unit,13936.0,12350.0,10146.0,15017.0,14436.0,16119,15309.0,16943.0,17350.0,18534.0,20262.0,18653.0,21002.0,20029.0,20203.0,20123.0,18807.0,21288.0,18448.0,9
Men+Women,September,Daejeon/Chungnam,Composition Rate[%],%,8.6,8.4,6.9,8.7,7.9,8.4,8.1,8.2,7.7,8.0,8.1,7.9,8.7,8.1,8.1,8.4,8.1,9.0,7.9,9
Men+Women,September,Jeonbuk,Donation Count,Unit,11533.0,10502.0,7108.0,10121.0,11357.0,10359,10480.0,11242.0,10355.0,9992.0,11879.0,9439.0,9759.0,9303.0,8334.0,9998.0,8310.0,8639.0,8341.0,9
Men+Women,September,Jeonbuk,Composition Rate[%],%,9.5,8.9,7.2,9.4,9.4,8.3,8.4,8.8,7.9,8.0,9.2,8.1,8.5,8.6,7.7,9.7,8.1,8.9,8.3,9
Men+Women,September,Jeonnam,Donation Count,Unit,14196.0,16404.0,12633.0,16433.0,15611.0,16110,16907.0,14641.0,15731.0,18634.0,17755.0,15772.0,19438.0,18067.0,17923.0,15316.0,14837.0,19046.0,15269.0,9
Men+Women,September,Jeonnam,Composition Rate[%],%,8.1,8.2,7.1,8.4,7.7,8.1,8.8,7.9,7.6,8.6,8.0,7.8,8.8,8.7,8.7,8.4,8.0,10.0,8.1,9
Men+Women,September,Gyeongnam,Donation Count,Unit,9903.0,8440.0,6315.0,9361.0,9125.0,9928,9726.0,8562.0,10383.0,10473.0,10576.0,9119.0,11170.0,10631.0,9804.0,11262.0,9733.0,10308.0,10827.0,9
Men+Women,September,Gyeongnam,Composition Rate[%],%,9.8,8.2,6.9,9.2,8.0,8.3,8.5,7.1,7.7,7.3,7.8,7.1,8.6,7.9,7.4,8.6,7.8,8.4,8.4,9
Men+Women,September,Jeju,Donation Count,Unit,2752.0,2212.0,2152.0,2826.0,3149.0,3004,2971.0,2519.0,2827.0,3168.0,3362.0,2922.0,3149.0,2769.0,2739.0,3637.0,3511.0,3687.0,4057.0,9
Men+Women,September,Jeju,Composition Rate[%],%,8.7,7.4,7.8,8.7,8.5,7.8,8.7,7.9,8.2,8.5,8.3,8.2,8.3,8.1,7.6,8.7,8.4,8.8,8.6,9
Men+Women,September,Outside of Korean Red Cross,Donation Count,Unit,4402.0,6013.0,6553.0,7388.0,9066.0,12996,12828.0,13258.0,14603.0,14623.0,17133.0,15632.0,17540.0,16054.0,12952.0,13184.0,13125.0,16494.0,17258.0,9
Men+Women,September,Outside of Korean Red Cross,Composition Rate[%],%,8.7,11.6,11.1,9.1,8.4,8.7,7.6,7.4,7.1,7.0,8.1,7.1,8.2,8.0,7.3,7.5,7.4,8.1,7.3,9
Men+Women,October,Total,Donation Count,Unit,175734.0,175639.0,183920.0,202888.0,192028.0,217639,206348.0,225977.0,253741.0,259355.0,272533.0,256912.0,221593.0,240652.0,239142.0,216183.0,208673.0,235667.0,235757.0,10
Men+Women,October,Total,Composition Rate[%],%,7.7,7.6,8.8,8.6,7.5,8.2,7.9,8.3,8.7,8.5,8.8,9.0,7.6,8.3,8.6,8.3,8.0,8.9,8.5,10
Men+Women,October,Korean Red Cross,Donation Count,Unit,171053.0,171095.0,177820.0,195488.0,182811.0,203762,191821.0,211572.0,235288.0,240940.0,253160.0,233040.0,205464.0,224639.0,221125.0,202821.0,192817.0,218191.0,213210.0,10
Men+Women,October,Korean Red Cross,Composition Rate[%],%,7.7,7.6,8.8,8.6,7.4,8.1,7.8,8.3,8.7,8.5,8.8,8.8,7.6,8.4,8.5,8.3,7.9,8.9,8.4,10
Men+Women,October,Central Seoul,Donation Count,Unit,15673.0,16973.0,17186.0,17448.0,15649.0,22682,,,,,,,,20955.0,20593.0,17867.0,18475.0,20520.0,18959.0,10
Men+Women,October,Central Seoul,Composition Rate[%],%,7.4,7.6,9.2,8.4,7.5,9,,,,,,,,7.9,8.2,8.0,8.5,9.2,8.1,10
Men+Women,October,Western Seoul,Donation Count,Unit,10383.0,11572.0,13118.0,16290.0,15633.0,-,21211.0,22625.0,25268.0,28237.0,28766.0,24207.0,20437.0,,,,,,,10
Men+Women,October,Western Seoul,Composition Rate[%],%,7.8,8.3,8.5,9.5,7.5,-,7.8,8.0,8.4,8.4,8.7,8.3,7.4,,,,,,,10
Men+Women,October,Southern Seoul,Donation Count,Unit,15220.0,16433.0,14775.0,14559.0,16023.0,17777,17109.0,18624.0,19607.0,18716.0,19575.0,22242.0,18821.0,19437.0,18785.0,15197.0,14138.0,14806.0,15612.0,10
Men+Women,October,Southern Seoul,Composition Rate[%],%,8.4,8.7,8.6,7.8,7.5,8.1,7.8,8.1,8.3,8.2,8.7,9.8,7.6,8.4,8.7,8.0,8.0,8.1,8.0,10
Men+Women,October,Eastern Seoul,Donation Count,Unit,13751.0,14828.0,16314.0,16714.0,14919.0,21992,21815.0,24510.0,25575.0,26459.0,27109.0,23866.0,21831.0,22563.0,22496.0,17806.0,18436.0,20873.0,20144.0,10
Men+Women,October,Eastern Seoul,Composition Rate[%],%,7.0,7.4,9.0,8.4,7.7,8.8,8.2,8.9,8.7,8.4,9.1,8.7,7.8,8.1,8.7,7.7,8.0,8.8,7.9,10
Men+Women,October,Busan,Donation Count,Unit,16978.0,15650.0,15854.0,17710.0,16659.0,19612,15743.0,18153.0,20926.0,20533.0,21460.0,17817.0,16119.0,17962.0,17889.0,17098.0,15196.0,18268.0,16987.0,10
Men+Women,October,Busan,Composition Rate[%],%,8.0,7.4,8.4,8.4,7.7,8.4,7.3,8.3,9.1,8.7,9.0,8.7,7.5,8.0,8.4,8.7,7.8,8.9,8.3,10
Men+Women,October,Daegu/Gyeongbuk,Donation Count,Unit,15190.0,14482.0,13725.0,16756.0,15820.0,16829,16506.0,19535.0,21431.0,22718.0,23802.0,20511.0,18072.0,21678.0,19240.0,17976.0,18434.0,20574.0,20363.0,10
Men+Women,October,Daegu/Gyeongbuk,Composition Rate[%],%,7.8,7.7,8.7,8.9,7.3,7.9,7.8,8.6,8.8,8.6,9.1,8.7,7.5,8.8,8.3,9.2,8.2,9.1,8.9,10
Men+Women,October,Incheon,Donation Count,Unit,8245.0,9708.0,10203.0,9710.0,8994.0,12957,13336.0,13896.0,15422.0,16263.0,14719.0,14138.0,12742.0,13163.0,14597.0,12649.0,14321.0,15198.0,14820.0,10
Men+Women,October,Incheon,Composition Rate[%],%,6.4,8.0,9.3,8.0,6.9,8.4,7.6,8.0,8.7,8.8,8.1,8.7,7.8,8.4,9.2,7.7,8.6,8.9,8.4,10
Men+Women,October,Ulsan,Donation Count,Unit,7464.0,5684.0,6150.0,6758.0,5624.0,6534,5712.0,6752.0,7173.0,8288.0,7997.0,7719.0,6237.0,7414.0,7506.0,6756.0,6357.0,8382.0,8371.0,10
Men+Women,October,Ulsan,Composition Rate[%],%,9.5,6.9,9.4,9.5,7.6,8.8,7.8,8.5,8.8,9.3,8.5,8.8,7.2,8.6,8.2,8.2,7.6,9.6,8.4,10
Men+Women,October,Gyeonggi,Donation Count,Unit,10133.0,10898.0,12742.0,11850.0,11908.0,13403,14359.0,14910.0,15911.0,17989.0,19853.0,18077.0,15172.0,17545.0,18150.0,18860.0,18568.0,18635.0,20012.0,10
Men+Women,October,Gyeonggi,Composition Rate[%],%,7.3,7.7,9.9,8.4,7.2,7.8,8.1,8.5,8.3,8.7,9.1,8.8,7.2,8.6,8.6,8.3,8.2,8.6,8.9,10
Men+Women,October,Gangwon,Donation Count,Unit,5896.0,4676.0,5597.0,6194.0,6174.0,7482,8159.0,9333.0,10010.0,10506.0,12476.0,12495.0,11760.0,13534.0,11773.0,11199.0,9907.0,10040.0,10449.0,10
Men+Women,October,Gangwon,Composition Rate[%],%,7.1,6.1,8.7,8.5,7.7,8.9,8.8,8.6,8.3,8.2,8.3,8.3,7.6,8.4,7.7,8.0,7.4,8.0,7.9,10
Men+Women,October,Chungbuk,Donation Count,Unit,6122.0,5908.0,5986.0,8207.0,7489.0,8377,6757.0,8779.0,8546.0,8570.0,8551.0,8727.0,7866.0,7792.0,7710.0,7374.0,6721.0,8153.0,7652.0,10
Men+Women,October,Chungbuk,Composition Rate[%],%,7.9,7.5,8.2,9.7,7.5,8.3,7.4,8.8,8.7,8.6,8.6,9.8,8.2,8.3,8.2,8.6,7.9,9.7,9.0,10
Men+Women,October,Daejeon/Chungnam,Donation Count,Unit,10926.0,11143.0,12252.0,15658.0,14130.0,16568,14512.0,18265.0,21500.0,19486.0,22593.0,20563.0,18862.0,21886.0,20942.0,20993.0,17819.0,21841.0,19567.0,10
Men+Women,October,Daejeon/Chungnam,Composition Rate[%],%,6.8,7.6,8.4,9.0,7.7,8.6,7.6,8.9,9.6,8.4,9.1,8.7,7.8,8.8,8.4,8.8,7.6,9.2,8.3,10
Men+Women,October,Jeonbuk,Donation Count,Unit,10675.0,8848.0,8375.0,9548.0,9014.0,11168,9628.0,9869.0,11434.0,10295.0,11486.0,10225.0,8743.0,10027.0,9357.0,8852.0,7903.0,8985.0,9487.0,10
Men+Women,October,Jeonbuk,Composition Rate[%],%,8.8,7.5,8.5,8.9,7.4,8.9,7.7,7.7,8.7,8.2,8.9,8.8,7.7,9.2,8.6,8.6,7.7,9.3,9.5,10
Men+Women,October,Jeonnam,Donation Count,Unit,14620.0,14086.0,14406.0,16054.0,13434.0,15391,15427.0,14410.0,18163.0,18045.0,19645.0,19004.0,16477.0,17016.0,18194.0,15953.0,13989.0,17565.0,15483.0,10
Men+Women,October,Jeonnam,Composition Rate[%],%,8.4,7.0,8.1,8.2,6.7,7.8,8.0,7.8,8.8,8.3,8.9,9.4,7.5,8.2,8.8,8.7,7.5,9.3,8.2,10
Men+Women,October,Gyeongnam,Donation Count,Unit,6917.0,7798.0,8691.0,9082.0,8394.0,10095,8787.0,9413.0,11277.0,11596.0,11204.0,10640.0,9538.0,10975.0,10767.0,10726.0,9306.0,10717.0,11209.0,10
Men+Women,October,Gyeongnam,Composition Rate[%],%,6.9,7.6,9.5,8.9,7.3,8.4,7.7,7.8,8.4,8.1,8.3,8.3,7.3,8.1,8.1,8.2,7.5,8.7,8.7,10
Men+Women,October,Jeju,Donation Count,Unit,2860.0,2408.0,2446.0,2950.0,2947.0,2895,2760.0,2498.0,3045.0,3239.0,3924.0,2809.0,2787.0,2692.0,3126.0,3515.0,3247.0,3634.0,4095.0,10
Men+Women,October,Jeju,Composition Rate[%],%,9.0,8.1,8.9,9.1,8.0,7.5,8.1,7.8,8.9,8.7,9.6,7.8,7.4,7.9,8.7,8.4,7.7,8.7,8.7,10
Men+Women,October,Outside of Korean Red Cross,Donation Count,Unit,4681.0,4544.0,6100.0,7400.0,9217.0,13877,14527.0,14405.0,18453.0,18415.0,19373.0,23872.0,16129.0,16013.0,18017.0,13362.0,15856.0,17476.0,22547.0,10
Men+Women,October,Outside of Korean Red Cross,Composition Rate[%],%,9.2,8.7,10.3,9.1,8.5,9.3,8.6,8.0,8.9,8.8,9.2,10.8,7.5,7.9,10.2,7.6,8.9,8.6,9.6,10
Men+Women,November,Total,Donation Count,Unit,205282.0,187726.0,179411.0,205951.0,230869.0,233934,238485.0,249839.0,265180.0,265938.0,266969.0,248332.0,253468.0,265668.0,244865.0,222658.0,226440.0,243440.0,245270.0,11
Men+Women,November,Total,Composition Rate[%],%,9.0,8.2,8.6,8.8,9.0,8.8,9.1,9.2,9.1,8.7,8.7,8.7,8.7,9.2,8.8,8.5,8.7,9.2,8.8,11
Men+Women,November,Korean Red Cross,Donation Count,Unit,199378.0,181748.0,172876.0,197423.0,219731.0,219592,222766.0,230868.0,246228.0,247465.0,246406.0,230627.0,235317.0,248903.0,228662.0,208598.0,210859.0,223358.0,225525.0,11
Men+Women,November,Korean Red Cross,Composition Rate[%],%,9.0,8.1,8.5,8.7,8.9,8.7,9.1,9.1,9.1,8.7,8.6,8.7,8.7,9.3,8.7,8.6,8.7,9.1,8.9,11
Men+Women,November,Central Seoul,Donation Count,Unit,19032.0,16922.0,15694.0,15965.0,18098.0,23800,,,,,,,,23259.0,22291.0,17326.0,19177.0,21203.0,21248.0,11
Men+Women,November,Central Seoul,Composition Rate[%],%,9.0,7.6,8.4,7.7,8.7,9.5,,,,,,,,8.7,8.9,7.8,8.9,9.5,9.1,11
Men+Women,November,Western Seoul,Donation Count,Unit,11004.0,11872.0,11592.0,14386.0,17752.0,-,25664.0,25700.0,28694.0,30241.0,28138.0,24728.0,24266.0,,,,,,,11
Men+Women,November,Western Seoul,Composition Rate[%],%,8.2,8.6,7.5,8.4,8.5,-,9.4,9.1,9.5,9.0,8.5,8.5,8.7,,,,,,,11
Men+Women,November,Southern Seoul,Donation Count,Unit,17272.0,16415.0,13148.0,14808.0,18891.0,19005,19517.0,17938.0,20023.0,19160.0,17915.0,20498.0,20579.0,20476.0,18454.0,14626.0,15249.0,15720.0,17136.0,11
Men+Women,November,Southern Seoul,Composition Rate[%],%,9.5,8.6,7.6,7.9,8.9,8.6,9.0,7.8,8.5,8.3,8.0,9.0,8.3,8.9,8.6,7.7,8.6,8.6,8.7,11
Men+Women,November,Eastern Seoul,Donation Count,Unit,19908.0,14492.0,15931.0,17022.0,18131.0,24356,24903.0,27104.0,26786.0,27639.0,23897.0,23912.0,23906.0,24918.0,22751.0,18562.0,20092.0,22479.0,22423.0,11
Men+Women,November,Eastern Seoul,Composition Rate[%],%,10.2,7.2,8.8,8.6,9.4,9.8,9.4,9.8,9.1,8.8,8.0,8.7,8.5,8.9,8.8,8.0,8.7,9.4,8.8,11
Men+Women,November,Busan,Donation Count,Unit,17860.0,17801.0,16180.0,20643.0,18310.0,20301,18735.0,20755.0,20424.0,20453.0,21301.0,16536.0,19208.0,21033.0,18471.0,19350.0,18140.0,19126.0,19469.0,11
Men+Women,November,Busan,Composition Rate[%],%,8.4,8.4,8.5,9.8,8.4,8.7,8.6,9.5,8.8,8.7,8.9,8.1,8.9,9.4,8.6,9.8,9.3,9.4,9.5,11
Men+Women,November,Daegu/Gyeongbuk,Donation Count,Unit,17239.0,15790.0,13968.0,17220.0,18821.0,18559,19972.0,21235.0,23817.0,23925.0,23142.0,21751.0,20677.0,24693.0,20480.0,19578.0,21311.0,22688.0,20742.0,11
Men+Women,November,Daegu/Gyeongbuk,Composition Rate[%],%,8.9,8.4,8.9,9.2,8.7,8.7,9.4,9.4,9.7,9.1,8.9,9.2,8.6,10.0,8.8,10.0,9.5,10.1,9.0,11
Men+Women,November,Incheon,Donation Count,Unit,12985.0,9596.0,9108.0,9729.0,10722.0,14378,15444.0,14725.0,14988.0,15747.0,13277.0,13968.0,12506.0,14424.0,12912.0,13576.0,14549.0,14632.0,14625.0,11
Men+Women,November,Incheon,Composition Rate[%],%,10.0,7.9,8.3,8.0,8.2,9.3,8.8,8.5,8.4,8.5,7.3,8.6,7.6,9.2,8.2,8.2,8.7,8.6,8.3,11
Men+Women,November,Ulsan,Donation Count,Unit,6670.0,5727.0,5675.0,6074.0,6962.0,6625,6941.0,6863.0,7448.0,7673.0,7772.0,8004.0,7627.0,8140.0,8611.0,7694.0,7280.0,7851.0,9143.0,11
Men+Women,November,Ulsan,Composition Rate[%],%,8.5,7.0,8.7,8.5,9.4,8.9,9.4,8.7,9.2,8.6,8.3,9.2,8.8,9.4,9.4,9.3,8.7,9.0,9.2,11
Men+Women,November,Gyeonggi,Donation Count,Unit,12135.0,11040.0,11057.0,12725.0,15109.0,16032,15538.0,14680.0,16419.0,16403.0,18997.0,16520.0,17579.0,18842.0,18622.0,19736.0,18818.0,18757.0,19469.0,11
Men+Women,November,Gyeonggi,Composition Rate[%],%,8.8,7.8,8.6,9.0,9.2,9.4,8.8,8.4,8.6,8.0,8.7,8.0,8.3,9.2,8.8,8.7,8.3,8.7,8.6,11
Men+Women,November,Gangwon,Donation Count,Unit,7402.0,6008.0,5089.0,5939.0,7003.0,7135,8600.0,10373.0,9987.0,11128.0,12342.0,12680.0,13804.0,14573.0,12903.0,9923.0,11616.0,10839.0,12444.0,11
Men+Women,November,Gangwon,Composition Rate[%],%,8.9,7.8,7.9,8.1,8.8,8.5,9.3,9.6,8.3,8.7,8.2,8.5,8.9,9.0,8.4,7.1,8.6,8.7,9.4,11
Men+Women,November,Chungbuk,Donation Count,Unit,7071.0,6849.0,6651.0,7843.0,9816.0,9286,8618.0,9541.0,9761.0,9545.0,9429.0,7984.0,8536.0,8682.0,8652.0,7694.0,6955.0,7880.0,7944.0,11
Men+Women,November,Chungbuk,Composition Rate[%],%,9.1,8.7,9.1,9.2,9.9,9.2,9.4,9.5,9.9,9.5,9.5,8.9,8.9,9.3,9.2,9.0,8.2,9.4,9.3,11
Men+Women,November,Daejeon/Chungnam,Donation Count,Unit,11666.0,13218.0,13815.0,15780.0,17258.0,17648,16988.0,19320.0,20573.0,19860.0,22146.0,22098.0,22596.0,24434.0,22431.0,20762.0,19351.0,21325.0,20389.0,11
Men+Women,November,Daejeon/Chungnam,Composition Rate[%],%,7.2,9.0,9.4,9.1,9.4,9.2,9.0,9.4,9.2,8.6,8.9,9.3,9.4,9.8,9.0,8.7,8.3,9.0,8.7,11
Men+Women,November,Jeonbuk,Donation Count,Unit,10075.0,9248.0,8798.0,10055.0,11180.0,11878,10873.0,11402.0,11390.0,10180.0,11627.0,10443.0,10158.0,10046.0,8804.0,9435.0,8668.0,8966.0,7981.0,11
Men+Women,November,Jeonbuk,Composition Rate[%],%,8.3,7.8,9.0,9.3,9.2,9.5,8.7,8.9,8.7,8.1,9.0,9.0,8.9,9.3,8.1,9.2,8.4,9.2,8.0,11
Men+Women,November,Jeonnam,Donation Count,Unit,15838.0,16166.0,15429.0,17099.0,17769.0,16508,17459.0,16768.0,20134.0,19664.0,20342.0,17788.0,19117.0,18924.0,18565.0,16008.0,15174.0,17404.0,16743.0,11
Men+Women,November,Jeonnam,Composition Rate[%],%,9.1,8.1,8.7,8.8,8.8,8.3,9.1,9.0,9.8,9.0,9.2,8.8,8.7,9.2,9.0,8.7,8.2,9.2,8.9,11
Men+Women,November,Gyeongnam,Donation Count,Unit,10545.0,8605.0,8331.0,9287.0,10757.0,10728,10486.0,11540.0,12823.0,12405.0,12329.0,10621.0,11592.0,13126.0,11599.0,10481.0,11062.0,10843.0,11589.0,11
Men+Women,November,Gyeongnam,Composition Rate[%],%,10.5,8.4,9.1,9.1,9.4,9,9.2,9.6,9.5,8.7,9.1,8.3,8.9,9.7,8.7,8.0,8.9,8.8,9.0,11
Men+Women,November,Jeju,Donation Count,Unit,2676.0,1999.0,2410.0,2848.0,3152.0,3353,3028.0,2924.0,2961.0,3442.0,3752.0,3096.0,3166.0,3333.0,3116.0,3847.0,3417.0,3645.0,4180.0,11
Men+Women,November,Jeju,Composition Rate[%],%,8.4,6.7,8.8,8.8,8.5,8.7,8.8,9.2,8.6,9.2,9.2,8.6,8.4,9.7,8.7,9.2,8.1,8.7,8.9,11
Men+Women,November,Outside of Korean Red Cross,Donation Count,Unit,5904.0,5978.0,6535.0,8528.0,11138.0,14342,15719.0,18971.0,18952.0,18473.0,20563.0,17705.0,18151.0,16765.0,16203.0,14060.0,15581.0,20082.0,19745.0,11
Men+Women,November,Outside of Korean Red Cross,Composition Rate[%],%,11.6,11.5,11.1,10.5,10.3,9.6,9.4,10.5,9.2,8.8,9.8,8.0,8.5,8.3,9.1,8.0,8.8,9.8,8.4,11
Men+Women,December,Total,Donation Count,Unit,197570.0,187040.0,168003.0,206983.0,208821.0,228208,224967.0,218598.0,246572.0,258197.0,252940.0,253295.0,255158.0,234393.0,236455.0,234020.0,236462.0,246712.0,250704.0,12
Men+Women,December,Total,Composition Rate[%],%,8.7,8.1,8.0,8.8,8.1,8.6,8.6,8.0,8.5,8.5,8.2,8.8,8.7,8.1,8.5,9.0,9.1,9.3,9.0,12
Men+Women,December,Korean Red Cross,Donation Count,Unit,194567.0,182520.0,163290.0,198816.0,198201.0,214191,210281.0,202577.0,229397.0,241285.0,234954.0,236078.0,237355.0,216837.0,220985.0,217116.0,218935.0,224406.0,230008.0,12
Men+Women,December,Korean Red Cross,Composition Rate[%],%,8.7,8.1,8.0,8.8,8.1,8.5,8.6,8.0,8.5,8.5,8.2,8.9,8.7,8.1,8.5,8.9,9.0,9.2,9.1,12
Men+Women,December,Central Seoul,Donation Count,Unit,20646.0,18670.0,14879.0,17459.0,17600.0,24104,,,,,,,,20781.0,21571.0,18638.0,19918.0,21041.0,21152.0,12
Men+Women,December,Central Seoul,Composition Rate[%],%,9.8,8.4,7.9,8.4,8.4,9.6,,,,,,,,7.8,8.6,8.4,9.2,9.4,9.0,12
