month,surgery,year,units
March,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
March,General Sinus Surgery - Mastoidectomy,2011,0.0
March,Stem Cell Transplantation - Liver transplantation,2011,0.0
April,Cataract surgery,2011,0.0
April,Mastoidectomy,2011,0.0
April,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,919.8
April,Stent Insertion - Aortic valve replacement,2011,7538.4
April,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1448.4
April,Cardiac Catheterization - Aortic valve replacement,2011,298.8
April,Varicose Vein Ligation and Stripping - PDA ligation,2011,4796.4
April,Appendectomy - Exploratory Laparotomy,2011,2518.5
April,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,678.6
April,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
April,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,725.4
April,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,816.0
April,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,69.9
April,Prostatectomy - Prostatectomy,2011,25.0
April,Hysterectomy - Total abdominal hysterectomy,2011,775.8
April,Cesarean Section (C-Section) - Low cervical cesarean section,2011,4175.7
April,Hip Replacement Surgery - Total hip replacement,2011,856.9
April,Knee Replacement Surgery - Total knee replacement,2011,7238.6
April,Partial Mastectomy - Mastectomy,2011,0.0
April,Total Mastectomy - Mastectomy,2011,0.0
April,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,37.4
April,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,497.2
April,Gastrectomy - Total gastrectomy,2011,174.6
April,Liver Resection - Wedge resection of liver,2011,110.0
April,Hepatic Embolization - Lobectomy of liver,2011,1450.5
April,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
April,Congenital Heart Defect Surgery - PDA ligatio,2011,2637.6
April,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
April,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
April,Hemorrhoidectomy,2011,0.0
April,Endoscopic Spine Surgery - Laminectomy,2011,44.4
April,General Spine Surgery - Laminectomy,2011,5270.8
April,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
April,General Sinus Surgery - Mastoidectomy,2011,0.0
April,Stem Cell Transplantation - Liver transplantation,2011,0.0
May,Cataract surgery,2011,0.0
May,Mastoidectomy,2011,0.0
May,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,1002.6
May,Stent Insertion - Aortic valve replacement,2011,7920.0
May,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1336.2
May,Cardiac Catheterization - Aortic valve replacement,2011,282.6
May,Varicose Vein Ligation and Stripping - PDA ligation,2011,4984.0
May,Appendectomy - Exploratory Laparotomy,2011,2740.5
May,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,702.0
May,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
May,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,793.5
May,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,876.0
May,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,55.7
May,Prostatectomy - Prostatectomy,2011,24.7
May,Hysterectomy - Total abdominal hysterectomy,2011,862.0
May,Cesarean Section (C-Section) - Low cervical cesarean section,2011,4165.8
May,Hip Replacement Surgery - Total hip replacement,2011,842.6
May,Knee Replacement Surgery - Total knee replacement,2011,7427.3
May,Partial Mastectomy - Mastectomy,2011,0.0
May,Total Mastectomy - Mastectomy,2011,0.0
May,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,33.0
May,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,589.6
May,Gastrectomy - Total gastrectomy,2011,186.3
May,Liver Resection - Wedge resection of liver,2011,108.6
May,Hepatic Embolization - Lobectomy of liver,2011,1517.0
May,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
May,Congenital Heart Defect Surgery - PDA ligatio,2011,2632.0
May,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
May,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
May,Hemorrhoidectomy,2011,0.0
May,Endoscopic Spine Surgery - Laminectomy,2011,65.2
May,General Spine Surgery - Laminectomy,2011,5613.6
May,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
May,General Sinus Surgery - Mastoidectomy,2011,0.0
May,Stem Cell Transplantation - Liver transplantation,2011,0.0
June,Cataract surgery,2011,0.0
June,Mastoidectomy,2011,0.0
June,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,892.8
June,Stent Insertion - Aortic valve replacement,2011,7363.8
June,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1504.5
June,Cardiac Catheterization - Aortic valve replacement,2011,333.0
June,Varicose Vein Ligation and Stripping - PDA ligation,2011,6134.8
June,Appendectomy - Exploratory Laparotomy,2011,2870.1
June,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,750.6
June,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
June,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,754.5
June,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,926.1
June,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,56.0
June,Prostatectomy - Prostatectomy,2011,21.9
June,Hysterectomy - Total abdominal hysterectomy,2011,813.0
June,Cesarean Section (C-Section) - Low cervical cesarean section,2011,4001.7
June,Hip Replacement Surgery - Total hip replacement,2011,833.8
June,Knee Replacement Surgery - Total knee replacement,2011,7094.1
June,Partial Mastectomy - Mastectomy,2011,0.0
June,Total Mastectomy - Mastectomy,2011,0.0
June,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,31.9
June,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,559.9
June,Gastrectomy - Total gastrectomy,2011,171.8
June,Liver Resection - Wedge resection of liver,2011,107.6
June,Hepatic Embolization - Lobectomy of liver,2011,1530.0
June,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
June,Congenital Heart Defect Surgery - PDA ligatio,2011,2595.6
June,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
June,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
June,Hemorrhoidectomy,2011,0.0
June,Endoscopic Spine Surgery - Laminectomy,2011,75.2
June,General Spine Surgery - Laminectomy,2011,5502.4
June,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
June,General Sinus Surgery - Mastoidectomy,2011,0.0
June,Stem Cell Transplantation - Liver transplantation,2011,0.0
July,Cataract surgery,2011,0.0
July,Mastoidectomy,2011,0.0
July,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,858.6
July,Stent Insertion - Aortic valve replacement,2011,7171.2
July,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1326.0
July,Cardiac Catheterization - Aortic valve replacement,2011,363.6
July,Varicose Vein Ligation and Stripping - PDA ligation,2011,5983.6
July,Appendectomy - Exploratory Laparotomy,2011,2833.2
July,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,739.8
July,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
July,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,795.0
July,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,958.8
July,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,55.9
July,Prostatectomy - Prostatectomy,2011,24.0
July,Hysterectomy - Total abdominal hysterectomy,2011,908.2
July,Cesarean Section (C-Section) - Low cervical cesarean section,2011,4014.6
July,Hip Replacement Surgery - Total hip replacement,2011,775.5
July,Knee Replacement Surgery - Total knee replacement,2011,5739.2
July,Partial Mastectomy - Mastectomy,2011,0.0
July,Total Mastectomy - Mastectomy,2011,0.0
July,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,28.6
July,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,528.0
July,Gastrectomy - Total gastrectomy,2011,190.7
July,Liver Resection - Wedge resection of liver,2011,115.2
July,Hepatic Embolization - Lobectomy of liver,2011,1516.0
July,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
July,Congenital Heart Defect Surgery - PDA ligatio,2011,2688.0
July,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
July,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
July,Hemorrhoidectomy,2011,0.0
July,Endoscopic Spine Surgery - Laminectomy,2011,42.0
July,General Spine Surgery - Laminectomy,2011,4990.4
July,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
July,General Sinus Surgery - Mastoidectomy,2011,0.0
July,Stem Cell Transplantation - Liver transplantation,2011,0.0
August,Cataract surgery,2011,0.0
August,Mastoidectomy,2011,0.0
August,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,788.4
August,Stent Insertion - Aortic valve replacement,2011,6318.0
August,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,963.9
August,Cardiac Catheterization - Aortic valve replacement,2011,309.6
August,Varicose Vein Ligation and Stripping - PDA ligation,2011,6134.8
August,Appendectomy - Exploratory Laparotomy,2011,2505.3
August,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,622.8
August,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
August,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,707.4
August,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,979.8
August,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,49.8
August,Prostatectomy - Prostatectomy,2011,23.9
August,Hysterectomy - Total abdominal hysterectomy,2011,871.4
August,Cesarean Section (C-Section) - Low cervical cesarean section,2011,3859.8
August,Hip Replacement Surgery - Total hip replacement,2011,600.6
August,Knee Replacement Surgery - Total knee replacement,2011,4209.2
August,Partial Mastectomy - Mastectomy,2011,0.0
August,Total Mastectomy - Mastectomy,2011,0.0
August,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,30.8
August,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,471.9
August,Gastrectomy - Total gastrectomy,2011,140.9
August,Liver Resection - Wedge resection of liver,2011,91.6
August,Hepatic Embolization - Lobectomy of liver,2011,1341.0
August,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
August,Congenital Heart Defect Surgery - PDA ligatio,2011,2158.8
August,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
August,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
August,Hemorrhoidectomy,2011,0.0
August,Endoscopic Spine Surgery - Laminectomy,2011,52.4
August,General Spine Surgery - Laminectomy,2011,4633.6
August,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
August,General Sinus Surgery - Mastoidectomy,2011,0.0
August,Stem Cell Transplantation - Liver transplantation,2011,0.0
September,Cataract surgery,2011,0.0
September,Mastoidectomy,2011,0.0
September,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,613.8
September,Stent Insertion - Aortic valve replacement,2011,4719.6
September,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,831.3
September,Cardiac Catheterization - Aortic valve replacement,2011,172.8
September,Varicose Vein Ligation and Stripping - PDA ligation,2011,4947.6
September,Appendectomy - Exploratory Laparotomy,2011,2025.3
September,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,536.4
September,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
September,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,555.3
September,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,689.7
September,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,41.6
September,Prostatectomy - Prostatectomy,2011,18.5
September,Hysterectomy - Total abdominal hysterectomy,2011,616.4
September,Cesarean Section (C-Section) - Low cervical cesarean section,2011,3607.2
September,Hip Replacement Surgery - Total hip replacement,2011,532.4
September,Knee Replacement Surgery - Total knee replacement,2011,4843.3
September,Partial Mastectomy - Mastectomy,2011,0.0
September,Total Mastectomy - Mastectomy,2011,0.0
September,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,31.9
September,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,398.2
September,Gastrectomy - Total gastrectomy,2011,110.3
September,Liver Resection - Wedge resection of liver,2011,66.4
September,Hepatic Embolization - Lobectomy of liver,2011,1001.5
September,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
September,Congenital Heart Defect Surgery - PDA ligatio,2011,1778.0
September,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
September,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
September,Hemorrhoidectomy,2011,0.0
September,Endoscopic Spine Surgery - Laminectomy,2011,48.8
September,General Spine Surgery - Laminectomy,2011,4218.0
September,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
September,General Sinus Surgery - Mastoidectomy,2011,0.0
September,Stem Cell Transplantation - Liver transplantation,2011,0.0
October,Cataract surgery,2011,0.0
October,Mastoidectomy,2011,0.0
October,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,936.0
October,Stent Insertion - Aortic valve replacement,2011,7129.8
October,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1336.2
October,Cardiac Catheterization - Aortic valve replacement,2011,243.0
October,Varicose Vein Ligation and Stripping - PDA ligation,2011,4718.0
October,Appendectomy - Exploratory Laparotomy,2011,2200.5
October,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,655.2
October,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
October,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,739.5
October,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,731.4
October,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,55.4
October,Prostatectomy - Prostatectomy,2011,27.8
October,Hysterectomy - Total abdominal hysterectomy,2011,775.2
October,Cesarean Section (C-Section) - Low cervical cesarean section,2011,3888.9
October,Hip Replacement Surgery - Total hip replacement,2011,760.1
October,Knee Replacement Surgery - Total knee replacement,2011,6482.1
October,Partial Mastectomy - Mastectomy,2011,0.0
October,Total Mastectomy - Mastectomy,2011,0.0
October,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,30.8
October,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,508.2
October,Gastrectomy - Total gastrectomy,2011,173.2
October,Liver Resection - Wedge resection of liver,2011,116.2
October,Hepatic Embolization - Lobectomy of liver,2011,1448.5
October,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
October,Congenital Heart Defect Surgery - PDA ligatio,2011,2531.2
October,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
October,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
October,Hemorrhoidectomy,2011,0.0
October,Endoscopic Spine Surgery - Laminectomy,2011,52.8
October,General Spine Surgery - Laminectomy,2011,5039.6
October,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
October,General Sinus Surgery - Mastoidectomy,2011,0.0
October,Stem Cell Transplantation - Liver transplantation,2011,0.0
November,Cataract surgery,2011,0.0
November,Mastoidectomy,2011,0.0
November,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,1000.8
November,Stent Insertion - Aortic valve replacement,2011,7003.8
November,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1351.5
November,Cardiac Catheterization - Aortic valve replacement,2011,311.4
November,Varicose Vein Ligation and Stripping - PDA ligation,2011,4342.8
November,Appendectomy - Exploratory Laparotomy,2011,2205.6
November,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,640.8
November,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
November,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,756.3
November,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,807.6
November,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,53.2
November,Prostatectomy - Prostatectomy,2011,24.3
November,Hysterectomy - Total abdominal hysterectomy,2011,734.0
November,Cesarean Section (C-Section) - Low cervical cesarean section,2011,3987.0
November,Hip Replacement Surgery - Total hip replacement,2011,783.2
November,Knee Replacement Surgery - Total knee replacement,2011,7774.1
November,Partial Mastectomy - Mastectomy,2011,0.0
November,Total Mastectomy - Mastectomy,2011,0.0
November,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,29.7
November,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,499.4
November,Gastrectomy - Total gastrectomy,2011,167.6
November,Liver Resection - Wedge resection of liver,2011,105.6
November,Hepatic Embolization - Lobectomy of liver,2011,1425.0
November,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
November,Congenital Heart Defect Surgery - PDA ligatio,2011,2301.6
November,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
November,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
November,Hemorrhoidectomy,2011,0.0
November,Endoscopic Spine Surgery - Laminectomy,2011,48.0
November,General Spine Surgery - Laminectomy,2011,5181.2
November,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
November,General Sinus Surgery - Mastoidectomy,2011,0.0
November,Stem Cell Transplantation - Liver transplantation,2011,0.0
December,Cataract surgery,2011,0.0
December,Mastoidectomy,2011,0.0
December,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2011,806.4
December,Stent Insertion - Aortic valve replacement,2011,6768.0
December,Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,1269.9
December,Cardiac Catheterization - Aortic valve replacement,2011,302.4
December,Varicose Vein Ligation and Stripping - PDA ligation,2011,5138.0
December,Appendectomy - Exploratory Laparotomy,2011,2113.8
December,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2011,680.4
December,Cholecystectomy - Laparoscopic cholecystectomy,2011,0.0
December,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2011,673.2
December,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2011,843.3
December,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2011,63.2
December,Prostatectomy - Prostatectomy,2011,25.0
December,Hysterectomy - Total abdominal hysterectomy,2011,804.2
December,Cesarean Section (C-Section) - Low cervical cesarean section,2011,3649.5
December,Hip Replacement Surgery - Total hip replacement,2011,821.7
December,Knee Replacement Surgery - Total knee replacement,2011,10895.3
December,Partial Mastectomy - Mastectomy,2011,0.0
December,Total Mastectomy - Mastectomy,2011,0.0
December,Skull Base Surgery - Craniotomy and removal of brain tumor,2011,24.2
December,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2011,521.4
December,Gastrectomy - Total gastrectomy,2011,159.2
December,Liver Resection - Wedge resection of liver,2011,100.4
December,Hepatic Embolization - Lobectomy of liver,2011,1209.0
December,Thyroid Surgery - Bilateral thyroidectomy,2011,0.0
December,Congenital Heart Defect Surgery - PDA ligatio,2011,2402.4
December,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2011,0.0
December,Cleft Lip and Palate Surgery - Mastoidectomy,2011,0.0
December,Hemorrhoidectomy,2011,0.0
December,Endoscopic Spine Surgery - Laminectomy,2011,54.4
December,General Spine Surgery - Laminectomy,2011,5276.8
December,Endoscopic Sinus Surgery - Mastoidectomy,2011,0.0
December,General Sinus Surgery - Mastoidectomy,2011,0.0
December,Stem Cell Transplantation - Liver transplantation,2011,0.0
January,Cataract surgery,2012,0.0
January,Mastoidectomy,2012,0.0
January,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2012,1119.6
January,Stent Insertion - Aortic valve replacement,2012,8413.2
January,Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,1662.6
January,Cardiac Catheterization - Aortic valve replacement,2012,383.4
January,Varicose Vein Ligation and Stripping - PDA ligation,2012,6090.0
January,Appendectomy - Exploratory Laparotomy,2012,2343.6
January,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2012,1429.2
January,Cholecystectomy - Laparoscopic cholecystectomy,2012,0.0
January,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2012,840.9
January,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2012,981.6
January,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2012,92.1
January,Prostatectomy - Prostatectomy,2012,22.3
January,Hysterectomy - Total abdominal hysterectomy,2012,1044.0
January,Cesarean Section (C-Section) - Low cervical cesarean section,2012,4893.3
January,Hip Replacement Surgery - Total hip replacement,2012,1001.0
January,Knee Replacement Surgery - Total knee replacement,2012,9725.7
January,Partial Mastectomy - Mastectomy,2012,0.0
January,Total Mastectomy - Mastectomy,2012,0.0
January,Skull Base Surgery - Craniotomy and removal of brain tumor,2012,33.0
January,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2012,696.3
January,Gastrectomy - Total gastrectomy,2012,200.7
January,Liver Resection - Wedge resection of liver,2012,136.4
January,Hepatic Embolization - Lobectomy of liver,2012,1620.0
January,Thyroid Surgery - Bilateral thyroidectomy,2012,0.0
January,Congenital Heart Defect Surgery - PDA ligatio,2012,2251.2
January,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,0.0
January,Cleft Lip and Palate Surgery - Mastoidectomy,2012,0.0
January,Hemorrhoidectomy,2012,0.0
January,Endoscopic Spine Surgery - Laminectomy,2012,61.2
January,General Spine Surgery - Laminectomy,2012,6108.4
January,Endoscopic Sinus Surgery - Mastoidectomy,2012,0.0
January,General Sinus Surgery - Mastoidectomy,2012,0.0
January,Stem Cell Transplantation - Liver transplantation,2012,0.0
February,Cataract surgery,2012,0.0
February,Mastoidectomy,2012,0.0
February,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2012,979.2
February,Stent Insertion - Aortic valve replacement,2012,8150.4
February,Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,1591.2
February,Cardiac Catheterization - Aortic valve replacement,2012,306.0
February,Varicose Vein Ligation and Stripping - PDA ligation,2012,6266.4
February,Appendectomy - Exploratory Laparotomy,2012,2330.1
February,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2012,1206.0
February,Cholecystectomy - Laparoscopic cholecystectomy,2012,0.0
February,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2012,804.3
February,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2012,944.7
February,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2012,79.0
February,Prostatectomy - Prostatectomy,2012,20.9
February,Hysterectomy - Total abdominal hysterectomy,2012,911.4
February,Cesarean Section (C-Section) - Low cervical cesarean section,2012,4340.4
February,Hip Replacement Surgery - Total hip replacement,2012,954.8
February,Knee Replacement Surgery - Total knee replacement,2012,8899.5
February,Partial Mastectomy - Mastectomy,2012,0.0
February,Total Mastectomy - Mastectomy,2012,0.0
February,Skull Base Surgery - Craniotomy and removal of brain tumor,2012,26.4
February,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2012,583.0
February,Gastrectomy - Total gastrectomy,2012,157.9
February,Liver Resection - Wedge resection of liver,2012,113.4
February,Hepatic Embolization - Lobectomy of liver,2012,1534.5
February,Thyroid Surgery - Bilateral thyroidectomy,2012,0.0
February,Congenital Heart Defect Surgery - PDA ligatio,2012,2004.8
February,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,0.0
February,Cleft Lip and Palate Surgery - Mastoidectomy,2012,0.0
February,Hemorrhoidectomy,2012,0.0
February,Endoscopic Spine Surgery - Laminectomy,2012,56.8
February,General Spine Surgery - Laminectomy,2012,5931.6
February,Endoscopic Sinus Surgery - Mastoidectomy,2012,0.0
February,General Sinus Surgery - Mastoidectomy,2012,0.0
February,Stem Cell Transplantation - Liver transplantation,2012,0.0
March,Cataract surgery,2012,0.0
March,Mastoidectomy,2012,0.0
March,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2012,999.0
March,Stent Insertion - Aortic valve replacement,2012,8202.6
March,Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,1519.8
March,Cardiac Catheterization - Aortic valve replacement,2012,379.8
March,Varicose Vein Ligation and Stripping - PDA ligation,2012,5454.4
March,Appendectomy - Exploratory Laparotomy,2012,2566.2
March,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2012,1231.2
March,Cholecystectomy - Laparoscopic cholecystectomy,2012,0.0
March,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2012,800.4
March,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2012,852.3
March,Transurethral Resection of the Prostate (TURP) - Transurethral resection of prostate,2012,89.4
March,Prostatectomy - Prostatectomy,2012,21.2
March,Hysterectomy - Total abdominal hysterectomy,2012,785.4
March,Cesarean Section (C-Section) - Low cervical cesarean section,2012,4639.5
March,Hip Replacement Surgery - Total hip replacement,2012,907.5
March,Knee Replacement Surgery - Total knee replacement,2012,8945.4
March,Partial Mastectomy - Mastectomy,2012,0.0
March,Total Mastectomy - Mastectomy,2012,0.0
March,Skull Base Surgery - Craniotomy and removal of brain tumor,2012,39.6
March,Brain Tumor Surgery - Craniotomy and removal of brain tumor ,2012,603.9
March,Gastrectomy - Total gastrectomy,2012,169.7
March,Liver Resection - Wedge resection of liver,2012,119.8
March,Hepatic Embolization - Lobectomy of liver,2012,1571.0
March,Thyroid Surgery - Bilateral thyroidectomy,2012,0.0
March,Congenital Heart Defect Surgery - PDA ligatio,2012,2038.4
March,Coronary Artery Bypass Graft -  (Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,0.0
March,Cleft Lip and Palate Surgery - Mastoidectomy,2012,0.0
March,Hemorrhoidectomy,2012,0.0
March,Endoscopic Spine Surgery - Laminectomy,2012,47.6
March,General Spine Surgery - Laminectomy,2012,5766.4
March,Endoscopic Sinus Surgery - Mastoidectomy,2012,0.0
March,General Sinus Surgery - Mastoidectomy,2012,0.0
March,Stem Cell Transplantation - Liver transplantation,2012,0.0
April,Cataract surgery,2012,0.0
April,Mastoidectomy,2012,0.0
April,PCI(Percutaneous Coronary Intervention)/PTCA - Aortic valve replacement,2012,993.6
April,Stent Insertion - Aortic valve replacement,2012,7754.4
April,Coronary Artery Bypass Graft - Graft replacement of Aorta,2012,1264.8
April,Cardiac Catheterization - Aortic valve replacement,2012,257.4
April,Varicose Vein Ligation and Stripping - PDA ligation,2012,4639.6
April,Appendectomy - Exploratory Laparotomy,2012,2513.4
April,"Pacemaker Insertion, Replacement, Removal, and Adjustment - Aortic valve replacement",2012,1305.0
April,Cholecystectomy - Laparoscopic cholecystectomy,2012,0.0
April,Endoscopic and Percutaneous Biliary Surgery - Pylorus preserving pancreaticoduodenectomy,2012,789.3
April,Inguinal and Femoral Hernia Surgery - Exploratory laparotomy,2012,815.7
