year,gender,type,source,count
2019,Men,Type A,Gangwon,42221
2019,Men,Type A,Chungbook,23513
2019,Men,Type A,Daejeon/Sejong/Chungnaam,60871
2019,Men,Type A,Jeonbook,29066
2019,Men,Type A,Gwangju/Jeonnaam,52067
2019,Men,Type A,Gyeongnaam,35715
2019,Men,Type A,Jeju,7519
2019,Men,Type A,Korean Red Cross ¿Ü,43407
2019,Men,Type B,Korean Red Cross,506455
2019,Men,Type B,Central Seoul,48334
2019,Men,Type B,Western Seoul,
2019,Men,Type B,Southern Seoul,43171
2019,Men,Type B,Eastern Seoul,49319
2019,Men,Type B,Busan,39473
2019,Men,Type B,Daegu/Gyeongbook,45060
2019,Men,Type B,Incheon,29828
2019,Men,Type B,Ulsan,18141
2019,Men,Type B,Gyeonggi,41590
2019,Men,Type B,Gangwon,34984
2019,Men,Type B,Chungbook,19233
2019,Men,Type B,Daejeon/Sejong/Chungnaam,47295
2019,Men,Type B,Jeonbook,21232
2019,Men,Type B,Gwangju/Jeonnaam,35144
2019,Men,Type B,Gyeongnaam,26234
2019,Men,Type B,Jeju,7417
2019,Men,Type B,Korean Red Cross ¿Ü,34131
2019,Men,Type AB,Korean Red Cross,219095
2019,Men,Type AB,Central Seoul,20979
2019,Men,Type AB,Western Seoul,
2019,Men,Type AB,Southern Seoul,18513
2019,Men,Type AB,Eastern Seoul,21207
2019,Men,Type AB,Busan,17177
2019,Men,Type AB,Daegu/Gyeongbook,18981
2019,Men,Type AB,Incheon,12859
2019,Men,Type AB,Ulsan,8017
2019,Men,Type AB,Gyeonggi,18760
2019,Men,Type AB,Gangwon,14377
2019,Men,Type AB,Chungbook,7840
2019,Men,Type AB,Daejeon/Sejong/Chungnaam,20193
2019,Men,Type AB,Jeonbook,9255
2019,Men,Type AB,Gwangju/Jeonnaam,16880
2019,Men,Type AB,Gyeongnaam,11215
2019,Men,Type AB,Jeju,2842
2019,Men,Type AB,Korean Red Cross ¿Ü,14054
2019,Men,RH(-),Korean Red Cross,7742
2019,Men,RH(-),Central Seoul,736
2019,Men,RH(-),Western Seoul,
2019,Men,RH(-),Southern Seoul,600
2019,Men,RH(-),Eastern Seoul,827
2019,Men,RH(-),Busan,610
2019,Men,RH(-),Daegu/Gyeongbook,670
2019,Men,RH(-),Incheon,458
2019,Men,RH(-),Ulsan,308
2019,Men,RH(-),Gyeonggi,683
2019,Men,RH(-),Gangwon,440
2019,Men,RH(-),Chungbook,322
2019,Men,RH(-),Daejeon/Sejong/Chungnaam,696
2019,Men,RH(-),Jeonbook,320
2019,Men,RH(-),Gwangju/Jeonnaam,516
2019,Men,RH(-),Gyeongnaam,456
2019,Men,RH(-),Jeju,100
2019,Men,RH(-),Korean Red Cross ¿Ü,470
2019,Men,Type O,Korean Red Cross,2329
2019,Men,Type O,Central Seoul,263
2019,Men,Type O,Western Seoul,
2019,Men,Type O,Southern Seoul,181
2019,Men,Type O,Eastern Seoul,266
2019,Men,Type O,Busan,157
2019,Men,Type O,Daegu/Gyeongbook,216
2019,Men,Type O,Incheon,120
2019,Men,Type O,Ulsan,102
2019,Men,Type O,Gyeonggi,243
2019,Men,Type O,Gangwon,156
2019,Men,Type O,Chungbook,73
2019,Men,Type O,Daejeon/Sejong/Chungnaam,192
2019,Men,Type O,Jeonbook,64
2019,Men,Type O,Gwangju/Jeonnaam,139
2019,Men,Type O,Gyeongnaam,137
2019,Men,Type O,Jeju,20
2019,Men,Type O,Korean Red Cross ¿Ü,137
2019,Men,Type A,Korean Red Cross,2609
2019,Men,Type A,Central Seoul,261
2019,Men,Type A,Western Seoul,
2019,Men,Type A,Southern Seoul,160
2019,Men,Type A,Eastern Seoul,263
2019,Men,Type A,Busan,197
2019,Men,Type A,Daegu/Gyeongbook,213
2019,Men,Type A,Incheon,157
2019,Men,Type A,Ulsan,112
2019,Men,Type A,Gyeonggi,218
2019,Men,Type A,Gangwon,140
2019,Men,Type A,Chungbook,127
2019,Men,Type A,Daejeon/Sejong/Chungnaam,277
2019,Men,Type A,Jeonbook,131
2019,Men,Type A,Gwangju/Jeonnaam,166
2019,Men,Type A,Gyeongnaam,152
2019,Men,Type A,Jeju,35
2019,Men,Type A,Korean Red Cross ¿Ü,167
2019,Men,Type B,Korean Red Cross,1962
2019,Men,Type B,Central Seoul,150
2019,Men,Type B,Western Seoul,
2019,Men,Type B,Southern Seoul,149
2019,Men,Type B,Eastern Seoul,232
2019,Men,Type B,Busan,176
2019,Men,Type B,Daegu/Gyeongbook,163
2019,Men,Type B,Incheon,143
2019,Men,Type B,Ulsan,62
2019,Men,Type B,Gyeonggi,173
2019,Men,Type B,Gangwon,93
2019,Men,Type B,Chungbook,101
2019,Men,Type B,Daejeon/Sejong/Chungnaam,159
2019,Men,Type B,Jeonbook,82
2019,Men,Type B,Gwangju/Jeonnaam,120
2019,Men,Type B,Gyeongnaam,125
2019,Men,Type B,Jeju,34
2019,Men,Type B,Korean Red Cross ¿Ü,89
2019,Men,Type AB,Korean Red Cross,842
2019,Men,Type AB,Central Seoul,62
2019,Men,Type AB,Western Seoul,
2019,Men,Type AB,Southern Seoul,110
2019,Men,Type AB,Eastern Seoul,66
2019,Men,Type AB,Busan,80
2019,Men,Type AB,Daegu/Gyeongbook,78
2019,Men,Type AB,Incheon,38
2019,Men,Type AB,Ulsan,32
2019,Men,Type AB,Gyeonggi,49
2019,Men,Type AB,Gangwon,51
2019,Men,Type AB,Chungbook,21
2019,Men,Type AB,Daejeon/Sejong/Chungnaam,68
2019,Men,Type AB,Jeonbook,43
2019,Men,Type AB,Gwangju/Jeonnaam,91
2019,Men,Type AB,Gyeongnaam,42
2019,Men,Type AB,Jeju,11
2019,Men,Type AB,Korean Red Cross ¿Ü,77
2019,Women,RH(+),Korean Red Cross,701428
2019,Women,RH(+),Central Seoul,67736
2019,Women,RH(+),Western Seoul,
2019,Women,RH(+),Southern Seoul,54189
2019,Women,RH(+),Eastern Seoul,73251
2019,Women,RH(+),Busan,63507
2019,Women,RH(+),Daegu/Gyeongbook,64857
2019,Women,RH(+),Incheon,46194
2019,Women,RH(+),Ulsan,22949
2019,Women,RH(+),Gyeonggi,51984
2019,Women,RH(+),Gangwon,26081
2019,Women,RH(+),Chungbook,23895
2019,Women,RH(+),Daejeon/Sejong/Chungnaam,71933
2019,Women,RH(+),Jeonbook,27477
2019,Women,RH(+),Gwangju/Jeonnaam,64688
2019,Women,RH(+),Gyeongnaam,31404
2019,Women,RH(+),Jeju,11283
2019,Women,RH(+),Korean Red Cross ¿Ü,49623
2019,Women,Type O,Korean Red Cross,197257
2019,Women,Type O,Central Seoul,19392
2019,Women,Type O,Western Seoul,
2019,Women,Type O,Southern Seoul,15518
2019,Women,Type O,Eastern Seoul,20633
2019,Women,Type O,Busan,17788
2019,Women,Type O,Daegu/Gyeongbook,18994
2019,Women,Type O,Incheon,13039
2019,Women,Type O,Ulsan,6587
2019,Women,Type O,Gyeonggi,15195
2019,Women,Type O,Gangwon,7608
2019,Women,Type O,Chungbook,6679
2019,Women,Type O,Daejeon/Sejong/Chungnaam,19674
2019,Women,Type O,Jeonbook,7522
2019,Women,Type O,Gwangju/Jeonnaam,16949
2019,Women,Type O,Gyeongnaam,8463
2019,Women,Type O,Jeju,3216
2019,Women,Type O,Korean Red Cross ¿Ü,13759
2019,Women,Type A,Korean Red Cross,234229
2019,Women,Type A,Central Seoul,22730
2019,Women,Type A,Western Seoul,
2019,Women,Type A,Southern Seoul,17665
2019,Women,Type A,Eastern Seoul,24255
2019,Women,Type A,Busan,21633
2019,Women,Type A,Daegu/Gyeongbook,21031
2019,Women,Type A,Incheon,15097
2019,Women,Type A,Ulsan,7428
2019,Women,Type A,Gyeonggi,16990
2019,Women,Type A,Gangwon,8141
2019,Women,Type A,Chungbook,7815
2019,Women,Type A,Daejeon/Sejong/Chungnaam,24365
2019,Women,Type A,Jeonbook,9512
2019,Women,Type A,Gwangju/Jeonnaam,23672
2019,Women,Type A,Gyeongnaam,10669
2019,Women,Type A,Jeju,3226
2019,Women,Type A,Korean Red Cross ¿Ü,16803
2019,Women,Type B,Korean Red Cross,189376
2019,Women,Type B,Central Seoul,17841
2019,Women,Type B,Western Seoul,
2019,Women,Type B,Southern Seoul,14869
2019,Women,Type B,Eastern Seoul,20045
2019,Women,Type B,Busan,16671
2019,Women,Type B,Daegu/Gyeongbook,17647
2019,Women,Type B,Incheon,12662
2019,Women,Type B,Ulsan,6362
2019,Women,Type B,Gyeonggi,13835
2019,Women,Type B,Gangwon,7514
2019,Women,Type B,Chungbook,6690
2019,Women,Type B,Daejeon/Sejong/Chungnaam,19557
2019,Women,Type B,Jeonbook,7062
2019,Women,Type B,Gwangju/Jeonnaam,16363
2019,Women,Type B,Gyeongnaam,8675
2019,Women,Type B,Jeju,3583
2019,Women,Type B,Korean Red Cross ¿Ü,13399
2019,Women,Type AB,Korean Red Cross,80566
2019,Women,Type AB,Central Seoul,7773
2019,Women,Type AB,Western Seoul,
2019,Women,Type AB,Southern Seoul,6137
2019,Women,Type AB,Eastern Seoul,8318
2019,Women,Type AB,Busan,7415
2019,Women,Type AB,Daegu/Gyeongbook,7185
2019,Women,Type AB,Incheon,5396
2019,Women,Type AB,Ulsan,2572
2019,Women,Type AB,Gyeonggi,5964
2019,Women,Type AB,Gangwon,2818
2019,Women,Type AB,Chungbook,2711
2019,Women,Type AB,Daejeon/Sejong/Chungnaam,8337
2019,Women,Type AB,Jeonbook,3381
2019,Women,Type AB,Gwangju/Jeonnaam,7704
2019,Women,Type AB,Gyeongnaam,3597
2019,Women,Type AB,Jeju,1258
2019,Women,Type AB,Korean Red Cross ¿Ü,5662
2019,Women,RH(-),Korean Red Cross,3241
2019,Women,RH(-),Central Seoul,383
2019,Women,RH(-),Western Seoul,
2019,Women,RH(-),Southern Seoul,225
2019,Women,RH(-),Eastern Seoul,406
2019,Women,RH(-),Busan,271
2019,Women,RH(-),Daegu/Gyeongbook,334
2019,Women,RH(-),Incheon,196
2019,Women,RH(-),Ulsan,89
2019,Women,RH(-),Gyeonggi,251
2019,Women,RH(-),Gangwon,117
2019,Women,RH(-),Chungbook,93
2019,Women,RH(-),Daejeon/Sejong/Chungnaam,346
2019,Women,RH(-),Jeonbook,98
2019,Women,RH(-),Gwangju/Jeonnaam,235
2019,Women,RH(-),Gyeongnaam,158
2019,Women,RH(-),Jeju,39
2019,Women,RH(-),Korean Red Cross ¿Ü,234
2019,Women,Type O,Korean Red Cross,1081
2019,Women,Type O,Central Seoul,120
2019,Women,Type O,Western Seoul,
2019,Women,Type O,Southern Seoul,68
2019,Women,Type O,Eastern Seoul,166
2019,Women,Type O,Busan,95
2019,Women,Type O,Daegu/Gyeongbook,108
2019,Women,Type O,Incheon,77
2019,Women,Type O,Ulsan,28
2019,Women,Type O,Gyeonggi,78
2019,Women,Type O,Gangwon,30
2019,Women,Type O,Chungbook,27
2019,Women,Type O,Daejeon/Sejong/Chungnaam,136
2019,Women,Type O,Jeonbook,30
2019,Women,Type O,Gwangju/Jeonnaam,64
2019,Women,Type O,Gyeongnaam,40
2019,Women,Type O,Jeju,14
2019,Women,Type O,Korean Red Cross ¿Ü,56
2019,Women,Type A,Korean Red Cross,1057
2019,Women,Type A,Central Seoul,126
2019,Women,Type A,Western Seoul,
2019,Women,Type A,Southern Seoul,84
2019,Women,Type A,Eastern Seoul,126
2019,Women,Type A,Busan,93
2019,Women,Type A,Daegu/Gyeongbook,117
2019,Women,Type A,Incheon,55
2019,Women,Type A,Ulsan,34
2019,Women,Type A,Gyeonggi,80
2019,Women,Type A,Gangwon,37
2019,Women,Type A,Chungbook,30
2019,Women,Type A,Daejeon/Sejong/Chungnaam,115
2019,Women,Type A,Jeonbook,33
2019,Women,Type A,Gwangju/Jeonnaam,81
2019,Women,Type A,Gyeongnaam,35
2019,Women,Type A,Jeju,11
2019,Women,Type A,Korean Red Cross ¿Ü,80
2019,Women,Type B,Korean Red Cross,778
2019,Women,Type B,Central Seoul,100
2019,Women,Type B,Western Seoul,
2019,Women,Type B,Southern Seoul,54
2019,Women,Type B,Eastern Seoul,84
2019,Women,Type B,Busan,64
2019,Women,Type B,Daegu/Gyeongbook,77
2019,Women,Type B,Incheon,48
2019,Women,Type B,Ulsan,19
2019,Women,Type B,Gyeonggi,60
2019,Women,Type B,Gangwon,30
2019,Women,Type B,Chungbook,21
2019,Women,Type B,Daejeon/Sejong/Chungnaam,61
2019,Women,Type B,Jeonbook,32
2019,Women,Type B,Gwangju/Jeonnaam,61
2019,Women,Type B,Gyeongnaam,57
2019,Women,Type B,Jeju,10
2019,Women,Type B,Korean Red Cross ¿Ü,72
2019,Women,Type AB,Korean Red Cross,325
2019,Women,Type AB,Central Seoul,37
2019,Women,Type AB,Western Seoul,
2019,Women,Type AB,Southern Seoul,19
2019,Women,Type AB,Eastern Seoul,30
2019,Women,Type AB,Busan,19
2019,Women,Type AB,Daegu/Gyeongbook,32
2019,Women,Type AB,Incheon,16
2019,Women,Type AB,Ulsan,8
2019,Women,Type AB,Gyeonggi,33
2019,Women,Type AB,Gangwon,20
2019,Women,Type AB,Chungbook,15
2019,Women,Type AB,Daejeon/Sejong/Chungnaam,34
2019,Women,Type AB,Jeonbook,3
2019,Women,Type AB,Gwangju/Jeonnaam,29
2019,Women,Type AB,Gyeongnaam,26
2019,Women,Type AB,Jeju,4
2019,Women,Type AB,Korean Red Cross ¿Ü,26
2020,Men,RH(+),Korean Red Cross,1785601
2020,Men,RH(+),Central Seoul,157156
2020,Men,RH(+),Western Seoul,
2020,Men,RH(+),Southern Seoul,143776
2020,Men,RH(+),Eastern Seoul,170469
2020,Men,RH(+),Busan,137502
2020,Men,RH(+),Daegu/Gyeongbook,138738
2020,Men,RH(+),Incheon,118827
2020,Men,RH(+),Ulsan,63365
2020,Men,RH(+),Gyeonggi,170411
2020,Men,RH(+),Gangwon,116892
2020,Men,RH(+),Chungbook,65621
2020,Men,RH(+),Daejeon/Sejong/Chungnaam,170867
2020,Men,RH(+),Jeonbook,76066
2020,Men,RH(+),Gwangju/Jeonnaam,127056
2020,Men,RH(+),Gyeongnaam,99940
2020,Men,RH(+),Jeju,28915
2020,Men,RH(+),Korean Red Cross ¿Ü,122887
2020,Men,Type O,Korean Red Cross,488712
2020,Men,Type O,Central Seoul,43445
2020,Men,Type O,Western Seoul,
2020,Men,Type O,Southern Seoul,39017
2020,Men,Type O,Eastern Seoul,46584
2020,Men,Type O,Busan,37632
2020,Men,Type O,Daegu/Gyeongbook,39007
2020,Men,Type O,Incheon,32852
2020,Men,Type O,Ulsan,17478
2020,Men,Type O,Gyeonggi,47715
2020,Men,Type O,Gangwon,32247
2020,Men,Type O,Chungbook,17872
2020,Men,Type O,Daejeon/Sejong/Chungnaam,45970
2020,Men,Type O,Jeonbook,20414
2020,Men,Type O,Gwangju/Jeonnaam,33145
2020,Men,Type O,Gyeongnaam,27319
2020,Men,Type O,Jeju,8015
2020,Men,Type O,Korean Red Cross ¿Ü,34412
2020,Men,Type A,Korean Red Cross,613408
2020,Men,Type A,Central Seoul,54442
2020,Men,Type A,Western Seoul,
2020,Men,Type A,Southern Seoul,49413
2020,Men,Type A,Eastern Seoul,58288
2020,Men,Type A,Busan,48049
2020,Men,Type A,Daegu/Gyeongbook,46574
2020,Men,Type A,Incheon,40378
2020,Men,Type A,Ulsan,21570
2020,Men,Type A,Gyeonggi,57364
2020,Men,Type A,Gangwon,38455
2020,Men,Type A,Chungbook,22252
2020,Men,Type A,Daejeon/Sejong/Chungnaam,58697
2020,Men,Type A,Jeonbook,27248
2020,Men,Type A,Gwangju/Jeonnaam,46640
2020,Men,Type A,Gyeongnaam,35179
2020,Men,Type A,Jeju,8859
2020,Men,Type A,Korean Red Cross ¿Ü,41466
2020,Men,Type B,Korean Red Cross,476799
2020,Men,Type B,Central Seoul,41018
2020,Men,Type B,Western Seoul,
2020,Men,Type B,Southern Seoul,38626
2020,Men,Type B,Eastern Seoul,45766
2020,Men,Type B,Busan,36260
2020,Men,Type B,Daegu/Gyeongbook,37330
2020,Men,Type B,Incheon,32027
2020,Men,Type B,Ulsan,16731
2020,Men,Type B,Gyeonggi,45410
2020,Men,Type B,Gangwon,32736
2020,Men,Type B,Chungbook,18203
2020,Men,Type B,Daejeon/Sejong/Chungnaam,46155
2020,Men,Type B,Jeonbook,19624
2020,Men,Type B,Gwangju/Jeonnaam,31964
2020,Men,Type B,Gyeongnaam,26149
2020,Men,Type B,Jeju,8800
2020,Men,Type B,Korean Red Cross ¿Ü,33078
2020,Men,Type AB,Korean Red Cross,206682
2020,Men,Type AB,Central Seoul,18251
2020,Men,Type AB,Western Seoul,
2020,Men,Type AB,Southern Seoul,16720
2020,Men,Type AB,Eastern Seoul,19831
2020,Men,Type AB,Busan,15561
2020,Men,Type AB,Daegu/Gyeongbook,15827
2020,Men,Type AB,Incheon,13570
2020,Men,Type AB,Ulsan,7586
2020,Men,Type AB,Gyeonggi,19922
2020,Men,Type AB,Gangwon,13454
2020,Men,Type AB,Chungbook,7294
2020,Men,Type AB,Daejeon/Sejong/Chungnaam,20045
2020,Men,Type AB,Jeonbook,8780
2020,Men,Type AB,Gwangju/Jeonnaam,15307
2020,Men,Type AB,Gyeongnaam,11293
2020,Men,Type AB,Jeju,3241
2020,Men,Type AB,Korean Red Cross ¿Ü,13931
2020,Men,RH(-),Korean Red Cross,7517
2020,Men,RH(-),Central Seoul,676
2020,Men,RH(-),Western Seoul,
2020,Men,RH(-),Southern Seoul,547
2020,Men,RH(-),Eastern Seoul,721
2020,Men,RH(-),Busan,565
2020,Men,RH(-),Daegu/Gyeongbook,548
2020,Men,RH(-),Incheon,556
2020,Men,RH(-),Ulsan,295
2020,Men,RH(-),Gyeonggi,782
2020,Men,RH(-),Gangwon,441
2020,Men,RH(-),Chungbook,317
2020,Men,RH(-),Daejeon/Sejong/Chungnaam,773
2020,Men,RH(-),Jeonbook,286
2020,Men,RH(-),Gwangju/Jeonnaam,443
2020,Men,RH(-),Gyeongnaam,465
2020,Men,RH(-),Jeju,102
2020,Men,RH(-),Korean Red Cross ¿Ü,439
2020,Men,Type O,Korean Red Cross,2194
2020,Men,Type O,Central Seoul,249
2020,Men,Type O,Western Seoul,
2020,Men,Type O,Southern Seoul,162
2020,Men,Type O,Eastern Seoul,205
2020,Men,Type O,Busan,117
2020,Men,Type O,Daegu/Gyeongbook,170
2020,Men,Type O,Incheon,155
2020,Men,Type O,Ulsan,104
2020,Men,Type O,Gyeonggi,231
2020,Men,Type O,Gangwon,139
2020,Men,Type O,Chungbook,78
2020,Men,Type O,Daejeon/Sejong/Chungnaam,209
2020,Men,Type O,Jeonbook,77
2020,Men,Type O,Gwangju/Jeonnaam,120
2020,Men,Type O,Gyeongnaam,149
2020,Men,Type O,Jeju,29
2020,Men,Type O,Korean Red Cross ¿Ü,118
2020,Men,Type A,Korean Red Cross,2612
2020,Men,Type A,Central Seoul,224
2020,Men,Type A,Western Seoul,
2020,Men,Type A,Southern Seoul,184
2020,Men,Type A,Eastern Seoul,287
2020,Men,Type A,Busan,214
2020,Men,Type A,Daegu/Gyeongbook,188
2020,Men,Type A,Incheon,144
2020,Men,Type A,Ulsan,115
2020,Men,Type A,Gyeonggi,254
2020,Men,Type A,Gangwon,141
2020,Men,Type A,Chungbook,121
2020,Men,Type A,Daejeon/Sejong/Chungnaam,291
2020,Men,Type A,Jeonbook,108
2020,Men,Type A,Gwangju/Jeonnaam,136
2020,Men,Type A,Gyeongnaam,171
2020,Men,Type A,Jeju,34
2020,Men,Type A,Korean Red Cross ¿Ü,167
2020,Men,Type B,Korean Red Cross,1954
2020,Men,Type B,Central Seoul,145
2020,Men,Type B,Western Seoul,
2020,Men,Type B,Southern Seoul,117
2020,Men,Type B,Eastern Seoul,178
2020,Men,Type B,Busan,176
2020,Men,Type B,Daegu/Gyeongbook,139
2020,Men,Type B,Incheon,192
2020,Men,Type B,Ulsan,51
2020,Men,Type B,Gyeonggi,213
2020,Men,Type B,Gangwon,122
2020,Men,Type B,Chungbook,95
2020,Men,Type B,Daejeon/Sejong/Chungnaam,195
2020,Men,Type B,Jeonbook,73
2020,Men,Type B,Gwangju/Jeonnaam,122
2020,Men,Type B,Gyeongnaam,105
2020,Men,Type B,Jeju,31
2020,Men,Type B,Korean Red Cross ¿Ü,105
2020,Men,Type AB,Korean Red Cross,757
2020,Men,Type AB,Central Seoul,58
2020,Men,Type AB,Western Seoul,
2020,Men,Type AB,Southern Seoul,84
2020,Men,Type AB,Eastern Seoul,51
2020,Men,Type AB,Busan,58
2020,Men,Type AB,Daegu/Gyeongbook,51
2020,Men,Type AB,Incheon,65
2020,Men,Type AB,Ulsan,25
2020,Men,Type AB,Gyeonggi,84
2020,Men,Type AB,Gangwon,39
2020,Men,Type AB,Chungbook,23
2020,Men,Type AB,Daejeon/Sejong/Chungnaam,78
2020,Men,Type AB,Jeonbook,28
2020,Men,Type AB,Gwangju/Jeonnaam,65
2020,Men,Type AB,Gyeongnaam,40
2020,Men,Type AB,Jeju,8
2020,Men,Type AB,Korean Red Cross ¿Ü,49
2020,Women,RH(+),Korean Red Cross,638996
2020,Women,RH(+),Central Seoul,63826
2020,Women,RH(+),Western Seoul,
2020,Women,RH(+),Southern Seoul,45773
2020,Women,RH(+),Eastern Seoul,60297
2020,Women,RH(+),Busan,58930
2020,Women,RH(+),Daegu/Gyeongbook,56801
2020,Women,RH(+),Incheon,45480
2020,Women,RH(+),Ulsan,18771
2020,Women,RH(+),Gyeonggi,54430
2020,Women,RH(+),Gangwon,23239
2020,Women,RH(+),Chungbook,19711
2020,Women,RH(+),Daejeon/Sejong/Chungnaam,66846
2020,Women,RH(+),Jeonbook,26310
2020,Women,RH(+),Gwangju/Jeonnaam,55428
2020,Women,RH(+),Gyeongnaam,30529
2020,Women,RH(+),Jeju,12625
2020,Women,RH(+),Korean Red Cross ¿Ü,52606
2020,Women,Type O,Korean Red Cross,180408
2020,Women,Type O,Central Seoul,18375
2020,Women,Type O,Western Seoul,
2020,Women,Type O,Southern Seoul,13060
2020,Women,Type O,Eastern Seoul,17143
2020,Women,Type O,Busan,16468
2020,Women,Type O,Daegu/Gyeongbook,16694
2020,Women,Type O,Incheon,12879
2020,Women,Type O,Ulsan,5456
2020,Women,Type O,Gyeonggi,15676
2020,Women,Type O,Gangwon,6827
2020,Women,Type O,Chungbook,5727
2020,Women,Type O,Daejeon/Sejong/Chungnaam,18431
2020,Women,Type O,Jeonbook,7135
2020,Women,Type O,Gwangju/Jeonnaam,14668
2020,Women,Type O,Gyeongnaam,8286
2020,Women,Type O,Jeju,3583
2020,Women,Type O,Korean Red Cross ¿Ü,14795
2020,Women,Type A,Korean Red Cross,212793
2020,Women,Type A,Central Seoul,21370
2020,Women,Type A,Western Seoul,
2020,Women,Type A,Southern Seoul,14915
2020,Women,Type A,Eastern Seoul,20035
2020,Women,Type A,Busan,19795
2020,Women,Type A,Daegu/Gyeongbook,18470
2020,Women,Type A,Incheon,14805
2020,Women,Type A,Ulsan,6046
2020,Women,Type A,Gyeonggi,17809
2020,Women,Type A,Gangwon,7250
2020,Women,Type A,Chungbook,6382
2020,Women,Type A,Daejeon/Sejong/Chungnaam,22624
2020,Women,Type A,Jeonbook,9132
2020,Women,Type A,Gwangju/Jeonnaam,19978
2020,Women,Type A,Gyeongnaam,10507
2020,Women,Type A,Jeju,3675
2020,Women,Type A,Korean Red Cross ¿Ü,17658
2020,Women,Type B,Korean Red Cross,171912
2020,Women,Type B,Central Seoul,16772
2020,Women,Type B,Western Seoul,
2020,Women,Type B,Southern Seoul,12512
2020,Women,Type B,Eastern Seoul,16185
2020,Women,Type B,Busan,15879
2020,Women,Type B,Daegu/Gyeongbook,15354
2020,Women,Type B,Incheon,12509
2020,Women,Type B,Ulsan,5186
2020,Women,Type B,Gyeonggi,14695
2020,Women,Type B,Gangwon,6642
2020,Women,Type B,Chungbook,5299
2020,Women,Type B,Daejeon/Sejong/Chungnaam,17889
2020,Women,Type B,Jeonbook,6813
2020,Women,Type B,Gwangju/Jeonnaam,14021
2020,Women,Type B,Gyeongnaam,8229
2020,Women,Type B,Jeju,3927
2020,Women,Type B,Korean Red Cross ¿Ü,14081
2020,Women,Type AB,Korean Red Cross,73883
2020,Women,Type AB,Central Seoul,7309
2020,Women,Type AB,Western Seoul,
2020,Women,Type AB,Southern Seoul,5286
2020,Women,Type AB,Eastern Seoul,6934
2020,Women,Type AB,Busan,6788
2020,Women,Type AB,Daegu/Gyeongbook,6283
2020,Women,Type AB,Incheon,5287
2020,Women,Type AB,Ulsan,2083
2020,Women,Type AB,Gyeonggi,6250
2020,Women,Type AB,Gangwon,2520
2020,Women,Type AB,Chungbook,2303
2020,Women,Type AB,Daejeon/Sejong/Chungnaam,7902
2020,Women,Type AB,Jeonbook,3230
2020,Women,Type AB,Gwangju/Jeonnaam,6761
2020,Women,Type AB,Gyeongnaam,3507
2020,Women,Type AB,Jeju,1440
2020,Women,Type AB,Korean Red Cross ¿Ü,6072
2020,Women,RH(-),Korean Red Cross,3096
2020,Women,RH(-),Central Seoul,366
2020,Women,RH(-),Western Seoul,
2020,Women,RH(-),Southern Seoul,205
2020,Women,RH(-),Eastern Seoul,301
2020,Women,RH(-),Busan,305
2020,Women,RH(-),Daegu/Gyeongbook,286
2020,Women,RH(-),Incheon,211
2020,Women,RH(-),Ulsan,87
2020,Women,RH(-),Gyeonggi,279
2020,Women,RH(-),Gangwon,98
2020,Women,RH(-),Chungbook,99
2020,Women,RH(-),Daejeon/Sejong/Chungnaam,339
2020,Women,RH(-),Jeonbook,108
2020,Women,RH(-),Gwangju/Jeonnaam,226
2020,Women,RH(-),Gyeongnaam,155
2020,Women,RH(-),Jeju,31
2020,Women,RH(-),Korean Red Cross ¿Ü,259
2020,Women,Type O,Korean Red Cross,957
2020,Women,Type O,Central Seoul,112
2020,Women,Type O,Western Seoul,
2020,Women,Type O,Southern Seoul,49
2020,Women,Type O,Eastern Seoul,108
2020,Women,Type O,Busan,116
2020,Women,Type O,Daegu/Gyeongbook,84
2020,Women,Type O,Incheon,67
2020,Women,Type O,Ulsan,19
2020,Women,Type O,Gyeonggi,86
2020,Women,Type O,Gangwon,23
2020,Women,Type O,Chungbook,19
2020,Women,Type O,Daejeon/Sejong/Chungnaam,126
2020,Women,Type O,Jeonbook,28
2020,Women,Type O,Gwangju/Jeonnaam,59
2020,Women,Type O,Gyeongnaam,49
2020,Women,Type O,Jeju,12
2020,Women,Type O,Korean Red Cross ¿Ü,72
2020,Women,Type A,Korean Red Cross,1069
2020,Women,Type A,Central Seoul,124
2020,Women,Type A,Western Seoul,
2020,Women,Type A,Southern Seoul,98
2020,Women,Type A,Eastern Seoul,93
2020,Women,Type A,Busan,87
2020,Women,Type A,Daegu/Gyeongbook,75
2020,Women,Type A,Incheon,60
2020,Women,Type A,Ulsan,37
2020,Women,Type A,Gyeonggi,96
2020,Women,Type A,Gangwon,38
2020,Women,Type A,Chungbook,36
2020,Women,Type A,Daejeon/Sejong/Chungnaam,125
2020,Women,Type A,Jeonbook,49
2020,Women,Type A,Gwangju/Jeonnaam,100
2020,Women,Type A,Gyeongnaam,41
2020,Women,Type A,Jeju,10
2020,Women,Type A,Korean Red Cross ¿Ü,91
2020,Women,Type B,Korean Red Cross,751
2020,Women,Type B,Central Seoul,94
2020,Women,Type B,Western Seoul,
2020,Women,Type B,Southern Seoul,42
2020,Women,Type B,Eastern Seoul,71
2020,Women,Type B,Busan,78
2020,Women,Type B,Daegu/Gyeongbook,84
2020,Women,Type B,Incheon,52
2020,Women,Type B,Ulsan,22
2020,Women,Type B,Gyeonggi,71
2020,Women,Type B,Gangwon,26
2020,Women,Type B,Chungbook,26
2020,Women,Type B,Daejeon/Sejong/Chungnaam,64
