city,year,month,month_name,unit,patients,bilateral thyroidectomy patients,bilateral thyroidectomy unit,aortic valve replacement patients,aortic valve replacement unit,graft replacement of aorta patients,graft replacement of aorta unit,pda ligation patients,pda ligation unit,exploratory laparotomy patients,exploratory laparotomy unit,laparoscopic cholecystectomy patients,laparoscopic cholecystectomy unit,pylorus preserving pancreaticoduodenectomy patients,pylorus preserving pancreaticoduodenectomy unit,transurethral resection of prostate patients,transurethral resection of prostate unit,prostatectomy patients,prostatectomy unit,total abdominal hysterectomy patients,total abdominal hysterectomy unit,low cervical cesarean section patients,low cervical cesarean section unit,total hip replacement patients,total hip replacement unit,total knee replacement patients,total knee replacement unit,mastectomy patients,mastectomy unit,craniotomy and removal of brain tumor patients,craniotomy and removal of brain tumor unit,total gastrectomy patients,total gastrectomy unit,wedge resection of liver patients,wedge resection of liver unit,lobectomy of liver patients,lobectomy of liver unit,laminectomy patients,laminectomy unit,liver transplantation patients,liver transplantation unit
Daejeon/Chungnam,2008,7,July,13094.880637331575,5066,586.7015074618417,977.8358457697362,327.3116532249995,942.9692866720222,4.6531115218730745,32.571780653111524,24.557313564947997,130.06280888102089,225.1224180461854,487.76523910006836,200.32986504876388,314.8040736480575,93.26393310210482,154.0882372991297,23.12451771308313,46.24903542616626,43.27272727272727,91.53846153846155,561.8057242152693,1598.2404223365418,998.1642224490054,4312.069440979703,32.345138441725695,47.996011881270384,144.1735663757688,248.09354441870184,134.14036756462954,134.14036756462954,15.1875,35.20384615384616,74.68068331143233,109.14869099363186,12.50043365134432,23.913873072136962,78.47680082030249,208.52407075108945,814.807200977418,1746.0154306658956,0.0,0.0
Daejeon/Chungnam,2008,8,August,12240.561038504104,4708,583.8151802728148,973.0253004546914,289.8241709860113,834.9696354596992,5.146025878003697,36.02218114602588,24.436490373976543,129.42289346217208,210.99735489048058,457.1609355960412,192.82892946246315,303.0168891552992,94.55238276238893,156.21698021612085,18.941424061732725,37.88284812346545,38.72727272727273,81.92307692307692,527.2213208328703,1499.853757541786,958.9366708243565,4142.60641796122,29.98454603992273,44.49319734956276,119.7669737705715,206.09473549123985,110.82685056221763,110.82685056221763,14.660156249999998,33.981490384615384,63.060446780551906,92.16526837157586,11.977016478751084,22.912553263697728,70.936426557293,188.48821913794998,706.874705985023,1514.731512825049,0.0,0.0
Daejeon/Chungnam,2008,9,September,11706.018892043376,4380,397.9246080410542,663.2076800684238,296.04738938141645,852.8984313131283,4.672828096118299,32.70979667282809,20.690971453861476,109.58551547785893,180.38178738074717,390.8272059916188,192.0361476525289,301.7710891682597,93.46215612676392,154.41573620943603,19.552437741143457,39.104875482286914,36.909090909090914,78.0769230769231,476.31354879120653,1355.0299232853288,1009.7407743382345,4362.0801451411735,25.464262717321315,37.78568016118647,122.78829277779128,211.2938143526665,104.69171450895132,104.69171450895132,12.09375,28.03269230769231,54.795006570302235,80.08500960274941,9.944926279271467,19.025076360345416,73.66803383747757,195.74648991101182,640.3657338530714,1372.2122868280103,0.0,0.0
Daejeon/Chungnam,2008,10,October,10434.64062356457,3843,330.70648831198235,551.1774805199706,245.15035321899578,706.266493797583,4.317929759704251,30.22550831792976,18.063067050232352,95.66735511789727,145.57600974826877,315.4146877879157,137.76108528010886,216.48170544017105,72.94607307454744,120.51959899273055,20.49245878639074,40.98491757278148,38.90909090909091,82.3076923076923,418.82945556307646,1191.4975891018553,953.9963588716281,4121.264270325433,25.16291049581455,37.33851234862804,144.36239881372,248.41848684754098,76.60155586506778,76.60155586506778,11.25,26.07692307692308,48.32851511169514,70.6339836247852,9.144405897658283,17.49364606508541,57.87592924891054,153.784612004248,618.6057331881613,1325.583713974631,0.0,0.0
Daejeon/Chungnam,2008,11,November,10913.089639558972,4155,396.75897590702414,661.2649598450403,291.89857711781303,840.9459007441757,4.948860135551448,34.642020948860136,18.697388802832485,99.02691106685354,155.7811989181799,337.5259309893898,175.7536289408029,276.18427404983316,87.01990782534327,143.77202162448017,20.210452472816556,40.42090494563311,43.63636363636363,92.3076923076923,420.4148187062425,1196.00767390569,896.5560154212495,3873.121986619798,31.2401802962009,46.35639656855618,170.89335634586868,294.07289809944353,100.9229880762306,100.9229880762306,12.83203125,29.743990384615387,65.78318002628122,96.14464773071869,11.638334778837814,22.26464044647234,71.64778261984107,190.37839381843483,648.5347706475394,1389.7173656732987,0.0,0.0
Daejeon/Chungnam,2008,12,December,11343.478085906076,4373,476.29949248155765,793.8324874692628,302.0483499769857,870.186913028935,4.396796056685151,30.777572396796057,18.81821199380394,99.66682648570234,169.43317383421999,367.1052099741433,176.97329326377863,278.10088941450925,85.23590060341141,140.8245314317232,23.641529287969135,47.28305857593827,50.36363636363636,106.53846153846153,487.2349393330168,1386.09939637841,873.6978556399692,3774.3747363646676,32.14423696072119,47.69790000623144,214.60806573157984,369.29707037571,86.50541835105479,86.50541835105479,12.9375,29.98846153846154,61.747700394218136,90.24663903770342,10.006504770164788,19.14287869075003,69.94052806972572,185.84197458527117,719.8150386063483,1542.4607970136033,0.0,0.0
Daejeon/Chungnam,2009,1,January,13915.31085911143,5361,895.3054932695012,1492.1758221158354,340.71439633931715,981.581951358509,5.695926563396443,39.871485943775106,43.78979839153905,231.9237470366698,230.38198900091658,499.16097616865255,234.66273893689447,368.7557326151199,93.84585825773482,155.04967886060535,22.69156041287189,45.38312082574378,44.93258053802723,95.04968959967299,556.2170781695941,1582.341687896259,1134.989851718744,4903.156159424974,30.15448242306289,44.74536101486752,190.14233315063873,327.19649351278,123.26519786513929,123.26519786513929,19.587781134608928,45.40347216842685,82.30094169505108,120.28599170815157,11.992955265938711,22.943044856578403,74.55430689574017,198.10144403725243,706.9284788467737,1514.8467403859436,0.0,0.0
Daejeon/Chungnam,2009,2,February,12939.612133877488,5073,777.769439858108,1296.2823997635132,355.636747624076,1024.5725348217427,6.1835915088927145,43.285140562249,39.430024604311264,208.8330932746856,224.09758822181485,485.5447744805988,225.86737365802568,354.9344443197546,92.68308045794873,153.1285677131327,22.350333940497876,44.70066788099575,54.03786117568914,114.31086017934241,533.3487367594383,1517.2851994018504,952.8411955580261,4116.2739648106735,31.369663058022137,46.548532279645755,222.28799696445887,382.5126785371315,122.63144363447019,122.63144363447019,17.85834172541121,41.394720307107015,75.10959727509517,109.77556524821601,12.3141951391335,23.557590700951042,77.94686985172982,207.11596846316777,723.0498501546459,1549.3925360456699,0.0,0.0
Daejeon/Chungnam,2009,3,March,13398.91265268246,5158,608.8012862570928,1014.668810428488,387.678141499472,1116.8822647960978,6.983362019506599,48.88353413654619,43.27123498953399,229.17728161123557,197.9931542163153,428.98516746868313,237.77402461377326,373.6448958216437,104.4077566057917,172.49977178348195,24.141772920461445,48.28354584092289,58.19461972766523,123.10400327006106,483.29941387170305,1374.9035049798447,1050.117448579887,4536.507377865112,35.78031869602238,53.09337612958159,222.28799696445887,382.5126785371315,121.63554412913304,121.63554412913304,20.114132259147365,46.62352708274159,86.74559206571828,126.78201917297287,13.197604790419163,25.24759177297579,84.29424570487173,223.98185287294487,779.2842398348615,1669.8947996461318,0.0,0.0
Daejeon/Chungnam,2009,4,April,12571.914876216611,4844,560.8087413570589,934.6812355950982,364.2720168954594,1049.4503343892998,5.559380378657488,38.915662650602414,40.390327200616944,213.91914035882309,187.97954857928505,407.28902192178424,218.08915946582874,342.71153630344514,101.74305748128194,168.09722540385712,24.909532483302975,49.81906496660595,46.120225838591836,97.5620161970212,441.8186258547704,1256.8978149316742,978.5509934973433,4227.340291908523,31.864736650042573,47.28315760974059,186.87410936380118,321.5725414693331,109.68475006508721,109.68475006508721,17.444780127559586,40.43610573157402,84.24859747545582,123.13256554105081,12.876364917224375,24.633045928603153,75.37508825606025,200.28237736610293,754.9117729757162,1617.6680849479633,0.0,0.0
Daejeon/Chungnam,2009,5,May,12229.5121074041,4747,541.9449303157243,903.2415505262071,363.59028511087644,1047.4862975813344,5.266781411359725,36.867469879518076,37.24053468473431,197.2369059228521,190.5347445004583,412.82527975099293,204.68669808850487,321.6505255676505,99.3206037317276,164.09491051328908,22.648907103825138,45.297814207650276,55.81932912653603,118.07935007536469,427.9727814277779,1217.508774751437,913.6750998668442,3947.076431424767,28.939301788103638,42.94218975008927,176.2889666512079,303.35765201518393,106.74231970840927,106.74231970840927,18.948640483383688,43.9219769153304,85.74679422961331,125.32223772020407,13.51884466361395,25.862137617348424,78.13838550247118,207.62485290656628,750.2149955080682,1607.6035618030032,0.0,0.0
Daejeon/Chungnam,2009,6,June,12401.92782573366,4858,526.5206745639775,877.5344576066293,376.4674410418866,1084.5847706206732,6.788296041308089,47.51807228915663,39.46843670816349,209.03653515805107,195.23078024747937,423.0000238695386,219.525137470542,344.9680731679946,102.56669175613041,169.45801246665025,25.677292046144508,51.354584092289016,57.4028561939555,121.42911887182895,470.077767349206,1337.2902002175688,867.5929181802903,3748.0014065388546,31.909743340226246,47.3499417306583,187.5570217968717,322.7476956276653,116.33916948711273,116.33916948711273,18.647868412218866,43.22480267857912,85.74679422961331,125.32223772020407,13.304684748150757,25.452440387766668,81.64038597317017,216.930168442995,793.8188619982581,1701.0404185676957,0.0,0.0
Daejeon/Chungnam,2009,7,July,13518.273821603612,5313,716.2873890567208,1193.8123150945348,367.9079197465681,1059.9251973651128,5.578886976477338,39.05220883534137,48.07274797106239,254.60751703192307,226.99808088909256,491.8291752597005,248.5438596491228,390.5689223057644,115.16345125381294,190.270049897604,23.629933211900426,47.25986642380085,48.69345732314846,103.00539049127559,541.9740168942863,1541.822634268228,956.5247630990395,4132.186976587851,30.694562705267,45.546770465880066,174.72802394704667,300.67158536756745,127.2487958864879,127.2487958864879,20.302114803625376,47.05926098071113,87.99408936084953,128.6067459889339,14.375484325466713,27.500926535675454,85.74429277477053,227.8348350872474,839.9615271196088,1799.9175581134475,0.0,0.0
Daejeon/Chungnam,2009,8,August,13294.383087034546,5227,733.7538807616603,1222.9231346027673,342.9868356212601,988.1287407183922,5.890992541594951,41.23694779116465,51.72189783702398,273.93449595164554,232.6609475252062,504.0987196379468,246.44972505891593,387.27813937829643,104.26240938081845,172.25963289004787,22.734213721918643,45.468427443837285,48.891398206575886,103.4241115908336,564.0479246078112,1604.619095867049,933.3709099840988,4032.1623311313074,28.48923488626688,42.27434854091214,161.06977528563598,277.16850220092346,127.973086435824,127.973086435824,18.347096341054044,42.52762844182784,88.54342817070727,129.40962578795677,13.277914758717857,25.401228234068945,78.27518239585784,207.98834179470796,807.5283746065273,1730.4179455854157,0.0,0.0
Daejeon/Chungnam,2009,9,September,12745.273246024724,4860,523.8335219939869,873.0558699899782,338.5177050334389,975.2533883106216,4.5255306942053934,31.678714859437754,48.47607506151078,256.7436568072608,196.47384853345554,425.69333848915363,238.61167844985596,374.96120899263076,111.14217802955275,183.62620717926106,21.582574377656343,43.165148755312686,44.734639654599796,94.63096850011496,480.9728580458559,1368.2848547856245,1016.1384173852339,4389.717963104211,26.914000729838218,39.936904308792194,132.38745309667357,227.81202755097104,110.72591772975788,110.72591772975788,17.294394091977175,40.08751861319838,83.09997996393508,121.45381687036665,12.715744980626981,24.325773006416835,73.13161920451871,194.32115960057828,746.85108732178,1600.3951871181,0.0,0.0
Daejeon/Chungnam,2009,10,October,12520.69157586132,4782,481.4839974909335,802.4733291515558,360.8633579725449,1039.6301503494747,5.305794606999426,37.140562248995984,45.86405199955933,242.90960873840683,185.76964940421632,402.50090704246867,233.52592301649645,366.96930759735153,107.16935388028364,177.0624107587295,23.928506375227688,47.857012750455375,46.318166722019264,97.9807372965792,461.90644932671864,1314.044209291527,983.3621837549933,4248.1246338215715,28.66926164700158,42.54148502458299,187.06922720182132,321.90829980028514,100.3595092423848,100.3595092423848,18.08392077878483,41.91760098467048,78.45557002604689,114.6658331149916,12.876364917224375,24.633045928603153,76.08643210167098,202.17251958444,779.5381196979775,1670.4388279242376,0.0,0.0
Daejeon/Chungnam,2009,11,November,11937.636333291433,4561,470.7353872109707,784.5589786849512,344.2745512143611,991.838588022326,5.032702237521515,35.22891566265061,39.602879071646285,209.74858174983035,155.72883249312557,337.41247040177205,206.42183817753337,324.377174278981,91.47185358317157,151.1274102678487,22.051760777170614,44.10352155434123,42.55728993689804,90.02503640497662,447.2661712030954,1272.3951422157022,943.293989890502,4075.030036326969,32.58484369298139,48.35170354442399,194.53248450609217,334.7510559592013,102.3060400937256,102.3060400937256,18.53507888553206,42.96336233979739,69.61620917651774,101.74676725798746,10.199365973934484,19.511830558831186,68.75411861614498,182.68951518004238,749.199476055604,1605.42744869058,0.0,0.0
Daejeon/Chungnam,2009,12,December,12716.972875241205,5003,616.7552578642652,1027.9254297737755,361.09060190073916,1040.2848292854628,5.188755020080322,36.32128514056225,45.67199148029819,241.89239932157932,187.15083638863427,405.49347884204093,227.84184341450643,358.0371825085101,99.22370558174542,163.93481791766635,24.653612629022465,49.30722525804493,48.297575556293594,102.16794829215952,516.0981764897427,1468.2103296690957,899.5422284849973,3886.0224270551885,32.62985038316506,48.41848766534171,278.77461107129307,479.71471534775213,122.0882257224681,122.0882257224681,18.83585095669688,43.66053657654867,89.39240633139651,130.65044002281027,11.350475519549137,21.713953167833132,76.05907272299363,202.09982180681163,823.7132158801786,1765.0997483146684,0.0,0.0
Daejeon/Chungnam,2010,1,January,15382.684086506846,6056,952.5908171053645,1587.6513618422744,414.7418979557919,1194.851658396448,6.649630723781389,46.547415066469725,65.0581413281515,344.56719296020987,204.54467330136112,443.1801254862824,271.2442111638236,426.2409032574371,128.5160333380421,212.3308376889391,25.551214798453895,51.10242959690779,38.408251231527096,81.24822375899963,592.3016864382769,1684.9961769364772,1127.5798849913047,4871.1451031624365,39.17128948262199,58.12513923227779,297.00831275565025,511.0912276478996,155.51200243087206,155.51200243087206,19.47699836867863,45.1466833981679,97.96375266524521,143.17779235689684,17.869680410664017,34.18547556822681,90.35556961297372,240.0876564001873,954.9361265350037,2046.291699717865,0.0,0.0
Daejeon/Chungnam,2010,2,February,12846.689249523828,4993,726.4978957908816,1210.829826318136,380.3668938008974,1095.8189083311568,4.054652880354505,28.382570162481535,53.21535424570495,281.84428359762256,174.34299891885897,377.7431643241944,225.5205410315938,354.389421621076,108.23492018646701,178.82291161242375,18.892186637217005,37.78437327443401,34.874692118226605,73.77338717317167,479.8111657242815,1364.980040422525,970.7150050596555,4193.488821857712,27.850107551228348,41.32596604375819,189.16778194567493,325.51948802047764,130.83403220905498,130.83403220905498,13.804404567699837,31.997901869745267,66.9292408389944,97.81965968776105,12.65110117569134,24.202106596974737,73.4448789464604,195.15353548630907,775.6275119646809,1662.0589542100306,0.0,0.0
Daejeon/Chungnam,2010,3,March,14800.472142452592,5749,654.9719275395807,1091.6198792326347,477.5966760844275,1375.9332811003744,6.703692762186115,46.92584933530281,58.79491687486505,311.39530048539643,202.41122168935215,438.5576469935963,273.22680932673865,429.35641465630357,127.32607006639356,210.36481141404153,26.523881833241305,53.04776366648261,51.00615763546798,107.89764115195149,523.6430885595673,1489.674303660838,1092.6032563578963,4720.046067466113,38.492018566738366,57.117188840966605,275.0132137000245,473.24211132425864,142.81610452749925,142.81610452749925,18.263784665579117,42.33451625047057,89.61025437596074,130.96883331871183,17.237125351879452,32.97537023837808,90.96785324055438,241.71458146775876,954.6780356899942,2045.7386479071304,0.0,0.0
Daejeon/Chungnam,2010,4,April,13491.776847824398,5218,586.8229593372967,978.0382655621611,429.18936347016785,1236.474118568817,5.604431314623339,39.23101920236337,53.435890318003764,283.0123079805385,174.74302109611068,378.6098790415731,241.1954577571414,379.02143361836505,119.72065263455289,197.79933913534825,22.44616234124793,44.89232468249586,46.08990147783251,97.49786851079955,468.1683112211587,1331.858126749848,1017.8047518345038,4396.9165279250565,31.92573304653006,47.37366839162525,216.67406834932424,372.8522429714867,136.7995745973868,136.7995745973868,16.853833605220228,39.06632199774125,85.50944612485743,124.97534433633008,14.643649610862724,28.013938385998255,83.1539478980965,220.95191870065642,845.0539492722259,1810.8298912976268,0.0,0.0
Daejeon/Chungnam,2010,5,May,13373.973312799371,5181,570.4915656576267,950.8192760960445,416.4025261758351,1199.6358492208583,5.171935007385525,36.20354505169867,53.92106967706116,285.5819616229536,203.21126604385552,440.29107642835356,233.07919652770767,366.2673088292549,116.92682582285634,193.1834513595018,22.67062396466041,45.34124792932082,39.330049261083744,83.19818112921561,472.39169961935033,1343.8729385722897,992.9728596445516,4289.642753664463,31.518170496999886,46.76889815683854,205.99924600855778,354.4830330175752,131.08896991795808,131.08896991795808,17.05057096247961,39.522349102773255,87.18014578271433,127.4171361439671,15.402715681404207,29.466064781816744,78.75133705215941,209.253552738595,861.6362860640837,1846.363470137322,0.0,0.0
Daejeon/Chungnam,2010,6,June,13729.739980630338,5364,573.5364017673957,955.8940029456595,408.43151071962774,1176.6717332636895,4.57725258493353,32.040768094534705,64.17599703895623,339.89509542854597,222.14564910043524,481.315573050943,249.12585040880185,391.48347921383146,123.44575505014832,203.95385616981028,22.259110988404196,44.51822197680839,46.243534482758626,97.82286140583555,501.327617428582,1426.1906357882074,968.3680884197515,4183.350141973327,34.552247254613384,51.271076571361796,210.51742662720778,362.25790792830054,143.7848678213309,143.7848678213309,16.42756933115824,38.078263270171924,85.96509148609114,125.64128755659473,16.03527074018877,30.676170111665478,84.61176605900282,224.82554981392175,916.6741587623511,1964.3017687764666,0.0,0.0
Daejeon/Chungnam,2010,7,July,13557.75482369531,5342,708.4503217584326,1180.7505362640543,406.35572544457375,1170.6914947331768,5.0277695716395865,35.194387001477104,72.66663582246075,384.86403417081067,234.9463587724891,509.0504440070597,257.3040678308267,404.3349637341562,127.84344540189294,211.21960544660573,23.53106018774158,47.06212037548316,42.2490763546798,89.37304613489958,420.91201941436617,1197.4221241960415,951.6368439868874,4111.071166023354,33.64655270010189,49.92714271628023,182.41533618593428,313.8998947473057,144.39671832269826,144.39671832269826,17.345676998368678,40.206389760321244,85.40819160013884,124.82735695404907,16.7310813048518,32.00728597449909,84.08695152107654,223.43104261314625,892.2200511977048,1911.9001097093674,0.0,0.0
Daejeon/Chungnam,2010,8,August,14090.049422573054,5586,824.4308972123606,1374.0514953539343,425.95113844108363,1227.1449464612172,4.41506646971935,30.90546528803545,77.49637580580487,410.4437681566703,248.8137942505475,539.0965542095195,286.36152215605125,449.9966776737948,132.75851108913687,219.34014875596526,23.979983434566538,47.959966869133076,46.85806650246305,99.12283298597954,318.5233871663156,906.1441186627943,1019.4703055789518,4404.111720101072,32.87671232876712,48.784798939460885,173.32932461216566,298.264706740023,161.4775448192039,161.4775448192039,19.05073409461664,44.15862467059858,94.47047156245351,138.07222766820126,18.438979963570127,35.274570365090675,89.94738052791995,239.003039688473,943.4510839320826,2021.6808941401769,0.0,0.0
Daejeon/Chungnam,2010,9,September,12514.075156715226,4697,485.5129578668011,809.1882631113352,370.81828153564896,1068.3098110907981,3.5680945347119644,24.97666174298375,58.88313130378458,311.8625102385628,185.07692734177917,401.0000092405215,256.870374482689,403.6534456156541,124.79093092244668,206.1763206544771,19.041827719491994,38.08365543898399,33.64562807881773,71.17344401288366,201.58118678936154,573.4637210387009,1141.585677842345,4931.65012827893,26.94441299671686,39.982032188676634,130.6796855855686,224.8733051102092,127.21391674263143,127.21391674263143,14.132300163132138,32.7579470447986,72.19447612436159,105.51500356637462,13.663189269746647,26.13827512473272,75.66076255103802,201.04145477847243,764.852219185536,1638.969041111863,0.0,0.0
Daejeon/Chungnam,2010,10,October,12999.975818352199,4942,560.139122884412,933.5652048073534,410.4242645836796,1182.4127622529816,4.541211225997046,31.78847858197932,58.993399339933994,312.4465224300208,183.14348681839604,396.8108881065247,253.95843343090743,399.0775382485688,122.46274191269953,202.32974750793835,22.708034235229157,45.41606847045831,36.103756157635466,76.37333033345963,216.64841026399105,616.3273740268711,1136.7404305857688,4910.718660130521,32.28801086833465,47.91124193365787,203.96358221334188,350.98006739845727,131.03798237617744,131.03798237617744,14.263458401305057,33.06196511481993,83.38310110576684,121.86760930842846,16.25666501076337,31.099706977112536,90.06400598079246,239.31293017753424,829.9556348391725,1778.4763603696554,0.0,0.0
Daejeon/Chungnam,2010,11,November,12870.584986920006,4941,573.7578443935606,956.2630739892677,428.10995512713976,1233.3643945329502,5.29807976366322,37.086558345642544,46.86391536349897,248.2051813696427,174.80969145898595,378.7543314944695,256.1888563641869,402.5824885722937,119.77239016810283,197.8848185386047,21.510905577029263,43.021811154058526,42.095443349753694,89.04805323986359,208.20163346760782,592.2977503819877,1098.5084014518484,4745.556294271985,34.099399977357635,50.59910964382101,229.63280616765,395.1516094736769,129.7123062898815,129.7123062898815,17.93588907014682,41.57447107541725,84.14251004115636,122.9775146755362,16.414803775459514,31.402233309574726,90.79291506124561,241.24974573416688,856.2809010301374,1834.8876450645803,0.0,0.0
Daejeon/Chungnam,2010,12,December,12778.589476481311,5064,688.7972886862873,1147.9954811438122,427.6117666611268,1231.9291372856271,5.388183161004431,37.71728212703101,51.49517288177416,272.733693410878,196.81091120782858,426.42364095029524,264.92467951953165,416.3102106735497,113.20172340726091,187.02893432503978,21.88500828271673,43.77001656543346,42.095443349753694,89.04805323986359,229.4897939071412,652.8588964599707,976.0144942465354,4216.382615145033,36.63534472998981,54.3621244380494,319.59921584890014,549.9656022015262,143.32597994530536,143.32597994530536,16.39477977161501,38.00225875266659,88.24331829225963,128.97100365791792,15.655737704918032,29.950106913756237,82.1626315486802,218.31784954363593,839.6340415270272,1799.2158032722011,0.0,0.0
Daejeon/Chungnam,2011,1,January,15180.949095032942,5851,948.6311418685121,1581.0519031141869,419.06361889349654,1207.30233062174,7.250478011472275,50.753346080305924,94.01918169819622,497.95344380896523,213.45364604551008,462.48289976527184,288.14606201580193,452.80095459626017,131.15475241692366,216.69046051491733,30.998674326115776,61.99734865223155,24.013047842087655,50.79683197364697,326.78405096660805,929.6442829222469,1273.001048835241,5499.3645309682415,40.57469387755102,60.20761026991442,262.2714789495459,451.31616320662596,152.71943026068263,152.71943026068263,20.04407169873376,46.461130296552106,88.3112922705314,129.07035024154587,18.173122907699664,34.765974258208054,83.46121289253263,221.7683656858724,916.9217873162742,1964.832401392016,0.0,0.0
Daejeon/Chungnam,2011,2,February,12286.139369800087,4750,704.4487889273356,1174.0813148788927,377.8572873470213,1088.5888516426091,6.034416826003825,42.24091778202677,79.7280539668573,422.2633969355776,181.6640865972182,393.60552096063935,242.37884234606585,380.8810379723892,114.09719671506288,188.50841196401694,28.357048166151124,56.71409633230225,22.790565406490465,48.21081143680676,233.18463412685733,663.3700798436458,989.481041229652,4274.558098112097,31.68734693877551,47.01993416721527,215.65223901180084,371.0938813764322,115.10761742661771,115.10761742661771,15.939483637559611,36.94690566244587,61.138586956521735,89.35639632107022,14.144747329826238,27.059516630971935,69.29008198419511,184.113646415147,779.1605014109382,1669.6296458805818,0.0,0.0
Daejeon/Chungnam,2011,3,March,14423.400570835709,5558,710.1103806228373,1183.5173010380622,469.9749165570952,1353.97535484306,7.617590822179732,53.32313575525812,85.74676638803344,454.1402812403253,199.01588779607752,431.2010902248346,283.18845037390184,445.0104220161315,130.7580650750199,216.0350640369894,37.19840919133893,74.39681838267786,26.370692539310806,55.78415729469594,272.0778079565426,774.0144536694745,1164.9681914645664,5032.662587126927,39.41142857142857,58.481474654377884,270.78943635611415,465.9738448977007,146.4346800441936,146.4346800441936,21.275448117086007,49.31539768678398,81.74305555555556,119.47061965811966,18.173122907699664,34.765974258208054,90.07440731642347,239.34056801221092,926.9894483583847,1986.4059607679671,0.0,0.0
Daejeon/Chungnam,2011,4,April,12936.654050503706,4993,606.4193771626298,1010.6989619377163,415.72256498432284,1197.6769134072158,6.516252390057361,45.61376673040153,69.25496407097815,366.79480970925465,179.80969562940115,389.58767386370243,264.9299294488552,416.31846056248673,118.06407013410028,195.0623767432961,37.575784357048164,75.15156871409633,21.830043492806958,46.17893815786087,225.21996325291582,640.7119644263984,1053.3014327948085,4550.262189673573,36.01469387755102,53.44115865701119,216.0092791426151,371.7082752197707,135.21881811938246,135.21881811938246,16.6235816477553,38.53260976813024,78.45893719806763,114.67075436640653,16.658695998724696,31.86880973669072,78.11667209281677,207.56715727519884,843.325910710972,1807.1269515235115,0.0,0.0
Daejeon/Chungnam,2011,5,May,13364.882098289987,5183,613.9157439446367,1023.1929065743946,435.68933953676543,1255.2002400940146,6.011472275334608,42.08030592734225,71.2170112919783,377.1863931389962,192.85666065297096,417.85609808143704,262.26974759222594,412.1381747877836,128.8242142832392,212.84000620709085,30.028281042863455,60.05656208572691,21.568082970893276,45.62479089996655,249.46279357724876,709.6786369007939,1050.046062881046,4536.198991646119,35.502857142857145,52.68165898617512,221.87493843456332,381.8018883603312,135.65391621129328,135.65391621129328,19.35997368853807,44.875426190867735,83.72252415458937,122.36368914901522,16.446676231468196,31.46320670367829,81.57172877142095,216.74773644977566,901.4379795110028,1931.652813237863,0.0,0.0
Daejeon/Chungnam,2011,6,June,13145.857920633223,5113,610.875259515571,1018.1254325259516,410.9496308283605,1183.9263173864672,6.7456978967495225,47.21988527724666,81.45147382314123,431.39113913737765,204.24791945527556,442.5371588197637,261.3024087352698,410.6180708697097,122.5763886482553,202.51751167972614,29.92045956694653,59.84091913389306,19.123118099698896,40.45274982628613,236.26585716568144,672.1356281437488,1009.0132607122265,4358.937286276819,35.17714285714286,52.198341013824894,211.67379183987077,364.2477785506608,137.78106243841262,137.78106243841262,18.368031573754315,42.57615523762539,77.24426328502415,112.89546172426606,16.2952335405707,31.173490251526555,82.30052978956402,218.68426486941297,885.062100474152,1896.5616438731827,0.0,0.0
Daejeon/Chungnam,2011,7,July,13195.884874274476,5157,726.8854671280276,1211.4757785467127,402.43789825022753,1159.404421149465,5.965583173996176,41.75908221797323,81.31890306496554,430.68900512185456,211.46679857999183,458.1780635899823,275.8729502681712,433.51463613569763,128.77462836550123,212.75808164734985,30.13610251878038,60.27220503756076,20.956841753094682,44.331780631546444,263.88059194759546,750.694787437125,1012.8742808425029,4375.616893239613,32.75755102040816,48.60797893350888,170.66518252920665,293.68025711578576,145.03269730359222,145.03269730359222,17.27347475744121,40.0390286685304,85.61201690821255,125.12525548123372,17.446197991391678,33.375335287879736,81.57172877142095,216.74773644977566,798.5949103846325,1711.2748079670696,0.0,0.0
Daejeon/Chungnam,2011,8,August,12313.287574571048,4784,711.7354671280277,1186.225778546713,354.4699099828057,1021.2109311409401,4.313575525812619,30.195028680688335,77.68646429095175,411.45053309652224,215.9040912529826,467.7921977147956,257.67488802168435,404.91768117693255,114.29554038601476,188.8361102029809,26.847547503314182,53.695095006628364,20.869521579123454,44.147064878914996,253.12537945358685,720.0980622386522,973.9612544314822,4207.512619144003,25.405714285714286,37.69880184331797,125.72913177958588,216.35440340418768,140.2466182925737,140.2466182925737,15.63163953297155,36.2333388148879,63.38798309178743,92.64397528799701,13.841861948031244,26.480083726668468,72.1243081658626,191.64459026929205,744.3697233793408,1595.077978670016,0.0,0.0
Daejeon/Chungnam,2011,9,September,10239.505493547047,3856,420.26833910034605,700.4472318339101,266.1706280975018,766.8249047570885,3.7399617590822176,26.179732313575524,63.13019504326148,334.3562181920886,152.19251585869753,329.750451027178,196.36978796209078,308.5810953689998,90.64305762500435,149.7580952065289,22.426866990720285,44.85373398144057,16.15423218467715,34.17241423681705,179.1760265218086,509.7249030361796,909.9894503121972,3931.154425348692,22.52081632653061,33.41798551678736,144.60125297976714,248.82950655207793,101.57123234494908,101.57123234494908,13.37411609932577,31.00051526612948,49.576690821256044,72.45824043106653,10.055794675593814,19.237172422875123,53.90428271228579,143.23137977835938,677.4006616372001,1451.5728463654286,0.0,0.0
