"Gender","Career","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","University Student","Western Seoul","Composition Rate[%]","%","25.2","23","26","27.6","30.5","35.2","38.3","39.7","37.1","37.1","37","34.2","31.4","","","","","","",
"Women","University Student","Southern Seoul","Donation Count","Unit","8308","12000","11801","14431","19496","21930","23066","26822","25592","23862","23611","20438","19912","17200","15323","11910","10822","11534","11939",
"Women","University Student","Southern Seoul","Composition Rate[%]","%","26.9","31.3","32.3","32.9","36.3","37.6","40.1","42.7","40.6","40.2","40.3","35.3","32.4","30.4","28.2","25.9","24.9","23.6","24.3",
"Women","University Student","Eastern Seoul","Donation Count","Unit","10087","13937","15781","19571","23304","27096","31296","32482","34791","37673","32567","25592","24017","22381","19742","16712","17761","20576","21759",
"Women","University Student","Eastern Seoul","Composition Rate[%]","%","27.4","28.1","28.8","30.7","32.6","31.2","33.4","34.2","35.8","36.8","35.3","33","30.6","28.7","26.8","27.6","28.2","28.7","29",
"Women","University Student","Busan","Donation Count","Unit","20498","20191","15276","20660","24751","28448","30705","32100","35176","36549","37659","26054","24917","25378","23433","20572","22536","24897","23380",
"Women","University Student","Busan","Composition Rate[%]","%","40.9","38.6","36.5","39.1","43.7","43.1","46.4","48.3","47.2","46.4","47.4","42.2","39.3","37.9","36.7","34.7","38","37.7","36.9",
"Women","University Student","Daegu/Gyeongbook","Donation Count","Unit","20772","22163","18185","26185","30692","30731","32935","36570","38934","41370","39305","30549","27464","26468","24326","18961","25604","25546","24961",
"Women","University Student","Daegu/Gyeongbook","Composition Rate[%]","%","43.8","45.1","45.3","47","48.1","46.1","47.5","48.9","49.4","48.5","47.6","44.6","40.3","38.1","37.3","33.2","38.7","38.6","40.1",
"Women","University Student","Incheon","Donation Count","Unit","9927","7735","7557","8981","11986","14302","16341","17293","18004","18986","19107","13332","11829","10887","10673","11283","11162","11760","12017",
"Women","University Student","Incheon","Composition Rate[%]","%","25.6","22.7","24.4","25.6","29.3","27.8","27.4","29.3","29.6","30.9","32.1","27.5","24.8","23.4","23","24.7","23.8","23.2","24.3",
"Women","University Student","Ulsan","Donation Count","Unit","5583","5803","4399","5457","5642","6189","6527","7652","7340","7765","7866","6069","5383","5390","6170","4346","4690","5177","6274",
"Women","University Student","Ulsan","Composition Rate[%]","%","33","33.7","34.4","35.8","34","32.2","34","36.1","35.1","36.5","33.3","28.1","26.4","26","26.8","23","23.8","22.6","24.6",
"Women","University Student","Gyeonggi","Donation Count","Unit","7361","8042","7421","9117","12777","13349","14700","14889","16716","17899","19477","14340","14755","12647","12915","12230","13258","13679","14082",
"Women","University Student","Gyeonggi","Composition Rate[%]","%","35.1","30","28.2","29","30.1","28","29.3","31.4","33","33","32.7","28.3","28.9","26.6","24.7","22.4","23.2","23.6","25.2",
"Women","University Student","Gangwon","Donation Count","Unit","3639","4277","4035","5613","7177","7460","8037","9198","10184","10527","13553","9599","9256","8347","7449","5841","6900","7274","7734",
"Women","University Student","Gangwon","Composition Rate[%]","%","47.8","48.1","44.7","48.4","46.4","43.3","40.4","41.2","40.2","37.4","40.4","34.7","33.5","31.3","28.4","25","28.5","27.5","28.8",
"Women","University Student","Chungbook","Donation Count","Unit","7126","7188","5646","7490","9220","9902","9453","10699","10247","10891","10521","7564","7576","7225","7460","5033","5619","6583","6823",
"Women","University Student","Chungbook","Composition Rate[%]","%","42.9","41.7","39.1","42","44.7","46.7","48.4","49.1","44.2","42.5","40.4","33.5","32","32.4","31.1","25.4","27.1","29.1","31.2",
"Women","University Student","Daejeon/Sejong/Chungnaam","Donation Count","Unit","9214","13518","12578","18204","22330","20505","21244","26320","29799","30167","33929","29315","29247","28316","27975","22405","23782","27433","25112",
"Women","University Student","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","44.6","44.8","40.4","45","51.8","47.8","47.6","48.8","49.3","49.2","49.5","45","43.2","40.7","38.7","33.3","35.7","38.1","37.9",
"Women","University Student","Jeonbook","Donation Count","Unit","11256","13171","9744","12034","14883","15074","16090","15868","16085","16457","15416","11572","10458","9118","9050","7570","7768","8687","8954",
"Women","University Student","Jeonbook","Composition Rate[%]","%","44.2","44.2","43.4","46.3","50.1","49.6","46.5","44.6","45.2","46.3","45.3","40.7","38.7","34.9","32.8","28.7","29.2","31.3","32.7",
"Women","University Student","Gwangju/Jeonnaam","Donation Count","Unit","15494","21215","19963","24507","28256","29000","28514","26175","29362","34319","36504","28046","27640","24716","22941","16240","17784","20126","20403",
"Women","University Student","Gwangju/Jeonnaam","Composition Rate[%]","%","36.6","38.1","38.3","38.8","44","42.6","41.1","41","41","43.8","45.8","40.7","38.1","37.7","35.3","29.2","30.8","31.1","33.9",
"Women","University Student","Gyeongnaam","Donation Count","Unit","5330","6293","5593","6663","7894","9004","8752","10488","11978","11450","10830","8806","8845","8447","8125","7931","8984","8844","8881",
"Women","University Student","Gyeongnaam","Composition Rate[%]","%","43.2","41.8","34.1","37.8","37.6","37.5","39.1","41.3","38.5","36.1","36.7","31.9","30.4","26.5","25.7","25.8","30.3","28.5","29.6",
"Women","University Student","Jeju","Donation Count","Unit","2432","1781","1634","2839","3752","4264","3616","3342","3785","4209","4808","3298","2697","2019","2073","2383","2509","2252","2714",
"Women","University Student","Jeju","Composition Rate[%]","%","36.3","29.6","27.2","30.4","31.5","31","28.9","29.5","29.6","29.5","32.1","27.3","22.3","20.1","18.3","18.8","20","17.6","18.6",
"Women","University Student","Korean Red Cross 외","Donation Count","Unit","3106","2918","5212","7292","11370","18965","21687","22823","27231","25643","25126","26707","22362","19679","14244","12991","14355","17195","20803",
"Women","University Student","Korean Red Cross 외","Composition Rate[%]","%","36.1","35.7","41.1","40.1","41.1","38.5","35.7","35.1","34.1","32.6","33.5","33.2","31.7","29.1","28.6","24.6","26.3","27.3","29.2",
"Women","Military Person","Total","Donation Count","Unit","1240","1319","1080","1347","1799","1942","2118","2723","3696","4042","4359","3730","3835","4106","5064","6570","6559","7207","7913",
"Women","Military Person","Total","Composition Rate[%]","%",".3",".3",".2",".2",".3",".3",".3",".3",".4",".4",".5",".5",".5",".5",".7",".9",".9",".9","1",
"Women","Military Person","Korean Red Cross","Donation Count","Unit","1224","1309","1067","1332","1772","1864","2015","2597","3521","3842","4192","3628","3726","4032","4937","6415","6384","7015","7715",
"Women","Military Person","Korean Red Cross","Composition Rate[%]","%",".3",".3",".2",".2",".3",".3",".3",".3",".4",".5",".5",".5",".5",".6",".7","1","1","1","1.1",
"Women","Military Person","Central Seoul","Donation Count","Unit","201","196","157","159","187","171","","","","","","","","351","418","334","452","479","595",
"Women","Military Person","Central Seoul","Composition Rate[%]","%",".5",".4",".3",".3",".3",".2","","","","","","","",".5",".6",".5",".7",".7",".9",
"Women","Military Person","Western Seoul","Donation Count","Unit","39","52","52","82","88","40","188","230","385","483","478","380","398","","","","","","",
"Women","Military Person","Western Seoul","Composition Rate[%]","%",".2",".2",".1",".2",".2",".2",".2",".3",".4",".5",".5",".5",".5","","","","","","",
"Women","Military Person","Southern Seoul","Donation Count","Unit","165","175","127","169","246","217","242","329","373","325","338","305","358","352","456","580","483","494","574",
"Women","Military Person","Southern Seoul","Composition Rate[%]","%",".5",".5",".3",".4",".5",".4",".4",".5",".6",".5",".6",".5",".6",".6",".8","1.3","1.1","1","1.2",
"Women","Military Person","Eastern Seoul","Donation Count","Unit","143","209","122","128","172","201","256","330","505","529","648","584","517","524","584","812","826","840","986",
"Women","Military Person","Eastern Seoul","Composition Rate[%]","%",".4",".4",".2",".2",".2",".2",".3",".3",".5",".5",".7",".8",".7",".7",".8","1.3","1.3","1.2","1.3",
"Women","Military Person","Busan","Donation Count","Unit","36","24","23","48","70","88","75","125","178","182","223","124","188","246","304","426","329","357","324",
"Women","Military Person","Busan","Composition Rate[%]","%",".1","0",".1",".1",".1",".1",".1",".2",".2",".2",".3",".2",".3",".4",".5",".7",".6",".5",".5",
"Women","Military Person","Daegu/Gyeongbook","Donation Count","Unit","94","101","85","99","148","172","181","234","316","333","394","221","230","287","307","265","415","589","519",
"Women","Military Person","Daegu/Gyeongbook","Composition Rate[%]","%",".2",".2",".2",".2",".2",".3",".3",".3",".4",".4",".5",".3",".3",".4",".5",".5",".6",".9",".8",
"Women","Military Person","Incheon","Donation Count","Unit","118","47","60","95","79","85","87","119","131","149","138","148","163","139","219","359","349","346","338",
"Women","Military Person","Incheon","Composition Rate[%]","%",".3",".1",".2",".3",".2",".2",".1",".2",".2",".2",".2",".3",".3",".3",".5",".8",".7",".7",".7",
"Women","Military Person","Ulsan","Donation Count","Unit","1","5","1","3","5","0","6","7","17","21","21","21","19","20","53","77","29","42","50",
"Women","Military Person","Ulsan","Composition Rate[%]","%","0","0","0","0","0","0","0","0",".1",".1",".1",".1",".1",".1",".2",".4",".1",".2",".2",
"Women","Military Person","Gyeonggi","Donation Count","Unit","51","46","46","78","98","153","161","212","170","261","274","240","266","249","330","548","568","542","532",
"Women","Military Person","Gyeonggi","Composition Rate[%]","%",".2",".2",".2",".2",".2",".3",".3",".4",".3",".5",".5",".5",".5",".5",".6","1","1",".9","1",
"Women","Military Person","Gangwon","Donation Count","Unit","50","67","103","112","177","181","237","348","389","542","615","610","634","662","801","1048","1100","1312","1555",
"Women","Military Person","Gangwon","Composition Rate[%]","%",".7",".8","1.1","1","1.1","1.1","1.2","1.6","1.5","1.9","1.8","2.2","2.3","2.5","3.1","4.5","4.5","5","5.8",
"Women","Military Person","Chungbook","Donation Count","Unit","39","48","44","41","45","87","70","54","119","136","130","132","140","187","242","292","339","332","379",
"Women","Military Person","Chungbook","Composition Rate[%]","%",".2",".3",".3",".2",".2",".4",".4",".2",".5",".5",".5",".6",".6",".8","1","1.5","1.6","1.5","1.7",
"Women","Military Person","Daejeon/Sejong/Chungnaam","Donation Count","Unit","113","158","84","163","210","191","168","337","451","404","396","413","366","471","410","602","491","591","644",
"Women","Military Person","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".5",".5",".3",".4",".5",".4",".4",".6",".7",".7",".6",".6",".5",".7",".6",".9",".7",".8","1",
"Women","Military Person","Jeonbook","Donation Count","Unit","28","36","16","23","86","68","139","76","174","104","177","107","93","141","214","256","332","320","264",
"Women","Military Person","Jeonbook","Composition Rate[%]","%",".1",".1",".1",".1",".3",".2",".4",".2",".5",".3",".5",".4",".3",".5",".8","1","1.2","1.2","1",
"Women","Military Person","Gwangju/Jeonnaam","Donation Count","Unit","73","75","54","74","79","87","98","99","154","190","161","162","185","154","150","248","261","287","302",
"Women","Military Person","Gwangju/Jeonnaam","Composition Rate[%]","%",".2",".1",".1",".1",".1",".1",".1",".2",".2",".2",".2",".2",".3",".2",".2",".4",".5",".4",".5",
"Women","Military Person","Gyeongnaam","Donation Count","Unit","67","69","90","56","79","108","95","81","138","171","188","156","157","208","400","500","340","433","580",
"Women","Military Person","Gyeongnaam","Composition Rate[%]","%",".5",".5",".5",".3",".4",".5",".4",".3",".4",".5",".6",".6",".5",".7","1.3","1.6","1.1","1.4","1.9",
"Women","Military Person","Jeju","Donation Count","Unit","6","1","3","2","3","15","12","16","21","12","11","25","12","41","49","68","70","51","73",
"Women","Military Person","Jeju","Composition Rate[%]","%",".1","0","0","0","0",".1",".1",".1",".2",".1",".1",".2",".1",".4",".4",".5",".6",".4",".5",
"Women","Military Person","Korean Red Cross 외","Donation Count","Unit","16","10","13","15","27","78","103","126","175","200","167","102","109","74","127","155","175","192","198",
"Women","Military Person","Korean Red Cross 외","Composition Rate[%]","%",".2",".1",".1",".1",".1",".2",".2",".2",".2",".3",".2",".1",".2",".1",".3",".3",".3",".3",".3",
"Women","Company Worker","Total","Donation Count","Unit","57477","63914","62473","76310","87535","86077","86240","92204","106608","114037","116917","122682","130786","140523","149389","186517","189466","225542","230272",
"Women","Company Worker","Total","Composition Rate[%]","%","13","12.5","12.6","12.6","12.7","11.2","10.9","11.3","12.1","12.4","12.7","15.3","16.4","18.1","19.8","26.8","26.7","29.2","30",
"Women","Company Worker","Korean Red Cross","Donation Count","Unit","55049","61725","59653","72719","82783","78058","76385","81125","92955","100097","103928","107146","116186","125179","135944","168297","170539","201389","202222",
"Women","Company Worker","Korean Red Cross","Composition Rate[%]","%","12.7","12.3","12.4","12.4","12.5","10.9","10.4","10.8","11.6","12","12.3","14.9","16","17.7","19.3","26.2","26","28.4","29",
"Women","Company Worker","Central Seoul","Donation Count","Unit","7467","8879","8768","10817","10483","11911","","","","","","","","18171","19391","23391","23147","27260","26882",
"Women","Company Worker","Central Seoul","Composition Rate[%]","%","18.3","18.7","17.4","17.8","17.3","15.1","","","","","","","","25.6","28.5","36.4","37.8","39.9","39.1",
"Women","Company Worker","Western Seoul","Donation Count","Unit","3349","4157","6569","7578","8815","4128","13407","13963","15267","16868","17661","17366","17358","","","","","","",
"Women","Company Worker","Western Seoul","Composition Rate[%]","%","17","17","17.6","17.6","17.4","16.9","14.5","15.3","16.5","16.9","17.6","21.6","23","","","","","","",
"Women","Company Worker","Southern Seoul","Donation Count","Unit","6890","8757","8503","10378","11887","10906","10578","11345","12117","11149","11340","12941","14355","15296","16228","17367","17151","20556","20024",
"Women","Company Worker","Southern Seoul","Composition Rate[%]","%","22.3","22.9","23.3","23.7","22.1","18.7","18.4","18.1","19.2","18.8","19.3","22.4","23.4","27","29.8","37.8","39.4","42","40.8",
"Women","Company Worker","Eastern Seoul","Donation Count","Unit","4725","5567","5713","6280","7427","9027","10509","10980","11714","12857","12363","12699","12740","14494","15425","16840","18467","22623","23909",
"Women","Company Worker","Eastern Seoul","Composition Rate[%]","%","12.8","11.2","10.4","9.9","10.4","10.4","11.2","11.6","12.1","12.6","13.4","16.4","16.2","18.6","20.9","27.8","29.3","31.6","31.8",
"Women","Company Worker","Busan","Donation Count","Unit","5966","6369","5274","6480","6717","6795","6135","6500","7815","8342","8604","8359","9823","10989","11323","13884","13341","16563","16032",
"Women","Company Worker","Busan","Composition Rate[%]","%","11.9","12.2","12.6","12.3","11.9","10.3","9.3","9.8","10.5","10.6","10.8","13.5","15.5","16.4","17.8","23.4","22.5","25.1","25.3",
"Women","Company Worker","Daegu/Gyeongbook","Donation Count","Unit","5315","5193","3795","5293","6424","5687","5678","6214","7327","7720","8009","7580","8667","9297","9977","11668","12941","13822","13392",
"Women","Company Worker","Daegu/Gyeongbook","Composition Rate[%]","%","11.2","10.6","9.5","9.5","10.1","8.5","8.2","8.3","9.3","9","9.7","11.1","12.7","13.4","15.3","20.4","19.6","20.9","21.5",
"Women","Company Worker","Incheon","Donation Count","Unit","4628","3935","3700","4214","5109","5368","6382","6845","7677","8237","8384","8514","9304","10176","11002","13861","15150","17353","17564",
"Women","Company Worker","Incheon","Composition Rate[%]","%","11.9","11.5","11.9","12","12.5","10.4","10.7","11.6","12.6","13.4","14.1","17.6","19.5","21.9","23.7","30.3","32.3","34.2","35.5",
"Women","Company Worker","Ulsan","Donation Count","Unit","1855","2008","1318","1442","1619","1757","1792","1871","2137","2375","2637","2665","2762","2784","3450","4072","4121","5296","6565",
"Women","Company Worker","Ulsan","Composition Rate[%]","%","11","11.7","10.3","9.5","9.8","9.1","9.3","8.8","10.2","11.2","11.1","12.3","13.6","13.4","15","21.6","20.9","23.1","25.7",
"Women","Company Worker","Gyeonggi","Donation Count","Unit","3784","4253","4277","5265","6747","6354","6136","6692","7711","9067","10149","10253","10961","12081","13919","18631","19677","20790","20689",
"Women","Company Worker","Gyeonggi","Composition Rate[%]","%","18.1","15.9","16.3","16.8","15.9","13.3","12.2","14.1","15.2","16.7","17.1","20.2","21.5","25.4","26.6","34.1","34.4","35.9","37.1",
"Women","Company Worker","Gangwon","Donation Count","Unit","633","645","700","868","1273","1287","1726","1667","2127","2692","3209","3390","3755","4164","4410","5519","5695","6566","6792",
"Women","Company Worker","Gangwon","Composition Rate[%]","%","8.3","7.2","7.8","7.5","8.2","7.5","8.7","7.5","8.4","9.6","9.6","12.3","13.6","15.6","16.8","23.6","23.6","24.8","25.3",
"Women","Company Worker","Chungbook","Donation Count","Unit","1321","1377","1037","1358","1747","1641","1420","1622","2142","2416","2575","2665","2865","3080","3481","4652","4747","5294","5376",
"Women","Company Worker","Chungbook","Composition Rate[%]","%","8","8","7.2","7.6","8.5","7.7","7.3","7.4","9.2","9.4","9.9","11.8","12.1","13.8","14.5","23.5","22.9","23.4","24.6",
"Women","Company Worker","Daejeon/Sejong/Chungnaam","Donation Count","Unit","2266","2594","2683","3720","4267","3752","3604","4224","5198","5444","6491","6955","8159","8757","10171","13779","12686","15304","14882",
"Women","Company Worker","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","11","8.6","8.6","9.2","9.9","8.7","8.1","7.8","8.6","8.9","9.5","10.7","12.1","12.6","14.1","20.5","19.1","21.3","22.5",
"Women","Company Worker","Jeonbook","Donation Count","Unit","1255","1329","1019","1388","1621","1426","1556","1648","1867","1842","2036","2176","2390","2501","2692","4106","3564","4563","5072",
"Women","Company Worker","Jeonbook","Composition Rate[%]","%","4.9","4.5","4.5","5.3","5.5","4.7","4.5","4.6","5.2","5.2","6","7.7","8.8","9.6","9.8","15.5","13.4","16.5","18.5",
"Women","Company Worker","Gwangju/Jeonnaam","Donation Count","Unit","3545","4376","4090","4803","4913","4229","4173","4102","5094","5493","5455","5961","6914","7083","7614","10280","9890","13683","12973",
"Women","Company Worker","Gwangju/Jeonnaam","Composition Rate[%]","%","8.4","7.9","7.8","7.6","7.7","6.2","6","6.4","7.1","7","6.8","8.7","9.5","10.8","11.7","18.5","17.1","21.2","21.6",
"Women","Company Worker","Gyeongnaam","Donation Count","Unit","1243","1487","1552","1866","2306","2128","1914","2094","2977","3495","2986","3419","3595","4244","4433","6720","6319","7787","7338",
"Women","Company Worker","Gyeongnaam","Composition Rate[%]","%","10.1","9.9","9.5","10.6","11","8.9","8.6","8.3","9.6","11","10.1","12.4","12.3","13.3","14","21.9","21.3","25.1","24.5",
"Women","Company Worker","Jeju","Donation Count","Unit","807","799","655","969","1428","1662","1375","1358","1785","2100","2029","2203","2538","2062","2428","3527","3643","3929","4732",
"Women","Company Worker","Jeju","Composition Rate[%]","%","12","13.3","10.9","10.4","12","12.1","11","12","13.9","14.7","13.5","18.2","21","20.5","21.4","27.9","29","30.8","32.5",
"Women","Company Worker","Korean Red Cross 외","Donation Count","Unit","2428","2189","2820","3591","4752","8019","9855","11079","13653","13940","12989","15536","14600","15344","13445","18220","18927","24153","28050",
"Women","Company Worker","Korean Red Cross 외","Composition Rate[%]","%","28.2","26.8","22.3","19.7","17.2","16.3","16.2","17","17.1","17.7","17.3","19.3","20.7","22.7","27","34.5","34.7","38.4","39.4",
"Women","Public Worker","Total","Donation Count","Unit","6279","6700","6478","7860","10617","8506","8109","7861","8635","9265","10055","10817","12221","13494","16275","26872","24114","23653","24700",
"Women","Public Worker","Total","Composition Rate[%]","%","1.4","1.3","1.3","1.3","1.5","1.1","1","1","1","1","1.1","1.4","1.5","1.7","2.2","3.9","3.4","3.1","3.2",
"Women","Public Worker","Korean Red Cross","Donation Count","Unit","6190","6642","6381","7714","10336","8171","7727","7448","8175","8784","9713","10468","11864","13144","15973","26297","23634","23161","24202",
"Women","Public Worker","Korean Red Cross","Composition Rate[%]","%","1.4","1.3","1.3","1.3","1.6","1.1","1.1","1","1","1","1.2","1.5","1.6","1.9","2.3","4.1","3.6","3.3","3.5",
"Women","Public Worker","Central Seoul","Donation Count","Unit","661","623","687","878","884","806","","","","","","","","642","873","1064","1039","1080","1268",
"Women","Public Worker","Central Seoul","Composition Rate[%]","%","1.6","1.3","1.4","1.4","1.5","1","","","","","","","",".9","1.3","1.7","1.7","1.6","1.8",
"Women","Public Worker","Western Seoul","Donation Count","Unit","262","234","332","476","625","209","672","634","763","655","748","704","600","","","","","","",
"Women","Public Worker","Western Seoul","Composition Rate[%]","%","1.3","1",".9","1.1","1.2",".9",".7",".7",".8",".7",".7",".9",".8","","","","","","",
"Women","Public Worker","Southern Seoul","Donation Count","Unit","392","452","439","511","862","645","534","467","587","642","607","668","942","897","992","1267","1011","884","1023",
"Women","Public Worker","Southern Seoul","Composition Rate[%]","%","1.3","1.2","1.2","1.2","1.6","1.1",".9",".7",".9","1.1","1","1.2","1.5","1.6","1.8","2.8","2.3","1.8","2.1",
"Women","Public Worker","Eastern Seoul","Donation Count","Unit","503","546","524","628","841","746","997","917","1050","1095","1187","1272","1450","1496","1673","2175","2292","2393","2692",
"Women","Public Worker","Eastern Seoul","Composition Rate[%]","%","1.4","1.1","1","1","1.2",".9","1.1","1","1.1","1.1","1.3","1.6","1.8","1.9","2.3","3.6","3.6","3.3","3.6",
"Women","Public Worker","Busan","Donation Count","Unit","509","535","432","491","641","565","550","595","659","544","681","645","769","1032","1116","1642","1502","1502","1529",
"Women","Public Worker","Busan","Composition Rate[%]","%","1","1","1",".9","1.1",".9",".8",".9",".9",".7",".9","1","1.2","1.5","1.7","2.8","2.5","2.3","2.4",
"Women","Public Worker","Daegu/Gyeongbook","Donation Count","Unit","633","594","424","680","1005","683","756","731","740","836","911","921","1172","1206","1356","1796","1820","1731","1763",
"Women","Public Worker","Daegu/Gyeongbook","Composition Rate[%]","%","1.3","1.2","1.1","1.2","1.6","1","1.1","1",".9","1","1.1","1.3","1.7","1.7","2.1","3.1","2.8","2.6","2.8",
"Women","Public Worker","Incheon","Donation Count","Unit","458","371","304","276","449","320","373","364","329","390","468","488","536","601","629","1614","1329","1204","1151",
"Women","Public Worker","Incheon","Composition Rate[%]","%","1.2","1.1","1",".8","1.1",".6",".6",".6",".5",".6",".8","1","1.1","1.3","1.4","3.5","2.8","2.4","2.3",
"Women","Public Worker","Ulsan","Donation Count","Unit","200","217","186","162","175","214","199","220","175","209","226","240","245","253","347","695","578","563","576",
"Women","Public Worker","Ulsan","Composition Rate[%]","%","1.2","1.3","1.5","1.1","1.1","1.1","1","1",".8","1","1","1.1","1.2","1.2","1.5","3.7","2.9","2.5","2.3",
"Women","Public Worker","Gyeonggi","Donation Count","Unit","324","406","380","479","755","598","375","409","504","582","705","739","879","945","1080","2449","2012","1860","1887",
"Women","Public Worker","Gyeonggi","Composition Rate[%]","%","1.5","1.5","1.4","1.5","1.8","1.3",".7",".9","1","1.1","1.2","1.5","1.7","2","2.1","4.5","3.5","3.2","3.4",
"Women","Public Worker","Gangwon","Donation Count","Unit","183","183","201","228","422","336","405","348","416","501","600","623","726","839","1064","1712","1591","1486","1615",
"Women","Public Worker","Gangwon","Composition Rate[%]","%","2.4","2.1","2.2","2","2.7","1.9","2","1.6","1.6","1.8","1.8","2.3","2.6","3.2","4.1","7.3","6.6","5.6","6",
"Women","Public Worker","Chungbook","Donation Count","Unit","280","229","269","257","313","214","186","173","250","308","322","431","505","628","1000","1307","1244","1104","1069",
"Women","Public Worker","Chungbook","Composition Rate[%]","%","1.7","1.3","1.9","1.4","1.5","1","1",".8","1.1","1.2","1.2","1.9","2.1","2.8","4.2","6.6","6","4.9","4.9",
"Women","Public Worker","Daejeon/Sejong/Chungnaam","Donation Count","Unit","183","328","406","627","864","630","521","609","578","713","839","978","1082","1305","1865","3594","2906","3070","3045",
"Women","Public Worker","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".9","1.1","1.3","1.6","2","1.5","1.2","1.1","1","1.2","1.2","1.5","1.6","1.9","2.6","5.3","4.4","4.3","4.6",
"Women","Public Worker","Jeonbook","Donation Count","Unit","265","373","266","444","423","296","343","345","393","389","424","404","454","571","740","1417","1216","1220","1520",
"Women","Public Worker","Jeonbook","Composition Rate[%]","%","1","1.3","1.2","1.7","1.4","1","1","1","1.1","1.1","1.2","1.4","1.7","2.2","2.7","5.4","4.6","4.4","5.6",
"Women","Public Worker","Gwangju/Jeonnaam","Donation Count","Unit","847","992","912","1035","1265","1271","1204","1117","1145","1240","1294","1490","1588","1596","1788","3006","2799","2716","2572",
"Women","Public Worker","Gwangju/Jeonnaam","Composition Rate[%]","%","2","1.8","1.7","1.6","2","1.9","1.7","1.8","1.6","1.6","1.6","2.2","2.2","2.4","2.8","5.4","4.9","4.2","4.3",
"Women","Public Worker","Gyeongnaam","Donation Count","Unit","274","292","401","316","466","347","329","287","322","399","401","576","573","783","980","1772","1530","1637","1754",
"Women","Public Worker","Gyeongnaam","Composition Rate[%]","%","2.2","1.9","2.4","1.8","2.2","1.4","1.5","1.1","1","1.3","1.4","2.1","2","2.5","3.1","5.8","5.2","5.3","5.8",
"Women","Public Worker","Jeju","Donation Count","Unit","216","267","218","226","346","291","283","232","264","281","300","289","343","350","470","787","765","711","738",
"Women","Public Worker","Jeju","Composition Rate[%]","%","3.2","4.4","3.6","2.4","2.9","2.1","2.3","2","2.1","2","2","2.4","2.8","3.5","4.2","6.2","6.1","5.6","5.1",
"Women","Public Worker","Korean Red Cross 외","Donation Count","Unit","89","58","97","146","281","335","382","413","460","481","342","349","357","350","302","575","480","492","498",
"Women","Public Worker","Korean Red Cross 외","Composition Rate[%]","%","1",".7",".8",".8","1",".7",".6",".6",".6",".6",".5",".4",".5",".5",".6","1.1",".9",".8",".7",
"Women","Self-employed","Total","Donation Count","Unit","3675","4262","3889","4287","4556","4858","4097","4068","3925","4253","4208","4451","4558","4631","5049","7059","7122","8729","7957",
"Women","Self-employed","Total","Composition Rate[%]","%",".8",".8",".8",".7",".7",".6",".5",".5",".4",".5",".5",".6",".6",".6",".7","1","1","1.1","1",
"Women","Self-employed","Korean Red Cross","Donation Count","Unit","3535","4164","3763","4135","4398","4555","3730","3600","3426","3733","3868","4118","4261","4354","4821","6723","6794","8326","7492",
"Women","Self-employed","Korean Red Cross","Composition Rate[%]","%",".8",".8",".8",".7",".7",".6",".5",".5",".4",".4",".5",".6",".6",".6",".7","1","1","1.2","1.1",
"Women","Self-employed","Central Seoul","Donation Count","Unit","353","411","395","439","456","511","","","","","","","","454","524","637","717","875","786",
"Women","Self-employed","Central Seoul","Composition Rate[%]","%",".9",".9",".8",".7",".8",".6","","","","","","","",".6",".8","1","1.2","1.3","1.1",
"Women","Self-employed","Western Seoul","Donation Count","Unit","150","209","327","379","402","164","470","435","394","438","495","474","462","","","","","","",
"Women","Self-employed","Western Seoul","Composition Rate[%]","%",".8",".9",".9",".9",".8",".7",".5",".5",".4",".4",".5",".6",".6","","","","","","",
"Women","Self-employed","Southern Seoul","Donation Count","Unit","379","511","436","511","471","399","344","382","328","310","310","379","372","374","403","428","528","616","538",
"Women","Self-employed","Southern Seoul","Composition Rate[%]","%","1.2","1.3","1.2","1.2",".9",".7",".6",".6",".5",".5",".5",".7",".6",".7",".7",".9","1.2","1.3","1.1",
"Women","Self-employed","Eastern Seoul","Donation Count","Unit","416","601","563","499","556","758","644","590","588","551","464","470","480","606","606","681","686","940","940",
"Women","Self-employed","Eastern Seoul","Composition Rate[%]","%","1.1","1.2","1",".8",".8",".9",".7",".6",".6",".5",".5",".6",".6",".8",".8","1.1","1.1","1.3","1.3",
"Women","Self-employed","Busan","Donation Count","Unit","355","428","298","328","363","499","325","300","327","353","312","312","355","355","413","515","465","550","486",
"Women","Self-employed","Busan","Composition Rate[%]","%",".7",".8",".7",".6",".6",".8",".5",".5",".4",".4",".4",".5",".6",".5",".6",".9",".8",".8",".8",
"Women","Self-employed","Daegu/Gyeongbook","Donation Count","Unit","402","343","250","288","310","349","299","302","240","335","341","309","308","346","373","568","569","672","583",
"Women","Self-employed","Daegu/Gyeongbook","Composition Rate[%]","%",".8",".7",".6",".5",".5",".5",".4",".4",".3",".4",".4",".5",".5",".5",".6","1",".9","1",".9",
"Women","Self-employed","Incheon","Donation Count","Unit","274","271","260","230","249","262","285","232","212","200","241","222","237","274","326","419","467","537","530",
